,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentenceNumber,sentence,reviewNumber
391,2593,2593,gp:AOqpTOETk7OIlBIt5TG-8C3AV6nKJroOpTlvNJeBl9sEAn5NhqQmDrpMHbxP50hVeEBi5bYIi-Q_1JeFRj-gmA,Ethel Guthke,https://play-lh.googleusercontent.com/a/AATXAJyjWKHQAu0kLtGdh-GqePLC62Aqq09fr8yTsHRP=mo,very interesting.,5,0,5.9,2019-09-17 14:36:31,nan,nan,1,very interesting.,1430
392,2599,2599,gp:AOqpTOHxc6aRqamjGIhETBkPX5sEA1BFxaRjDAldY_PYDXNku-i0iWZFYsZGgl-O_PibIBIGmjQRMTJWyBDuKA,Kerry Finne,https://play-lh.googleusercontent.com/a-/AOh14GhknhpRbyZ-pMr4kuIQNKV2dhjWdgblIeXBunou8Q,i can't access questionnaires or billing.,2,1,5.9,2019-09-13 05:09:12,nan,nan,1,i cannot access questionnaires or billing.,1435
393,2600,2600,gp:AOqpTOF7J4TEqOMQ1IxcpANBBe2zLDD18Py9oTuxrsCMa5RjGj9Q7dU1OW9cClLXULn-lgGpPtDs_qTkMph8Og,Dana Patterson,https://play-lh.googleusercontent.com/a-/AOh14Gjs7Srq2zcJCBGQzNkgRrB2UdF7BDZoYx17rdxQSA,makes you update everytime you sign in,2,1,5.8,2019-09-12 09:44:29,nan,nan,1,makes you update everytime you sign in,1436
394,2606,2606,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,1,doesn'work more than half the time.,1442
395,2607,2607,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,2,continuous having to try to log in.,1442
396,2608,2608,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,3,i enter my password and it does nothing most of the time fingerprint does not work.,1442
397,2609,2609,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,4,problem i do not know my password as it works fine on the chrome browser on my phone.,1442
398,2610,2610,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,5,hardly with using because inconsistent.,1442
399,2611,2611,gp:AOqpTOEAFkWmTZPOZFlYkD0FIYHNfKhhB8VnNRWhpDQw-QWMpkz1ykv7NpNQy4-PDOtokmBELo9MW-UwE4hvfQ,Susan S,https://play-lh.googleusercontent.com/a-/AOh14GghNNunQ-yDGd_6pZTSfKgx6gVWVAMDukah-DOlGg,doesn' work more than half the time. continuous having to try to log in. i enter my password and it does nothing most of the time fingerprint doesn't work. problem isn't my password as it works fine on the chrome browser on my phone. hardly with using because inconsistent. android phone,1,1,nan,2019-09-09 08:34:19,nan,nan,6,android phone,1442
400,2615,2615,gp:AOqpTOHN7iAOT9wH6j1Ir3FPb6PHsWtFdzkkoxmlv4TDZ9yk117w5tvNJ73McdqZfTzXjnjwFVEdQGq1pG4Gfg,Kristina Perez,https://play-lh.googleusercontent.com/a/AATXAJxKKtbal5Oc9BVAPXtB33GeA7cFA6EJbg7AxRpL=mo,"used to loooove it, but can no longer log in through the app. i have to go online.👎",1,2,5.8,2019-09-05 14:33:55,nan,nan,1,"used to loooove it, but can no longer log in through the app.",1444
401,2616,2616,gp:AOqpTOHN7iAOT9wH6j1Ir3FPb6PHsWtFdzkkoxmlv4TDZ9yk117w5tvNJ73McdqZfTzXjnjwFVEdQGq1pG4Gfg,Kristina Perez,https://play-lh.googleusercontent.com/a/AATXAJxKKtbal5Oc9BVAPXtB33GeA7cFA6EJbg7AxRpL=mo,"used to loooove it, but can no longer log in through the app. i have to go online.👎",1,2,5.8,2019-09-05 14:33:55,nan,nan,2,i have to go online.  ,1444
402,2617,2617,gp:AOqpTOHN7iAOT9wH6j1Ir3FPb6PHsWtFdzkkoxmlv4TDZ9yk117w5tvNJ73McdqZfTzXjnjwFVEdQGq1pG4Gfg,Kristina Perez,https://play-lh.googleusercontent.com/a/AATXAJxKKtbal5Oc9BVAPXtB33GeA7cFA6EJbg7AxRpL=mo,"used to loooove it, but can no longer log in through the app. i have to go online.👎",1,2,5.8,2019-09-05 14:33:55,nan,nan,3,:thumbs_down:,1444
403,2619,2619,gp:AOqpTOFJU3nzuGmL4jGuNbM77hfslLYYqW_oP5C32Kt5u5C1dzrwwj8SFWnBBGiLjNg-PO5FuXcp8LRJAePdKA,Carla Moulton,https://play-lh.googleusercontent.com/a-/AOh14GhfxhHmNEww2xCOc1fFgnjyDZqnNybjcpiKFLkLEQ,"i am able to see, print, setup appointments easily. once in a while i cannot log in and the will spin. when this happens i uninstall and reinstall go through the setup and the app will work fine.",5,2,5.8,2019-09-05 05:01:22,nan,nan,1,"i am able to see, print, setup appointments easily.",1446
404,2620,2620,gp:AOqpTOFJU3nzuGmL4jGuNbM77hfslLYYqW_oP5C32Kt5u5C1dzrwwj8SFWnBBGiLjNg-PO5FuXcp8LRJAePdKA,Carla Moulton,https://play-lh.googleusercontent.com/a-/AOh14GhfxhHmNEww2xCOc1fFgnjyDZqnNybjcpiKFLkLEQ,"i am able to see, print, setup appointments easily. once in a while i cannot log in and the will spin. when this happens i uninstall and reinstall go through the setup and the app will work fine.",5,2,5.8,2019-09-05 05:01:22,nan,nan,2,once in a while i cannot log in and the will spin.,1446
405,2621,2621,gp:AOqpTOFJU3nzuGmL4jGuNbM77hfslLYYqW_oP5C32Kt5u5C1dzrwwj8SFWnBBGiLjNg-PO5FuXcp8LRJAePdKA,Carla Moulton,https://play-lh.googleusercontent.com/a-/AOh14GhfxhHmNEww2xCOc1fFgnjyDZqnNybjcpiKFLkLEQ,"i am able to see, print, setup appointments easily. once in a while i cannot log in and the will spin. when this happens i uninstall and reinstall go through the setup and the app will work fine.",5,2,5.8,2019-09-05 05:01:22,nan,nan,3,when this happens i install and reinstall go through the setup and the app will work fine.,1446
406,2623,2623,gp:AOqpTOEAx7ljF6ykFn7ENg2yJDJ2u0-qYoh8MwdVuJKYGdfxStN65zT9SKeGGk4kix1aG6-0RdwvOxXGnfrbXg,Stacy Wegner,https://play-lh.googleusercontent.com/a-/AOh14GgVCgrEMRAjtfqTAJ3t2MU0d4cKAGYLrR_e0Go3mrE,with the last update the only way i could log into my account was to uninstall and reinstall the app. when it tells you you have an annual physical such as a mammogram you still have to call to schedule that appointment even though you've been there before. what's the point of requesting an appointment if it's unable to do so.,2,8,5.8,2019-09-04 08:53:38,nan,nan,1,with the last update the only way i could log into my account was to install and reinstall the app.,1448
407,2624,2624,gp:AOqpTOEAx7ljF6ykFn7ENg2yJDJ2u0-qYoh8MwdVuJKYGdfxStN65zT9SKeGGk4kix1aG6-0RdwvOxXGnfrbXg,Stacy Wegner,https://play-lh.googleusercontent.com/a-/AOh14GgVCgrEMRAjtfqTAJ3t2MU0d4cKAGYLrR_e0Go3mrE,with the last update the only way i could log into my account was to uninstall and reinstall the app. when it tells you you have an annual physical such as a mammogram you still have to call to schedule that appointment even though you've been there before. what's the point of requesting an appointment if it's unable to do so.,2,8,5.8,2019-09-04 08:53:38,nan,nan,2,when it tells you you have an annual physical such as a mammogram you still have to call to schedule that appointment even though you have been there before.,1448
408,2625,2625,gp:AOqpTOEAx7ljF6ykFn7ENg2yJDJ2u0-qYoh8MwdVuJKYGdfxStN65zT9SKeGGk4kix1aG6-0RdwvOxXGnfrbXg,Stacy Wegner,https://play-lh.googleusercontent.com/a-/AOh14GgVCgrEMRAjtfqTAJ3t2MU0d4cKAGYLrR_e0Go3mrE,with the last update the only way i could log into my account was to uninstall and reinstall the app. when it tells you you have an annual physical such as a mammogram you still have to call to schedule that appointment even though you've been there before. what's the point of requesting an appointment if it's unable to do so.,2,8,5.8,2019-09-04 08:53:38,nan,nan,3,what has the point of requesting an appointment if it has unable to do so.,1448
409,2649,2649,gp:AOqpTOE08hV4rknE4lLmRf8pM4mQfU3clqYmIH0eSbNubFn0IFbkm8cRpbUERBkf0sezEr6xoWbg039Jr_JHpg,Kevin Olson,https://play-lh.googleusercontent.com/a-/AOh14GiK0DaEcmZ2T3Gm-TZon41oiR4ZJtzY-7bfpJ5T,fantastic,5,0,5.6,2019-08-22 13:34:53,nan,nan,1,fantastic,1462
410,2659,2659,gp:AOqpTOEadxKWC2nlGTKWSN8v-6pCZP99D6Gf93BCoAiriSTHtleh8WGotvJX7rixoBWzZKDUtZ3aQv3_2LhBkA,Teresa Cooper,https://play-lh.googleusercontent.com/a-/AOh14Gi9tMSDfsnX8Ropu7qS8HruEvkbqgbhnvjEBnCayOs,love having g access to my records,5,0,5.7,2019-08-15 19:49:01,nan,nan,1,love having g access to my records,1467
411,2662,2662,gp:AOqpTOEYfI3MF6vxeCQXJhedRF5U2GPOUPEJgGsgvCsXZ9wPuYRXRGswuejq8zbZzDTOq7S_SoJMLljENh9qMA,Tali Abou Rachid,https://play-lh.googleusercontent.com/a/AATXAJy8WHkt_QdZEE2YQLHr7wLojLokK4wI3W94fAu1=mo,perfecto,5,0,5.5,2019-08-12 19:16:29,nan,nan,1,perfecto,1470
412,2663,2663,gp:AOqpTOF1GF9lOA17Ef9MCXKgeXcKu3ZFNgfAedwD2VwBgxechhuehYnTw-G9v3XrlydEfLYNlg6n25DPJvgnzw,Mark Finkelstein,https://play-lh.googleusercontent.com/a/AATXAJzh4QzL7dMZcpAF_JkiFDsT7xfF_AVS-XTiYXwj=mo,"buggy. uses ""push"" tactics you cant turn off.",1,1,nan,2019-08-12 08:31:23,nan,nan,1,buggy.,1471
413,2664,2664,gp:AOqpTOF1GF9lOA17Ef9MCXKgeXcKu3ZFNgfAedwD2VwBgxechhuehYnTw-G9v3XrlydEfLYNlg6n25DPJvgnzw,Mark Finkelstein,https://play-lh.googleusercontent.com/a/AATXAJzh4QzL7dMZcpAF_JkiFDsT7xfF_AVS-XTiYXwj=mo,"buggy. uses ""push"" tactics you cant turn off.",1,1,nan,2019-08-12 08:31:23,nan,nan,2,uses'push'tactics you cant turn off.,1471
414,2666,2666,gp:AOqpTOE3ma80tH7qInsVzwajDbBMRaByWmtcJjgOPU_HlZShm5eYoBbRgtigD1jPD3yjZwi5i3VG_Ef7zpmrLg,amy boyea,https://play-lh.googleusercontent.com/a-/AOh14GjnpEWwXHWkSStE7lFcwmb8SgidQ7S4tdiorzeOYA,love this app,5,0,5.7,2019-08-09 20:11:47,nan,nan,1,love this app,1473
415,2677,2677,gp:AOqpTOFLrGoqvP870bUf8u-6hVq9genpKGsWYhY3j2pidCrVTVtqSpFd6jUaAHcs8KiWxAuWB0GP7692aD0kHg,Shon Oliver,https://play-lh.googleusercontent.com/a/AATXAJyYvuTyNzksRqsFmeFmpYCmGuBJsW7IN27Czy7J=mo,the app is way user friendly. has all tools you need to navigate .all your appointment. like the option to write messages to your doc.. only problem i've had was trying to find a floor for a appointment i already completed but was erased immediately after appointment was done,5,1,5.7,2019-08-05 13:50:18,nan,nan,1,the app is way user friendly.,1480
416,2678,2678,gp:AOqpTOFLrGoqvP870bUf8u-6hVq9genpKGsWYhY3j2pidCrVTVtqSpFd6jUaAHcs8KiWxAuWB0GP7692aD0kHg,Shon Oliver,https://play-lh.googleusercontent.com/a/AATXAJyYvuTyNzksRqsFmeFmpYCmGuBJsW7IN27Czy7J=mo,the app is way user friendly. has all tools you need to navigate .all your appointment. like the option to write messages to your doc.. only problem i've had was trying to find a floor for a appointment i already completed but was erased immediately after appointment was done,5,1,5.7,2019-08-05 13:50:18,nan,nan,2,has all tools you need to navigate.,1480
417,2679,2679,gp:AOqpTOFLrGoqvP870bUf8u-6hVq9genpKGsWYhY3j2pidCrVTVtqSpFd6jUaAHcs8KiWxAuWB0GP7692aD0kHg,Shon Oliver,https://play-lh.googleusercontent.com/a/AATXAJyYvuTyNzksRqsFmeFmpYCmGuBJsW7IN27Czy7J=mo,the app is way user friendly. has all tools you need to navigate .all your appointment. like the option to write messages to your doc.. only problem i've had was trying to find a floor for a appointment i already completed but was erased immediately after appointment was done,5,1,5.7,2019-08-05 13:50:18,nan,nan,3,all your appointment.,1480
418,2680,2680,gp:AOqpTOFLrGoqvP870bUf8u-6hVq9genpKGsWYhY3j2pidCrVTVtqSpFd6jUaAHcs8KiWxAuWB0GP7692aD0kHg,Shon Oliver,https://play-lh.googleusercontent.com/a/AATXAJyYvuTyNzksRqsFmeFmpYCmGuBJsW7IN27Czy7J=mo,the app is way user friendly. has all tools you need to navigate .all your appointment. like the option to write messages to your doc.. only problem i've had was trying to find a floor for a appointment i already completed but was erased immediately after appointment was done,5,1,5.7,2019-08-05 13:50:18,nan,nan,4,like the option to write messages to your doc.. only problem it is had was trying to find a floor for a appointment i already completed but was erased immediately after appointment was done,1480
419,2697,2697,gp:AOqpTOFMnJTLT9glwozQ92XIZcm5iwtM5D0vhYvzwOehb_bMwNG2o77e3w5pPkrrjeeoyEPS9cmSR0hHWFKpRQ,Michael Page Laramee,https://play-lh.googleusercontent.com/a-/AOh14Gj0TOVkRUohMBNUln0kdaxtlBeV6dRykbchcCqoZFI,"login fails everytime, worthless.",1,0,5.7,2019-08-04 13:12:01,nan,nan,1,"login fails everytime, worthless.",1484
420,2704,2704,gp:AOqpTOGZ4-gypuvc2nihVYV7e4Kmpue1VQvrripSFyMEfGIgu0U5-z_HzEa1kUL05yFlqz1lbPTEKHDR_luPEQ,Easy Clinic د محمد العويدي,https://play-lh.googleusercontent.com/a-/AOh14GhURuCLTeZuBlhHEhOKRHetL2oJJ--KLIYYMkrTPw,great app,5,1,5.7,2019-07-30 10:13:24,nan,nan,1,great app,1489
421,2722,2722,gp:AOqpTOHZfb4SJEcMhFnh7nGtPYWzrxpVI5w6bIm03v4wS022hU25XsoHn0HnpTzxfIv80R8NhAykImvy1VuB7Q,Jolin Kysar,https://play-lh.googleusercontent.com/a/AATXAJw-RTHLD7QDYgN1aE8gKHFSgTgsWXh0eG8zucvd=mo,awesome sauce is,5,0,5.6,2019-07-17 09:39:08,nan,nan,1,awesome sauce is,1498
422,2754,2754,gp:AOqpTOEKuW0heup3Y44jPU2O4iEy9C_Lm9JDTGSAc3RESU4YA8gHvkb6lUXuW1o3QlibGYEHNnzz0u87aC39Ow,Mickey Rufenacht,https://play-lh.googleusercontent.com/a/AATXAJwri8YD-TGUM4Yze6kZ-3-u9MzOs62DgJIepmdv=mo,"there are many times you cannot open this ap. it says, please try again. when it does open, i am very pleased with how easy it is to use.",3,0,5.5,2019-06-26 17:21:34,nan,nan,1,there are many times you cannot open this ap.,1515
423,2755,2755,gp:AOqpTOEKuW0heup3Y44jPU2O4iEy9C_Lm9JDTGSAc3RESU4YA8gHvkb6lUXuW1o3QlibGYEHNnzz0u87aC39Ow,Mickey Rufenacht,https://play-lh.googleusercontent.com/a/AATXAJwri8YD-TGUM4Yze6kZ-3-u9MzOs62DgJIepmdv=mo,"there are many times you cannot open this ap. it says, please try again. when it does open, i am very pleased with how easy it is to use.",3,0,5.5,2019-06-26 17:21:34,nan,nan,2,"it says, please try again.",1515
424,2756,2756,gp:AOqpTOEKuW0heup3Y44jPU2O4iEy9C_Lm9JDTGSAc3RESU4YA8gHvkb6lUXuW1o3QlibGYEHNnzz0u87aC39Ow,Mickey Rufenacht,https://play-lh.googleusercontent.com/a/AATXAJwri8YD-TGUM4Yze6kZ-3-u9MzOs62DgJIepmdv=mo,"there are many times you cannot open this ap. it says, please try again. when it does open, i am very pleased with how easy it is to use.",3,0,5.5,2019-06-26 17:21:34,nan,nan,3,"when it does open, i am very pleased with how easy it is to use.",1515
425,2783,2783,gp:AOqpTOEl3PlWTT2uzM3L1cg_LDFQE8ZcObIhZny5rFINTABv9NALpXyykzGVID89CoFLPHuRcvIesbhp6oeGOw,Robin Songs,https://play-lh.googleusercontent.com/a-/AOh14Gj9mDIqeBLH_CGfyMzU1EwOTm4lHZSmNSaH29-ToCE,good but cannot read reports on phone. too tiny. cannot print lab reports without extensively weird formatting causing wildly long printouts.,3,1,5.41,2019-06-15 16:17:03,nan,nan,1,good but cannot read reports on phone.,1532
426,2784,2784,gp:AOqpTOEl3PlWTT2uzM3L1cg_LDFQE8ZcObIhZny5rFINTABv9NALpXyykzGVID89CoFLPHuRcvIesbhp6oeGOw,Robin Songs,https://play-lh.googleusercontent.com/a-/AOh14Gj9mDIqeBLH_CGfyMzU1EwOTm4lHZSmNSaH29-ToCE,good but cannot read reports on phone. too tiny. cannot print lab reports without extensively weird formatting causing wildly long printouts.,3,1,5.41,2019-06-15 16:17:03,nan,nan,2,too tiny.,1532
427,2785,2785,gp:AOqpTOEl3PlWTT2uzM3L1cg_LDFQE8ZcObIhZny5rFINTABv9NALpXyykzGVID89CoFLPHuRcvIesbhp6oeGOw,Robin Songs,https://play-lh.googleusercontent.com/a-/AOh14Gj9mDIqeBLH_CGfyMzU1EwOTm4lHZSmNSaH29-ToCE,good but cannot read reports on phone. too tiny. cannot print lab reports without extensively weird formatting causing wildly long printouts.,3,1,5.41,2019-06-15 16:17:03,nan,nan,3,cannot print lab reports without extensively weird formatting causing wildly long printouts.,1532
428,2786,2786,gp:AOqpTOEBKExH4NLo3HiZWjtHQFMR95SMBtsPug12MiRuvpF2VV932p-h2raUyIlFcJZapvD-FoWgHxH15SyykQ,Byron Ballew,https://play-lh.googleusercontent.com/a/AATXAJwF3d3fSDclS02o70V1ZAJysMm9a5SVhnfur730=mo,so muxh knowledge is passed through this app,5,0,5.41,2019-06-13 09:23:05,nan,nan,1,so much knowledge is passed through this app,1533
429,2791,2791,gp:AOqpTOHtfQbRnk5ep_YGFchxuzH7JYvE7ySgLQJEJHcQuY7LTo4pNB-HNivoaAW9uNMrMe5gGhwJQhb42T-XNQ,Marcy Pavek,https://play-lh.googleusercontent.com/a-/AOh14GjsV6Ub5yaH-jl4YMPoYI-ClpkMv2Aku4p8EmBjQQ,"love this site.i can talk to doctor, request meds,make appointments etc.best app ever",5,0,5.2,2019-06-11 15:43:20,nan,nan,1,love this site.,1537
430,2792,2792,gp:AOqpTOHtfQbRnk5ep_YGFchxuzH7JYvE7ySgLQJEJHcQuY7LTo4pNB-HNivoaAW9uNMrMe5gGhwJQhb42T-XNQ,Marcy Pavek,https://play-lh.googleusercontent.com/a-/AOh14GjsV6Ub5yaH-jl4YMPoYI-ClpkMv2Aku4p8EmBjQQ,"love this site.i can talk to doctor, request meds,make appointments etc.best app ever",5,0,5.2,2019-06-11 15:43:20,nan,nan,2,"i can talk to doctor, request meds, make appointments etc. best app ever",1537
431,2802,2802,gp:AOqpTOHiTfSXdMdGx53ik09bksRl9532OVpoqVpjuWHAVMWbAJDdKd5MrAWnyfLfiseSE_lvcSeyy8HiyvPBoA,pattie Thompson,https://play-lh.googleusercontent.com/a-/AOh14Gin9MZ_5c_7gHbDoWTFouZ3Psb01bBVbau6VwRPqQ,"mayo hospital phoenix literally saved my life, with the help of my pcp. 😇 sincerrally, thank you, god bless",5,0,5.41,2019-06-08 01:42:08,nan,nan,1,"mayo hospital phoenix literally saved my life, with the help of my primary care provider.  :smiling_face_with_halo: sincerrally, thank you, god bless",1542
432,2823,2823,gp:AOqpTOEveEEn5WB3SQ8utiYw2yTQEDLtEYPOq6PwPj-7vwuV5j52uKVESAqcdskjQ2GVzzfORydxq2BDHi_f0A,Vl Lampkin,https://play-lh.googleusercontent.com/a-/AOh14GiVlCnsypfEohZvTY3ssugASnQxsvIXR0uSqy7FZA,good app..intuitive.,4,0,5.41,2019-06-04 11:09:23,nan,nan,1,good app.. intuitive.,1553
433,2828,2828,gp:AOqpTOEENbvpOxEvNdcnK929x_CUKkCc1_eV6oit4JotkI1WT8eKAGsxFV6hKEWrY0XPNGRy6SARI2-oFknQRw,Bob Corkill,https://play-lh.googleusercontent.com/a/AATXAJwTMN23xjFwzfEN_lDgnpEbiTXHPlFvE9lwOEax=mo,fantastic,5,1,5.4,2019-06-03 04:00:55,nan,nan,1,fantastic,1557
434,2832,2832,gp:AOqpTOE-aFHYlcVQjbOT7NIuhtDtWowB-P7_N1_3inJ1Kav6iuM7yWLk6ss1RnFaQokJ6m6xtJEBJgYFsRcNmA,Brigitte Ackerson,https://play-lh.googleusercontent.com/a/AATXAJy4BMd5L5G9TQbjJrYnzEXEPP4zL3_6zMiXQNh6=mo,absolutely love!!!!!,5,0,4.0,2019-06-02 11:54:54,nan,nan,1,absolutely love!!!!!,1559
435,2836,2836,gp:AOqpTOF7350LMigF8kcHKPfgAuzjFKpQ6LbELicswVxdeQPGvep12UZwqXAfIhj5pAfAHp7mdnT80EC7lzkW4g,Becky Parker,https://play-lh.googleusercontent.com/a-/AOh14Gjs3tMESiy2bWtagijWKziaUCEW5S5pv90szGeXSQ,excellent app!! use it reguarly!!,5,0,5.41,2019-06-01 19:17:27,nan,nan,1,excellent app!!,1562
436,2837,2837,gp:AOqpTOF7350LMigF8kcHKPfgAuzjFKpQ6LbELicswVxdeQPGvep12UZwqXAfIhj5pAfAHp7mdnT80EC7lzkW4g,Becky Parker,https://play-lh.googleusercontent.com/a-/AOh14Gjs3tMESiy2bWtagijWKziaUCEW5S5pv90szGeXSQ,excellent app!! use it reguarly!!,5,0,5.41,2019-06-01 19:17:27,nan,nan,2,use it regularly!!,1562
437,2840,2840,gp:AOqpTOH-EdaT4POHXmfhCGppNtbDk76mOGVQBrroLXGSLXJgtt2fsZhtFpzkTA9y9idEqPFLn65nn20LtgtCKA,Angela Baker,https://play-lh.googleusercontent.com/a-/AOh14GicjEEHZPsoo_T1KlFjMRqHorqyxoQCZhNfhtdP,thank you for an app that securely puts everything at my fingertips! i love that its comprehensive and i can get messages to and from my care team...,5,1,5.3,2019-06-01 09:06:46,nan,nan,1,thank you for an app that securely puts everything at my fingertips!,1564
438,2841,2841,gp:AOqpTOH-EdaT4POHXmfhCGppNtbDk76mOGVQBrroLXGSLXJgtt2fsZhtFpzkTA9y9idEqPFLn65nn20LtgtCKA,Angela Baker,https://play-lh.googleusercontent.com/a-/AOh14GicjEEHZPsoo_T1KlFjMRqHorqyxoQCZhNfhtdP,thank you for an app that securely puts everything at my fingertips! i love that its comprehensive and i can get messages to and from my care team...,5,1,5.3,2019-06-01 09:06:46,nan,nan,2,i love that its comprehensive,1564
439,2842,2842,gp:AOqpTOH-EdaT4POHXmfhCGppNtbDk76mOGVQBrroLXGSLXJgtt2fsZhtFpzkTA9y9idEqPFLn65nn20LtgtCKA,Angela Baker,https://play-lh.googleusercontent.com/a-/AOh14GicjEEHZPsoo_T1KlFjMRqHorqyxoQCZhNfhtdP,thank you for an app that securely puts everything at my fingertips! i love that its comprehensive and i can get messages to and from my care team...,5,1,5.3,2019-06-01 09:06:46,nan,nan,3,and i can get messages to and from my care team...,1564
440,2844,2844,gp:AOqpTOH9R-ut1CUfP4fQS9pkt0hPSBcQ5WaS2U3CJ3_Tk7z499IVgTTnXeXF-0SKPu2v1wK9mtpT38cywsDKVQ,Mary Doucette,https://play-lh.googleusercontent.com/a-/AOh14GhLXniNGPoJgFqjvvy0i2doxHKZ_m0hCKJKD5OTEg,easy to navigate. information at your fingertips.,4,0,nan,2019-05-31 22:33:07,nan,nan,1,easy to navigate.,1566
441,2845,2845,gp:AOqpTOH9R-ut1CUfP4fQS9pkt0hPSBcQ5WaS2U3CJ3_Tk7z499IVgTTnXeXF-0SKPu2v1wK9mtpT38cywsDKVQ,Mary Doucette,https://play-lh.googleusercontent.com/a-/AOh14GhLXniNGPoJgFqjvvy0i2doxHKZ_m0hCKJKD5OTEg,easy to navigate. information at your fingertips.,4,0,nan,2019-05-31 22:33:07,nan,nan,2,information at your fingertips.,1566
442,2846,2846,gp:AOqpTOG-aSO1uYf0PDaMSrY-2CG6ePexlw6_MDUqV96IuKqVJCwpXdfStrnMgsbqpyx1nG8lJpgrgVrLyjdRBQ,elaine martin,https://play-lh.googleusercontent.com/a/AATXAJweiaLuPuO3A0z5g-JwrkBUAhIC-6QpY9t0kBEV=mo,best medical portal ever!,5,0,5.4,2019-05-31 12:34:32,nan,nan,1,best medical portal ever!,1567
443,2862,2862,gp:AOqpTOFNNH4RjdxOY0KcLuehYq6pRtRNHqake_VUFcED4OzGhAJSKKb-NK7EJ9pth9IssSyIhO09zb6xemUlYw,Deb Salinas,https://play-lh.googleusercontent.com/a-/AOh14GgyzXyLnUbq3wcqVp4QsOPoxBVDuTJbTjfX-LbxSno,"i am rewriting my review. it is impissible to get to my information. i have to constantly get a new user name and password! even then, i cannot access my account. the old patient pirtal worked great. this just coincides with everything else that mayo is doing: no doctors, an extremely messed up billing system, having to wait for 2-3 months to get an appointment...the list goes on and on .",1,2,5.3,2019-05-20 07:41:46,nan,nan,1,i am rewriting my review.,1575
444,2863,2863,gp:AOqpTOFNNH4RjdxOY0KcLuehYq6pRtRNHqake_VUFcED4OzGhAJSKKb-NK7EJ9pth9IssSyIhO09zb6xemUlYw,Deb Salinas,https://play-lh.googleusercontent.com/a-/AOh14GgyzXyLnUbq3wcqVp4QsOPoxBVDuTJbTjfX-LbxSno,"i am rewriting my review. it is impissible to get to my information. i have to constantly get a new user name and password! even then, i cannot access my account. the old patient pirtal worked great. this just coincides with everything else that mayo is doing: no doctors, an extremely messed up billing system, having to wait for 2-3 months to get an appointment...the list goes on and on .",1,2,5.3,2019-05-20 07:41:46,nan,nan,2,it is impossible to get to my information.,1575
