isEdited,review,title,date,rating,userName,body,id,modified
False,The app makes it very simple same as being on my personal computer.,Simple,2019-09-19 16:33:00,5,jpshimo,,,
False,"The app has my card, search tools for the dr, claims and talk with a nurse.  The dashboard is quick to respond and informative, while uncluttered.",All in one comprehensive!,2019-03-20 02:41:17,5,map2well,,,
False,App makes health insurance easy! Has everything you need in the palm of your hand. Makes going to your appointment less stressful.,Awesome!!,2019-01-10 14:15:41,5,NessaP89,,,
False,This app really surprised me. It has absolutely everything you need to know to make sure your covered for services.,App,2018-10-07 15:55:25,5,La'Q,,,
False,Overall not a bad app. My Covid vaccine data is wrong. I called weeks ago and talked to a rep to get it fixed. The correct data was there for a time but now it’s reverted back to the wrong information. Very frustrated with this!,Incorrect data,2022-02-09 14:08:54,2,Puffy65,,,
False,"This ap is really is junk.   It worked for the first couple of days and have been unsuccessful at logging in since.    No problem in the internet-based site.    I deleted the ap, and attempted a reinstall.    Same issue.    If CS is listening, please help me get this fixed.",Frustrated user,2022-01-20 21:44:01,1,slcpete,,,
False,Easy to navigate through and you are able to know you last Doctor’s visitation. Great app!!,App,2020-02-18 18:11:25,5,skin Joe,,,
False,Great app just wish there was a chat with us option,Great app just wish there was a chat with us option,2020-09-19 15:19:55,4,jenniferlh08,,,
False,"Down loaded for the 1st time since I went under a new policy January 1st and thought it would be good app to have at drs office to check things.  The app reflects old policy and not the new policy. No way to input new policy. Cannot use. To bad, it looks like it has everything I was looking for.",Shows old policy,2020-02-27 16:00:49,2,uhcpa,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,13809667.0,2020-03-02T15:05:40Z
False,Thank you for this great useful tool.  I can manage my family’s healthcare spending from here.,Helpful and informative,2020-01-22 04:41:20,5,hinakoula,,,
False,"This app can be a lifesaver when needing to show my insurance card, to quickly see EOBs, and to check on our deductible/copay balances. It’s awesome!",Super convenient,2019-07-07 06:47:05,5,Aliblahblah,,,
False,This app is user friendly and has all of my health insurance information at my finger tips.,User Friendly,2019-02-04 18:30:26,5,sylviasamantha,,,
False,This app is easy to use and provides a great deal of useful healthcare information on the go,User Friendly App,2019-01-24 16:24:50,5,Ryan_Howard23,,,
False,"We love the app. All the information needed to register, copayment, network associates and physician. We highly recommend it",Simple and efficient,2018-09-14 22:54:59,5,Oscar & Maria,,,
False,My medical information with just a touch of the screen!,"Easy, fast, accurate",2018-09-14 18:22:14,5,bow hunter-jak,,,
False,This app is so user-friendly and intuitive to use.  Finally an app that is actually functional and of value.  Kudos!,Excellent,2018-09-09 01:03:47,5,I'm Hoosier,,,
False,"Very easy app. Has all needs for our insurance keeps track of all your information 
👍👍👍",Wife,2018-06-22 19:11:26,5,Nikka2864378,,,
False,United Health Care has always served my needs. The web site is easy to navigate.,Insurance survey,2022-02-12 01:58:14,5,Granny Nelson,,,
False,Works great allows you view all sorts of different health information,Great app very helpful,2021-04-06 03:37:44,5,Dmills420,,,
False,I like this app a lot- makes it easy to check my claims online. Only complaint I have is Face ID works sporadically,Pretty good and convenient app,2021-04-22 21:39:21,4,jskdkebejs,,,
False,Signed up with my family. Breeze. Love this app. Card right there too!,Easy like Sunday mornin,2020-07-14 19:52:56,5,Pud wud clown..lost in Heavy Metal fatigue,,,
False,I had the old app and had to get the new one and I can’t even do anything to get my information. I can’t even get on the old one anymore so mad here if you gonna make everyone change over make sure everyone can get on the app,Doesn’t let anyone log in,2021-02-08 20:35:41,1,nesabug ti ked,"Hi! We value your feedback and are sorry to hear about your experience. If you are experiencing technical issues or have questions about this app and you have a health plan through UnitedHealthcare, please call: -- Employer Plans: 1-877-844-4999 / TTY 711 – Available all day, every day -- Medicare Advantage Plans: 1-800-721-0627 / TTY 711 – Available 7 am – 10 pm CT, 7 days a week -- Medicaid & Dual Special Needs Plans (DSNP): 1-877-542-9239 / TTY 711 – Available 7 am – 7 pm CT, Monday – Friday",21268676.0,2021-02-24T15:12:16Z
False,"I have an active account through my employer, logging in in the website works fine, but when I log in on this app, I get “Oops something went wrong, please try again.”

Been trying since my benefits were activated, and I still can’t login.",Can’t even log in,2021-01-06 17:52:52,1,DavidMA0046,,,
False,Every time I try to log into this app and/or the Health4Me app I have to reset my password even though I am sure I have it correct. And when I reset it it tells me I can’t reuse my old one so I know it was right.,Password syncing is a nightmare,2020-08-15 13:59:37,2,Kmasdas,,,
False,"This is easy app that gives me the information i need right then and there. It’s very Convenient & cool. If you have UHC, get the app!",Fast & Convenient,2020-02-12 14:15:36,5,Ddsechov,,,
False,Very good app easy and user friendly quick information at your finger tips,Easy,2020-07-09 17:19:52,4,sh9sam,,,
False,It’s very user friendly! It would be nice to have the option to fax the ID cards to the provider’s office.  But the app is still great regardless.,Great,2019-11-15 23:04:41,5,Ann Ray Reed,,,
False,Going through the app it has so much information and is so easy to use !! Love it .,Easy to use,2019-11-07 03:39:32,5,cyn_monte,,,
False,I can see all my claims and what I owe before i receive my bill that is even after the insurance steps in! Great job,App,2019-03-11 23:56:14,5,shelle1988,,,
False,Very user friendly! Great to have everything at your fingertips!,Easy and convenient,2019-01-04 01:33:21,5,sass122,,,
False,"So far so good. Like the data that is available. Longer use will tell, but right now this is my go to app.",Nice integration.,2019-01-03 17:30:17,5,theo692,,,
False,It’s been really helpful with sick family members.,My family asks to use this to look for the dr quality scores.,2018-12-10 18:10:18,5,EricTheReviewer,,,
False,Makes everything so convenient,No hassle,2018-12-04 01:00:08,5,ShortWood,,,
False,"This stuff is always a hassle when you need plan info quickly. This app makes it effortless, and the virtual ID card is a lifesaver.",Wow...,2018-06-11 19:16:57,5,XxRavnosxX,,,
False,UHC finally got it right. Nice to see an app that's easy to use and well-designed! Now - please let me use the app to book appointments!,Finally!,2018-06-01 00:29:58,5,grobinson3,,,
False,Thanks to the developers of this app it is absolutely wonderful to work with and very very easy to use.,Awesome,2020-09-22 23:32:59,5,Cowboyup0015,,,
False,It’s real hard to find what you’re looking for it’s almost as frustrating as when I call In trying to get helpI wish I had other insurance than you it’s very frustrating dealing with you guys but I have no choice as to work as for our insurance,Not easy,2022-02-13 01:11:26,1,galen dean,,,
False,Cannot find things easily on app..update walking step daily…where to find?,Difficult to find things,2022-02-04 17:31:38,3,bidenrocks!,,,
False,I can keep my updates on the app and not have to go into my computer to sync.,Fitbit,2020-05-03 12:39:49,5,encourager!,,,
False,"Considering this is a health insurance app... it’s very clean and easy to use, and the UI is so cute. All the information I need is accessible/easy to find.",Cute!,2020-02-10 04:44:00,5,itsmoogie,,,
False,"I love that I can quickly and conveniently access my health card, search providers, and see the health recommendations.",Great so far,2019-06-01 18:07:21,5,Anya D Night,,,
False,"User friendly with great suggestions, but provider information is not up to date. A few doctors have moved, retired or office numbers are not correctly listed.",AC,2019-08-23 14:46:16,4,A.Chandler,,,
False,The moment you log in the experience is seamless. You don’t need to dig through long menus to find what you need.,👍🏻,2019-03-04 00:44:42,5,scttmchld,,,
False,It can’t recognize the information given (all correct) so you cant even log in without scanning the back of my ID card. Which is digital too... idiotic design pushed way before being functional. The mobile website is far easier to use.,Waste of Space on your phone,2019-04-10 19:35:43,1,Sarcasterrific,We value your feedback and we are sorry to hear about your experience.  Please reach out to us at uhcmobile@uhc.com so we can better assist you.,8187121.0,2019-04-12T15:22:21Z
False,"I would give them zero stars if possible. Crappy application with information on network providers that is inaccurate and outdated. Their service / support staff is rude, unprofessional and most importantly, poorly trained.  They lack any desire to provide even a decent level of customer service.",Crap application and terrible customer service!,2019-04-09 21:31:48,1,mdd23,We value your feedback and we are sorry to hear about your experience.  Please reach out to us at uhcmobile@uhc.com so we can better assist you.,8187112.0,2019-04-12T15:20:36Z
False,Makes everything much easier,Love it,2019-02-02 02:17:37,5,tallypepe,,,
False,Everything you need right at your finger tips,Easy to use & convenient accessibility,2019-01-11 17:57:45,5,bitesizemonkey,,,
False,Seems like a good app to always carry your insurance information on the go! I recommend anyone with United Healthcare to download this app!,Great,2019-01-03 15:47:05,5,Emcp33,,,
False,"Every thing I need on one app.  Nice to be able to show my ID Card, find clinics/doctors, and pharmacy all in one place.",Very easy to manage,2019-01-01 18:22:00,5,Gentry3,,,
False,"Great, easy to use app especially for someone that has had very little health care experience.",Nicely done.,2018-09-20 13:01:42,5,safestartfred,,,
False,Super easy to download and set up your health account. See and track everything.,Easy app,2018-09-13 06:16:19,5,jky831,,,
False,Very convenient and easy access information.,Patricia Brown,2022-03-21 15:37:44,5,WzbPab,,,
False,App shows it supports Apple Wallet but I cannot find the option to make the cards available outside of the app.,Can’t find option to add cards to Wallet,2022-03-23 17:04:17,3,lucancurtismahoney,,,
False,"A rock-solid app, packed with functionality. I like the animation when you flip your card over. Nice detail.",Outstanding!,2020-04-13 01:07:03,5,new to Illinois,,,
False,Seems like the website is being changed too frequently. This makes it more difficult for customers and o access their information.,Website Changes,2022-03-07 20:18:29,1,Diligent504,,,
False,This app is awful. Told on the old app (that worked just fine) I can’t use it anymore & to download this one but this one won’t even work with my plan. Who came up with an app for a specific plan cuz it makes no sense if neither works. Deleting both!!,Awful app,2021-06-19 05:44:42,1,diva0127,Hello! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you. Thank you!,24581765.0,2021-08-18T14:41:01Z
False,"I enjoy using the app! It’s easy to use and very informative. All the information I need, right at my fingertips! 🙌🏼",Helpful,2020-01-31 21:19:59,5,C Grantham,,,
False,I like how easy it is to use. The app makes it so easy to see and understand.,Convenient,2020-01-31 21:12:47,5,⬆️set,,,
False,So glad UHC has an app. I can search for medical care while traveling which is helpful if you’re in a new area. Love it!,Excellent and useful app,2019-07-13 13:51:07,5,Meratahmed,,,
False,"Just needs to update phone numbers ,but great overall",💙wonderful,2019-04-14 22:49:46,5,Ms.Peaches96,,,
False,Easy to check claims and get information,Easy to use,2018-11-02 05:02:24,5,Flufflton,,,
False,"I have had the app for some time now and just recently I started having issues with it. I can no longer sign in and access any of my information. I keep receive an error message that states “oops something went wrong, please try again.” I am not sure what’s going on. Please fix.",App issues,2019-04-03 15:26:55,1,stuid app,We are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better troubleshoot your issue.,8065086.0,2019-04-04T19:03:58Z
False,"Quick, helpful and not too complex.",Everything you need,2018-05-14 02:42:29,5,jneek,,,
False,I really like the improvement done to the app. The addition to have medical look up and been able to have the doctor with virtual appointment is a great addition too!,Great!!,2018-10-29 02:26:01,4,2220033,,,
False,"I like the clarity of this app at this displaying info. However, being able to submit claims is a must have",Good for keeping track of you claims and deductible,2018-05-29 22:55:31,4,Aneudy1702,,,
False,"I can’t see my own password as I enter it to change it and it’s very difficult to make it match, if I can’t see it. You don’t need to hide my password from me!!!
I tried to ask for a call back and it kept saying error…",Passwords and call back,2022-04-28 13:24:46,1,Dacorn,,,
False,Very easy to use and informative!,Super user friendly,2021-01-22 23:50:30,5,meldawgz,,,
False,This app has always been a problem signing in to!  I’ve had to reset my password so many times and even then I usually get the message “Sorry! Something didn’t work !”  Bottom line it’s like having no app!,Signing on is ALWAYS a problem!,2021-05-26 20:05:13,1,LCinHope,,,
False,Super convenient when you’re sick and don’t want to leave the house. Plus there’s no copayment!,Virtual care rules,2020-02-07 15:05:17,5,walking3agle,,,
False,Disappointed that they still can’t deliver a device responsive app. Who wants to look at a iPhone app on their iPad these days?,Ok,2020-08-23 14:21:49,4,Closetcatlovr,,,
False,I appreciate how user friendly it is and how I can manage all my medical expenses and updates in one place.,JBorbas,2019-12-30 17:33:43,5,JBorbas,,,
False,Nurses are known to take care of others better than themselves. This app lets me do both equally well.,Nurse of 35 years,2019-04-17 23:09:33,5,Studinscrubs,,,
False,Easy to follow and understand. Quick and easy for the fast pace of things,It’s good,2019-02-20 16:27:14,5,KaCie81,,,
False,This app is very detailed and has amazing quick reference tools. It’s very simple to use and well developed.,Awesome and very easy to use!!,2018-12-07 00:48:27,5,NikkiSky10,,,
False,I really like this app. It's user friendly and helpful. I would rather use the app than call a rep any day 😊,Convenient!,2018-11-07 16:25:53,5,MrsPrice2U,,,
False,I recently moved and changed my address and the app helped me get my card online.,Great Access To Card,2018-10-03 17:27:26,5,C'mon fix this,,,
False,Perfect app for those who travel for work and may not have there actually card on hand. Good job.,Perfect ⭐️⭐️,2018-09-28 02:40:03,5,lafonz808,,,
False,Love this app. It is so convenient to have medical claims and visits (telemed) at you fingertips. Incorporating FSA is a wonderful feature as well.,Great Service,2021-01-04 00:08:37,5,bukcofn,,,
False,"I prefer to write reviews when I am compelled too. When I’m pestered every time I do something to rate the app, that App is getting a one star review. Stop pestering me, one time is good enough. If I say I don’t wanna review your app then leave it at that or you’re getting a one star.",Constant pestering for a review. This review is deserving.,2022-04-01 16:21:14,1,jd_wells,,,
False,"Uninstalled this app in 2020, because I constantly had to change my password due to the app not recognizing it. Download loaded it in 2022 (I am always logging in to the website) with hopes they fixed the former issues, but nope! I can’t login at all now. Fix your crap app UHC",Crappy app,2022-02-24 11:11:00,1,jerone20,,,
False,"Is not friendly, limited. And the majority of the time is not up to date.",Would be better,2022-02-09 23:21:03,3,Lagrima de Cristal,,,
False,I’ve just started using app and so far it’s working great. Very intuitive.,Works great,2020-12-08 01:29:07,5,Happy 68 Year Old,,,
False,Helps me easily find the appropriate doctors for my needs!,Easy to Navigate!,2020-06-17 01:42:46,5,PriscillaChavez2017,,,
False,Easy to use and if it wasn’t for the app I’d probably not be doing my preventative care. Awesome job.,👍,2020-05-22 03:31:31,5,Mambolu,,,
False,I can see all of my claims and information it’s great just have to figure out how to do a file a claim but I love the app,Love it,2020-03-06 18:20:54,5,mom2bgreat,,,
False,"Every single time after I successfully login, I am asked to choose an account, and after that a message will pop stating: We are sorry, you cannot use this app at this time ????  At this time??? It’s Every time! I have never been able to use this app since download. 😳",Cannot use it,2020-02-14 03:22:18,1,Stfdjk,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,13540097.0,2020-02-17T16:06:38Z
False,No problem finding out anything about your medical,Well laid out,2019-11-22 16:42:39,5,Alphjack,,,
False,Great way to simplify.... the mail the cards...all in one place if I need to pull anything I might have lost it’s still here ...nice,Simplified,2019-03-20 00:11:08,5,s.mccl17,,,
False,Works well. Allows you to keep track of your bills. If you move you can’t change your address in here.,Good app,2019-07-15 17:24:11,4,DaRealGreg,,,
False,Apps should be easier and faster than the website - else what’s the point. The UHC app nails it.,Easy to get info.,2018-12-08 00:56:55,5,The Prophet of the Lord Dragon,,,
False,Very functional. Hoping for claims available soon and payment options for bills,Good app,2018-05-20 02:46:17,5,Yourcarlady,,,
False,A very good resource to find up-to-date information on my current status billing deductibles insurance co-pays and prescriptions works very good easy to navigate outstanding job,My Health care,2018-09-27 17:31:59,4,Firebuck,,,
False,This website is very easy to use,Easy,2022-04-20 23:28:16,5,sjjsbsksbsvw,,,
False,"UHC needs to update this app so that all in-network urgent care facilities are visible when searching on the map. I found many other urgent cares in-network near me after calling UHC. The app is not helpful in doing one of its core functions, which is finding care.",In-network urgent cares,2022-05-06 05:27:03,1,Pepsicokey,,,
False,Just started using the app but so far it’s been very helpful.  Well designed and easy to use.,Very Useful App,2020-02-04 20:44:04,5,Primecyber,,,
False,The previous version of this app was NOT easy to navigate. But this version is impossible. All I want to do is track my step activity. That always results in back and forth clicks looking for the page I need. Horrible!!!!,Totally messed up.,2022-02-07 02:33:53,1,dump me,,,
False,You’re no longer able to rate providers or sort by rating when looking for a new provider. Not a fan of this change.,Ratings Removed,2021-06-07 19:34:21,2,Random Apple User,,,
False,"I called about an orthopedic doctor in network. I was told there wasn’t one an I have to wait 7 to 15 days for a book telling me where to go. 
Well I looked it up on United Healthcare app. 
Hell there’s 75 of them in my area.
You need to get people that knows there job.",Orthopedic in my area,2020-10-27 17:58:02,1,just mec,,,
False,Enjoy the app! Provides detailed information about balances and what is owed.,Great and quick,2019-01-26 05:11:51,5,barlow35,,,
False,I downloaded this app after being notified that it is an upgraded version of the previous app. I had access when I initially downloaded the app. Months later I try to log in and I’m denied access even after confirming my user iD and resetting my password. Can anybody help?,Complete Useless...,2019-12-12 10:12:37,1,L Grizzle,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,12408484.0,2019-12-16T03:17:37Z
False,Very interesting and lists everything you need to do to make sure your alright.,Amazing,2019-01-14 21:50:54,5,Donchevy1,,,
False,I love that I no longer have to carry my card around! Having my card via this app is the best thing ever!!!!!!,Love it!,2018-08-24 20:21:19,5,Sesp1016,,,
False,This app is really helpful when you’re at the doctors office and they asked to see your card.,Really helpful,2020-07-20 20:02:21,4,lbcubanmix,,,
False,This app along with their website have numerous glitches and bugs that have been ongoing for quite sometime forcing me ever to mail in claims rather than submitting them online,Numerous Ongoing Bugs and Glitches,2022-03-25 20:00:17,2,rockfan79,,,
False,"This app doesn’t show all the people covered, doesn’t show all the money I’m forking out that they aren’t covering for in network providers and doesn’t even show what I’m typing as I type this review!",This App is ridiculous as is the customer service!!!!,2022-03-04 03:50:52,1,NumericallyWrong,,,
False,"When logging in: “We’re sorry, something went wrong. Please try again later.” Has been this way for months. Everything up to date. No issues with desktop login.",Can’t access,2021-12-14 21:33:02,1,Ræbæ,,,
False,Im a RN and I dread waiting at ERs and Urgent cares. This app make Tele doctors/visits so simple. It also helps with showing in-network available places.,Life saver,2020-07-03 20:02:13,5,Boninefide,,,
False,I love this app and find it very convenient that everything I need is available and just a few clicks away.,GREAT APP!,2019-10-22 16:16:27,5,BIGMikey70,,,
False,"Amazing app, easy to use and lots of info that’s easy to find, I definitely recommend",Amazing app,2019-07-18 21:55:38,5,Kosta Skopje,,,
False,"Love keeping my insurance card on my phone, as well as coverage information",Very handy app,2019-01-23 16:46:43,5,cooch52,,,
False,Really helps keep me organized and up to date when it comes to my health.,Great app,2018-11-29 20:06:34,5,tarheelfan2020,,,
False,"Everything at your fingertips. Very helpful, I use it all the time!",Very user friendly,2018-11-14 22:40:24,5,Shell8481,,,
False,"I love how everything is so readily assessable by a single click. All in one place I have my ID card, my HSA, HRA accounts. I can see my deductibles, co-pays, and all my claims. Phenomenal app!",Best app,2018-09-12 12:02:41,5,Mondavi11,,,
False,Great resource. All your info at the touch of an app. 24/7 nurse support. All at your fingertips. Great app.,All you need to manage your care.,2018-09-05 04:56:28,5,Bbg5602,,,
False,Very convenient and easy to browse through. Like having a doctor at ur hands 24/7,Great,2018-08-02 20:17:20,5,biank32,,,
False,Having all my healthcare information on my phone save me a ton of time.,Makes Healthcare easy!,2018-07-31 16:34:13,5,The Last Shott,,,
False,User friendly app,Easy to use,2022-03-21 13:42:31,5,shemc77,,,
False,Very easy to use. The app is well organized and simple.,Clarity,2021-01-19 13:55:34,5,paulkathy,,,
False,So many issues and doesn’t even work right… Even as I’m typing this message I can’t even see the text. I’m not surprised about the app just says the website itself is not very helpful trying to provide,Disfunctional,2022-03-10 03:39:46,1,57765,,,
False,Pretty great app. Everything I want in one place.,Perfect functionality,2020-12-28 13:43:44,5,Violentflash,,,
False,Straight forward and easy to use,Easy to use,2020-02-24 23:27:48,5,uhcuser7,,,
False,I liked the list the app gave me of my preventative care that was due. Just got the Shingles vaccine based on the app recommendations.,Great app with reminders,2020-01-29 20:57:27,5,Oliverizfuzzy,,,
False,They made the app even better and more user friendly.,Great upgraded app,2019-10-24 18:02:53,5,Desertdz,,,
False,"So convenient for all my healthcare needs! Find a doctor, look up my benefits.",Convenient,2019-06-19 04:17:00,5,Shannon Kilkenny,,,
False,All I want to do is be able to view my policy/plan? Why isn’t that a feature?? Disappointing and frustrating. Everything else is great! Please update this.,Can’t find policy,2019-10-16 20:23:06,3,dstedham,,,
False,I always use this app. and has been helpful but all of a sudden I cant access my account anymore ive tried resetting my password and it tells me my account doesnt exist but then when i try to create a new account it says my account exists im not sure what is going on it is so frustrating,Ugh,2019-07-11 03:48:49,1,Izzy2695,"Updated 7/12: An issue affecting account login has now been resolved. If you have any further trouble, please contact us at uhcmobile@uhc.com.",9637905.0,2019-07-12T21:52:11Z
False,Love everything. Its easy to use. Love how you have your insurance info available. Love that you can save Doctors and set appointment reminders.,EXCELLENT!,2019-02-12 14:00:42,5,KellySherr,,,
False,Extremely easy to set up. All your information in one centrally located place. Great job!!!,Outstanding App,2019-01-11 13:30:30,5,SanMan81,,,
False,"User friendly, insurance is complicated enough!",Super easy to use! Well designed app,2018-11-12 17:08:35,5,Photana80,,,
False,Very easy to use! Everything I need regarding my insurance is a click away. I enjoy this app very much.,Easy!,2018-09-05 17:23:44,5,ZmAm2010,,,
False,Would like to see Steps Activity included in my plan.,Charles Alumbaugh,2022-03-25 21:36:55,5,unacptble,,,
False,"So easy to use, very user friendly",Easy to use,2021-01-28 22:50:21,5,Noles0121,,,
False,"After completing several screens of questions, the app stalls at the question of whether I prefer phone or video. So, telehealth function doesn’t work.",Telehealth function doesn’t work,2022-03-21 12:15:08,2,Artemia26,,,
False,Would have liked it if the card was available for apple wallet,No apple wallet compatibility,2022-03-17 15:20:09,4,HeBetterMan,,,
False,Tried to set up my Fitbit and it just sits and spins. After 20 minutes I just finally shut it down. This needs to be fixed,Not as good,2022-03-09 11:53:30,3,ackdu65,,,
False,"We should be able to add our health insurance cards to Apple Wallet. Other than that, great app.",Good App. Missing One Feature.,2021-11-07 19:55:06,4,Snuffleupagus E,,,
False,"Disappointed that United does not support Apple Health app or the Apple Wallet app. Far lesser known medical institutions allow you to connect you account to the apple health app, add your insurance card to apple wallet, and now with 15.1 add your COVID-19 vaccination card to apple wallet. United does not support any of these features.",More Integration with Apple Please,2021-10-26 08:27:03,1,NWORBWEHTTAM,,,
False,I love the arrangement of this app but I’m unable to add any Dr.  If this is solved I will come back and give the rest of the stars. At the moment it’s not useful but hopefully they fix it.,I Love this app but its malfunctioning…,2021-08-06 11:17:12,3,Victoryman',,,
False,Shockingly helpful and user friendly. Best I’ve experienced from a insurance company,Surprisingly Good App,2020-10-29 12:28:09,5,jsm743,,,
False,This app is a great tool to have when you need to seek medical care,Great service,2020-09-09 03:47:35,5,Eibhb,,,
False,This app would be probably good if you could login keep getting an error message to try back later I try back later I get the same error message I try even later get the same message,Can’t even login,2020-09-19 01:45:55,1,Drbsnake,Hi! We value your feedback and are sorry to hear about your experience. Please reach out to us at uhcmobile@uhc.com so we can better assist you.,18280711.0,2020-10-05T13:58:04Z
False,"Unbelievable ease, this app is very easy to navigate and if I need to find something it is right there.",Wow,2020-03-12 13:48:10,5,butthole bug,,,
False,Lionraider has the exact thoughts on this app as I so I refer you to his/her review.  Saves me from having to write almost the exact wording.,See review by lionraider on 4/19,2020-05-28 00:29:52,4,normawood44,,,
False,This app makes things easy and accessible.,Impressed,2020-01-02 20:42:45,5,ActuallySquirtle,,,
False,"The app is easy to use and provided an offline method to access the ID card. However, I would like to see the app allows users to save their ID cards to the Apple Wallet.",Need improvement,2020-01-03 17:33:52,3,PlayerOne_309,,,
False,I would give it a 5 star if it allowed me to be able not only my health care medical card information along with my vision and dental from United Healthcare.,Vision and Dental,2019-12-16 22:48:43,4,Chrisjamison13,,,
False,"Excellent app. Helps relieve stress by ease of use, especially since medical stuff is complicated already.",So easy to navigate!,2019-02-04 15:21:33,5,LWCook5,,,
False,This app is super easy to navigate and I love how everything is categorized. It’s all like a nice wallet with all your information. Love love love it!,App rating,2019-01-17 06:05:14,5,Jannet22,,,
False,"Love the app. Would lije to see payment history from HSA and FSA accounts. (May be in there somewhere, but I couldn’t find it)",Superb,2018-12-02 14:03:38,5,Paizan64x,,,
False,Seems great so far! Great place to keep track of copays and deductibles etc,Surprisingly well-designed,2018-11-24 12:33:31,5,Purplepedro,,,
False,"Easy to use
Efficient",Quick and easy way to manage healthcare claims,2018-10-11 15:17:42,5,AllieJ15!,,,
False,So much easier now that I have the app for both appointments and refills,Convenient and Helpful,2018-06-18 11:36:07,5,mikepltq,,,
False,"This is a great app that has lots of features but is designed in a super intuitive way.  Superb UI, way to go UHC!",Surprisingly easy,2018-05-21 00:55:00,5,JMRuben,,,
False,It’s quick and user friendly. Love my info up to date ready. Great job on the app!,Best user medical app,2018-05-17 12:27:55,5,michelle valentin,,,
False,Well done 🙏🏼👏 very clean UI with an incredible product experience. Respect.,Letter to the agency that built this app:,2022-03-11 13:17:38,5,causeitsallgood,,,
False,I have been with UHC for 3 years with no issues ever! They are number one for service,Best insurance,2022-02-07 01:24:58,5,Two stents,,,
False,"Terrible app. Login fails all the time so I always have to reset password. Can’t access everything that you need so have to go to a computer. Very inconvenient. For what we pay, UHC should do a better job with their IT.",Login Constantly Fails,2022-02-26 13:31:15,1,jjohnzi,,,
False,"I’m very happy to use this app. 
UHC app is very user friendly for everyone",User friendly app,2020-06-11 13:53:55,5,Dulpoon,,,
False,"Since last update.  Sign in, go yo wellness and goes back to sign in. Asks for location access.",Have to sign in twice each time,2020-06-14 23:25:50,3,Jmom12,,,
False,"This app is user friendly, clear, concise, and easily accessible. Finding a provider and  looking into claims are hassle free I love it!",Amazing app,2020-02-29 04:55:05,5,jhwoman8761,,,
False,This is a very developed App ant it is easy to navigate and has all the info you might need,Impressed,2020-01-03 10:51:55,5,Aijmarcus,,,
False,I like the fact I can access my claims benefits find doctors just with on click,Nice and easy,2019-03-07 20:11:57,5,ArmGeeks,,,
False,Easy to set up and easy to use.,Excellent navigation and easy to use,2018-12-15 13:43:37,5,sfmovieviewer,,,
False,This app is a very convenient way to check on or get info!,Fantastic!  Very easy to use!,2018-10-23 01:58:23,5,Sandy Wolf,,,
False,I love this app. Everything you need to know is right there in the app. Makes it so easy. Thank you,Healthcare app is awesome,2018-10-19 17:22:41,5,NottodayD,,,
False,"Clean design - easy to use, connects with all the services the website has.  Well done!",Great App,2018-09-11 13:50:57,5,DerpDerp5,,,
False,I had lost my ID but by using this app I am able to access all my information great app. 5/5,Great app,2018-06-01 13:16:03,5,frx22,,,
False,Easy to navigate and obtain info,Easy to navigate,2022-04-22 15:46:46,5,Citrus runner,,,
False,Awesome app. Please add the ability to place ID Card into apple wallet. This is basic these days. Thank you.,Great App,2020-11-20 13:18:30,5,Jdrxny,,,
False,"Just loaded the ap on my tablet to look for a lab location, says it’s unable to do that? Called contact us number for support for the app, got someone who thought maybe it wasn’t working today. ,? So far it’s useless",Doesn’t work dry well,2021-01-19 18:08:33,1,nonick54,,,
False,Very functional. Ability to pay from HSA on app. Convenient.,User Friem,2020-09-04 19:03:49,5,lucario18,,,
False,The tele visit could not be any easier. Very quite and efficient. Thank you!,Very Easy,2020-04-21 22:50:38,5,SafeAtHome2020,,,
False,The app works well and puts everything at your fingertips (ha!).,Easy and functional,2019-10-25 11:39:58,5,Punkinb55,,,
False,"If possible, can you add a version that can be viewed on iPad, landscape versus portrait?
I do like the app but work almost exclusively on my iPad landscape...",Doesn't work well with iPad,2020-03-06 01:15:13,3,cinfawn,,,
False,"This will be my first review for this app, I haven’t used it much yet but so far I am liking it",Very helpful,2019-02-13 23:28:53,5,Rcastells,,,
False,Shows everything you need to know.,Excellent app,2019-01-09 15:51:48,5,digicool2008,,,
False,This has been a life saver for us while my husband has been in the hospital with a stroke ! Thanks for the convenience!,Uhc app a life saver,2018-09-04 23:36:47,5,Tharner,,,
False,"It would be awesome if there was a way to also pay the provider through this app as well. Otherwise, I’m loving this app.",New to app,2018-10-17 19:11:00,4,Sonshesan,,,
False,Easy to navigate and all the info you need at your fingertips.,Quick and easy!,2018-09-05 19:52:09,4,DWB27513,,,
False,I’m new to this “insurance on my own” like scheduling apts & this app really helps me find the right place/doctor for me,Very helpful,2018-08-27 23:38:53,5,justraacchheel,,,
False,I am enjoying using this application. It helps me manage my appointments and ID card.,Very helpful application,2018-06-15 22:48:19,5,Theyreallused,,,
False,This app was so Easy to use! It had all the information I needed.,Very Satisfied customer,2018-05-10 01:14:24,5,1Wiley,,,
