userName,rating,title,isEdited,date,review,id,body,modified
Brandon7770,1,Can’t even login,False,2022-03-07 17:06:52,Trying to use Myhealthevet to login but once I submit my login info it just says “safari cannot open the page because the network connection was lost”,,,
gscevola,1,Used to work,False,2022-03-02 12:37:51,"The app used to work excellent, but for the past few weeks I have been unable to log on. Keep getting error 70: The SAML message could not be built. Called the VA and they had no answer for me how to fix it.",,,
joegijoe,5,New,False,2022-01-09 21:01:04,New to me but easy to use and understand,,,
akfhjshsjs,5,Very good app,False,2022-01-16 09:17:26,Well designed and easy to use,,,
evetsreklaw,1,Okay,False,2021-07-20 15:57:45,"Not a fan that authentication is required to learn about benefits and services. The description should not state that this is easier to get VA benefits and health information, but rather to get “your” information if you have an account or want an account.",24074228.0,"Oh, great note! Thank you for this feedback. We definitely have some polishing to do around messaging. Were you able to see your information specifically? 

Thanks again for your time, 
Leanna and the VA's mobile app team",2021-07-22T15:03:05Z
add some script's,3,Add some things,False,2022-05-11 17:50:50,I like the mobile app but I wish I could order my prescriptions with it,,,
giantsalltheway,5,App Use,False,2021-11-29 22:58:58,Very easy to use and navigate to see claims!,26612209.0,"That's great, I'm so glad it's been easy for you to navigate and see your claims. Thank you for taking the time to give us a review!",2021-12-02T23:22:34Z
Notifications are annoying,1,Aggravating,False,2022-01-10 15:54:45,This app never seems to work.  I keep getting  a message saying that the app is not working right now.  I’ve never had so many issues with an app on my phone. Please fix the bugs,,,
Dlow422,2,Not working,False,2022-01-03 18:30:07,Every time I attempt to login and authenticate it says connection network is lost. Have not been able to use the app.,,,
Brokeassdrummer,2,Needs work,False,2021-12-13 20:21:08,The refresh option doesn’t work and often tells me my inbox is empty when it isn’t.,27083964.0,I'm sorry to hear the app isn't working well for you. Could you be more specific about what's not working and send us some screenshots? We might be able to troubleshoot and get it working. Our email is vaflagshipmobile@va.gov. ,2021-12-27T18:57:31Z
Muck Rabbit,5,Easy app to use,False,2022-04-15 15:38:56,Keeps me on point,,,
Walleye one!,5,App,False,2021-12-30 19:53:56,"Great app, congratulations, this should help us all, very easy to use.",27239477.0,"Thank you so much for the five star rating! I'm glad it's easy to use, feel free to tell your friends!",2022-01-04T20:56:27Z
ohyeahkid,5,This is amazing,False,2021-12-16 14:53:05,So happy the va is finally getting with the times,,,
Phoeberae,5,Fast,False,2021-12-01 16:15:25,This is so much faster!  Thank you!,26612206.0,"So great to hear. Thank you for leaving feedback, we really appreciate it!",2021-12-02T23:21:41Z
Britt179,4,Va,False,2021-11-03 23:31:02,"Was have a lot of issues with today. Working good tonight, sneed like it going to be better than going to va .con",26174987.0,"Hi, Britt179. Thanks for taking the time to give us feedback. I'm sorry the app was inconsistent for you. I'd like to learn more. Could you email us at vaflagshipapp@va.gov and tell us more about what wasn't working? Thank you again!",2021-11-09T17:17:57Z
N223TR,1,Login Continually Fails,False,2022-04-20 18:49:36,"So the help desk tells me that the login functions on the website have issues with a recent update, so I downloaded this app for Apple IOS.  Same problems.  Disconnects from server at login.  Ugh!",,,
MarkHobart,5,AWESOME,False,2022-03-28 13:27:51,The VA is not your father’s VA.  They have come a long way and I am most happy for it. The App is outstanding.,,,
treasure deb,5,Appointments,False,2022-05-07 07:46:50,"Awesome services, promptly seen on time. All around excellent care.",,,
Ghost_527,1,Not for apple users,False,2022-05-11 00:44:37,"As if the desktop site wasn’t annoying enough, this app doesn’t work for apple users. 
Such a disappointment, but then again… what more should we expect from the VA? F-",,,
Norma Nikki,5,Dr Ortegon and staff very thorough,False,2022-03-31 18:27:17,Thank you to him and his staff for always being so thorough and caring with me.,,,
Rowtrevino,5,VA Site simplified,False,2022-04-08 12:57:09,"I enjoy the simplistic site, easy to navigate",,,
bigdaddyski13,4,Pharmacy,False,2022-03-10 19:34:13,Love it so far except I can't find the pharmacy location to reorder prescriptions.,,,
Chasmyer,1,Can’t log in,False,2021-11-03 15:25:21,Safari can not access site. This has recently started and I’ve been unable to access MyhealthyVet on my mobile device now for about a week or so,26175029.0,"Hello! This is a native mobile app that you would download onto your phone, not a website that you'd view in Safari. I'm so sorry you're having problems with MyHealtheVet. You can call them at 1-877-327-0022 and they might be able to help you sort it out. Thanks for getting in touch.",2021-11-09T17:19:28Z
Tacoma67,1,On line ap,False,2022-02-03 22:06:09,The VA ap would be a useful tool if it was accessible 24/7! I have tried on numerous occasions to access it during the day and it’s not accessible. After 5PM or later is the usual timeframe that I can use it.,28072464.0,"Thanks for letting us know. We're sorry that the app isn't working consistently. We're aware of the issue and working to fix it. In the meantime, it seems to be working better Tuesdays-Fridays.",2022-02-16T00:27:38Z
freearies13,3,Not as useful as it could be,False,2022-04-21 16:32:57,"I downloaded this app hoping to have faster and easier access to everything.

The appointments section doesn’t work-it is redirecting me to call my healthevet—I Did! Twice! Left Two voicemails and No One called me back!

So what is the point?!

Disappointing.",,,
ridiculusly,5,Works well,False,2022-05-26 22:58:06,Works well on my iPad,,,
djb308,5,A huge help,False,2022-02-26 00:40:18,The app just works.,,,
ShooterMcEd,4,Not bad,False,2021-12-07 23:18:43,It works for everything except appointments.  No joy there.,,,
Rizzo77,3,Make appts in the app,False,2022-03-04 20:38:46,There should be an option to make appointments in the app versus having to go online.,,,
ggrivas2,1,Login Issues,False,2022-05-31 16:29:26,The app takes you through the login process and at the end it gives you a token error.,,,
EastOkla,1,Isn’t working,False,2022-05-25 18:07:07,After I login nothing happens. It just times out. I can’t access anything. I’ve even deleted the app and re-downloaded it.,,,
jra2321,5,Good stuff,False,2022-02-02 03:10:15,Great App for vets to check their claims and check their percentage!!,28072492.0,This is great to know! Thanks for taking the time to let us know that the app is working well for you. Please feel free to tell your Veteran friends and you can shoot us an email at vaflagshipmobile@va.gov with any additional ideas or feedback. ,2022-02-16T00:31:05Z
Claims and Uploads,1,File a Claim,False,2022-04-16 18:28:45,VA desperately needs to improve the app where you can file claims and directly upload supporting documents to a case file. It’s too cumbersome to submit and manage new and ongoing claims.,,,
5782,3,No information,False,2022-03-17 17:19:41,Hard to get any responses for status of claims.,,,
Denvermustang,1,Connection spotty,False,2022-02-15 18:37:59,Get a “Safari cannot open the page because the network connection was lost” on both iPhone and iPad apps.,,,
echo 2/5,5,VA,False,2022-02-01 22:30:56,Thank goodness for the VA.  It has its ups and downs but. At least we have it.,28072499.0,Thank you for the five star review!,2022-02-16T00:31:50Z
rldean888,5,Review,False,2022-03-31 11:33:52,"The app is wonderful, thank you.",,,
txramper,5,Very convenient,False,2022-02-01 19:26:57,"Nice app, thank you",28072502.0,"No, thank you for the five star review!",2022-02-16T00:32:06Z
Angel VWS,1,App keeps crashing. Fix please.,False,2022-01-11 21:44:26,App keeps crashing. Pages and options don’t load. Please update the app so it doesn’t crash when I want updates on my claims.,,,
Ron Buchanan,3,Sign in,False,2022-03-18 19:11:33,The sing in is more complicated now and seems to follow the idea used for travel expense claims.,,,
D J Trump,4,A work in process,False,2022-06-12 00:39:31,The app is improving.,,,
jgr2204,5,Very handy app,False,2022-01-05 21:18:59,The VA app is easy to use and log into,,,
Rex Rizz,5,Great App!,False,2022-03-22 17:34:02,This is a great app to stay updated on communication with my VA claim; l thank the VA for creating it.,,,
Nachjer,1,The app looks like it’s tracking the user,False,2022-05-02 13:08:00,"Looks like a pretty big invasion of privacy for the trade off of receiving better, more convenient care.",,,
Fatherkambo,5,Great app. Very convenient.,False,2021-12-07 14:11:44,About time.,,,
Iraqtanker,1,"When it works, it’s great",False,2022-03-18 14:23:50,I have to attempt multiple log ins to connect. Always getting “connection lost” notifications.,,,
S'ymone,1,Hmm…,False,2022-01-20 20:21:39,"I cannot log in to my VA account via DS Login. It won’t allow me to go beyond the privacy act page. Instead, when I press “ok”, it reloads the page all over again 🙄",,,
genteel_gentleman,5,Jennifer Borowsky,False,2021-11-12 15:14:16,"An extremely competent and compassionate professional.
At front desk she directs patients to proper personal within the facility .
Furthermore she de-stresses frustrated veterans with a kind attitude.
Lastly she is tech savvy with various VA phone apps.

Well done Ms. Borowsky

Cordially,
Tom Shepard, USCG (retired)",,,
JDHarlan,5,Happy Vet,False,2021-12-30 17:05:09,Great access to important and vital info!,27239489.0,Love to see a happy vet and five stars! ,2022-01-04T20:57:10Z
Hna. Julia,1,Pretty much useless,False,2022-05-02 17:56:44,"If you think you can use this app like you would use a computer (ie., to file a travel claim), forget it.",,,
Coko2_2001,1,Not able to use,False,2022-01-08 15:11:16,Can’t get past the consent to monitor page after selecting DS logon. I click the ok button and the page just refreshes.,,,
Seanumber1,5,Good program,False,2022-01-19 21:07:30,Easy to deal with the VA.,,,
hftghiufffju,1,Can’t login,False,2021-10-26 15:38:09,"Keeps saying “network connection lost”

Downloaded app yesterday. Attempting login since then. Never able to connect.",26175226.0,"That stinks, I'm sorry the app isn't letting you log in. We know log in can be a bit flakey, and we're working on it. In the meantime, please reach out to us at vaflagshipapp@va.gov so we can help you sort it out. Thanks for getting in touch!",2021-11-09T17:27:35Z
fjgnkgjjko,3,Review,False,2022-06-15 01:22:12,Keep trying to check a claim appeal but never can,,,
Moroni1897,1,very poor,False,2022-03-31 13:06:54,"trying to sign in getting can not connect to server, 2 day in a row now, in an ipad using safari.  Good idea but worthless",,,
katmando83,3,Don't like it,False,2022-03-19 20:50:44,Can't get to my prescriptions,,,
jjluna3381,5,Best App Ever!,False,2021-12-22 17:14:47,Simple to use and set up for use.,27083852.0,Thank you for saying that! It means a lot to us. ,2021-12-27T18:48:42Z
MLM5150,5,Finally,False,2022-04-11 14:26:23,This is exactly what Veterans needed!,,,
stellarper4mance,5,Wow,False,2022-03-14 18:03:27,"The VA has come a long way, great job!",,,
Honeybadger 24,5,VA App,False,2021-11-07 15:57:15,"This in an awesome app, would be awesome if they could add the RF Refill on this app too.",26174895.0,We are so glad you like it! Prescriptions are something we're learning more about now. Thank you very much for your feedback. ,2021-11-09T17:13:58Z
Mikethomo45,1,Re help .,False,2021-11-08 20:42:26,The va has received the application and it sit there forever . I am not able to work as a result of  surgery . And nothing from the VA after weeks ..,26612349.0,"Hi! I think you're talking about a disability claim. Unfortunately, we don't have any control or insight into that - we're just the people who build the app. But if you email us, we might be able to connect you with someone who can give you more information. You can reach us at vaflagshipmobile@va.gov. Thanks for writing in, I hope we can help. ",2021-12-02T23:36:49Z
mborjas2,1,Won’t let me log in,False,2021-07-27 00:09:05,It’s app won’t let me log in! Definitely triple checked that my log in information was correct.,24184440.0,"Hi! I'm so sorry about that. Thanks for telling us. We are having some login bumpiness. Would you be able to reach out to us at vaflagshipmobile@va.gov? We might be able to fix it for you. 

Thanks,
Leanna",2021-07-28T18:51:45Z
Anjel25,2,Great attempt to be convient,False,2022-04-26 00:08:35,"Great attempt at convenience, but their should be a consolidation of the login methods. Maybe a primary and one 3rd party linkable account.",,,
Shortygaines1111,1,I can’t log on,False,2022-03-22 14:05:26,Dos anyone else have an issue with logging on? I keep getting a message that the connection was lost.,,,
Charlie Wolves,5,VA looking good !,False,2021-11-04 23:55:26,This app is very useful! Thank you,26174965.0,Thank you so much! ,2021-11-09T17:17:08Z
Harold MD,5,My experience with West Haven VA!  Is Excellent,False,2022-05-06 16:29:12,Thanks for the effort in the veterans behalf !,,,
Divegrl14,1,Same Ol Government Routine,False,2022-03-30 12:20:00,App doesn’t work most days. Terrible program. Didn’t expect anything more from the VA. When will the nightmare end?,,,
noke man,1,Junk,False,2022-04-12 00:47:58,Can never get the app to work more than once or twice a month.,,,
FireNc,1,Veterans deserve better,False,2022-01-30 06:31:49,This apps needs to be fixed. About 80% of the time it doesn’t work. We deserve better!!,28072534.0,"We are very sorry the app isn't working well for you. We are having some connectivity issues which might be affecting your experience. We are working hard to fix it, but in the meantime -- the app seems to be working much better Tuesday - Friday. ",2022-02-16T00:36:15Z
rockywheeling,2,App great idea,False,2022-04-12 08:27:16,However rarely works always down?,,,
Vantastic8,5,The VA services are outstanding,False,2022-02-14 17:10:08,The staff at the VA deserve their recognition for ensuring that the veterans are compensated,28072328.0,I am so glad that you've had a good experience at VA. Thanks for taking the time to give us feedback. ,2022-02-16T00:13:34Z
123solar123,5,Security,False,2021-12-04 14:18:09,The ri VA is top notch.   Ive never felt so well cared for,,,
kungfuallovau,1,Sign-In Issues,True,2022-01-06 19:50:45,Can’t sign in with any option. Keeps saying network connection lost. Please help!,26612358.0,"I am sorry this is happening! We know there are some bumps with login that we're working to fix. In the meantime, we might be able to get you into the app if you email us at vaflagshipmobile@va.gov. ",2022-01-06T19:50:45Z
mnfirespa@gmail,4,Thank you,False,2021-09-27 22:01:58,Very helpful.,,,
August Consumer,1,Lame,False,2022-03-08 12:50:55,"Slow to navigate. Health menu does not lead me to my last lab tests. 
Keep up the good work— then collect your retirement check.",,,
Augdog69,5,Great app,False,2021-11-22 00:41:53,The Marine Corps needs to make an app for mol like this lol,26612274.0,"Ha, we'll see if we can let them know! Thanks for your review. ",2021-12-02T23:29:19Z
walklit,2,I don't like this new,False,2022-02-16 22:37:54,My HealtheVet it's hard to get around the new format,,,
ChrisGarrow,5,Thanks VA,False,2021-12-18 00:34:30,"A easy to use , great tool",27083928.0,"Awesome, thank you!",2021-12-27T18:55:55Z
HughtheBorg,5,Great App,False,2022-03-17 01:26:56,Every vet need to have.,,,
QM2 Culver,4,Steven Culver,False,2021-10-21 20:52:40,The app works great with the exception of the biometric feature!,26175260.0,Thank you for the feedback! What's going on with biometrics? We would love to hear more. You can reach us at vaflagshipmobile@va.gov and maybe we can figure out how to fix it. ,2021-11-09T17:29:10Z
Eric12345387-anyon,1,Bad authentication methods,False,2021-12-14 17:02:11,You can have the best app in the world. But it doesn’t do anything if your authentication doesn’t work.,,,
tavitaviw,5,About time!,False,2021-11-03 18:29:21,Absolutely awesome! Love it!,26174994.0,Yessss!!! Love to hear it!,2021-11-09T17:18:11Z
hoss137,5,VA App,False,2022-04-08 23:08:42,Very user friendly!   A+,,,
Soldyourmomcrack,5,5 stars,False,2022-02-01 11:43:03,This app is great!! 5 stars,28072515.0,Thank you for the great review!,2022-02-16T00:34:03Z
Louis Jeffrey,1,Scheduling an appointment,False,2022-05-09 20:59:49,"I was unable to reschedule an appointment. 
I was unable to schedule another appointment for a separate issue.",,,
topboy56778,2,Why did you lock my account?,False,2022-04-17 15:23:52,Hey you guys unlock my account.,,,
samdw1,4,Broke,False,2022-03-15 21:43:02,Error 60 and refresh Error 70,,,
Bika Babe,1,Errors connecting,False,2021-07-30 17:36:14,Errors connecting to third-party server constantly. Cannot use app.,24267106.0,"Thanks for letting us know. Unfortunately, we have a login bug that is causing difficulty for folks trying to get into the app. Could you email us at vaflagshipmobile@va.gov? We might be able to get it fixed for you. 

Sorry this happened, we're doing what we can to fix it! 
- Leanna and the VA's mobile app team",2021-08-02T15:19:37Z
Gslepp,1,Poor availability,False,2022-06-04 14:11:38,Authentication server is not available on a Saturday morning at 1000.  Unsatisfactory load management.,,,
pee wee 108 street,5,Please,False,2022-06-10 17:12:50,Always please with Dr. Glasner and his staff.,,,
Hurricane716,1,Broken,False,2022-06-02 16:43:09,99% of the time this app doesn’t work.,,,
DJ Jahova,5,Awesome,False,2022-05-03 00:32:18,Great access!,,,
Neme.cruz,1,Junk app,False,2022-03-22 16:46:32,Oauth errors and cant even get the app to a login page…,,,
Nancy E. Greene,1,Cannot access medical records,False,2022-04-25 21:11:06,The selections offered are incomplete and I am unable to access my medical records!,,,
meeget,5,Mr Blas,False,2021-09-26 16:12:23,"Wooooow this is phenomenal  and a great improvement 

I appreciate it",,,
kcin a,2,Tests,False,2022-01-25 00:24:27,I can’t find my test results on this app,28072574.0,"We don't have test results in the app yet. It's on our roadmap, so stay tuned!",2022-02-16T00:41:43Z
KJP32,4,Finally!!,False,2021-11-05 00:22:38,"Absolutely ecstatic about this app! Great job, VA!",26174960.0,Thank you! This is so great to hear. ,2021-11-09T17:16:57Z
Bevin_Bear,1,VA is absolute trash,False,2021-10-21 01:59:15,Can’t say it enough. An embarrassment for the wait they make veterans who served their country wait for benefits.,26838044.0,I'm so sorry that you've had a bad experience. We will do whatever we can to help if you can give us some more details about what's going wrong. You can email us at vaflagshipmobile@va.gov.,2021-12-15T01:54:51Z
The good the bad and the ugly.,3,Logging in,False,2021-09-29 15:03:15,Face ID does not work!,,,
ltsout72,5,Works great,False,2022-01-14 03:29:22,Great app..,,,
TCW77,2,Fix Face ID sign in please,False,2022-04-13 02:32:54,Sign in with Face ID no longer works 🤷‍♂️,,,
