,title,isEdited,rating,userName,content,date
836,Zero Stars,False,1,jxkdheurjrvejdkdbeyejdvdgdj,"zero stars. my privacy is important. this developer collects both personal and sensitive information including government id. this developer also shares this information.... no thanks. i will not be downloading this app. call your dr and request records, it’s not that hard people. protect yourselves!",2020-08-24 14:32:27
837,"Almost, but not quite right",False,3,SuzyB0901,"almost, but not quite right. i shouldn’t have to change my correct grammar and punctuation to incorrect grammar and punctuation just to get a message to get to my dr’s office!  other than that, i would give it 5 stars.",2018-08-20 19:57:08
838,Doesn’t work,False,1,MAD Mom 1111111,doesn’t work. i finally had this set up and working on my iphone by facial recognition. it was a relief to have the facial recognition log in set up because it never works. a few days later i try to log in and it tells my credentials are wrong. my account is always being locked. complete waste of my time.,2020-05-01 18:01:33
839,Slow to connect,False,1,Jefada,"slow to connect. this app has potential...but most of it seems useless.  it’s cumbersome to use.  it’s slow to connect.  it lacks apple health integration.  it has no notifications (or if it does, they don’t work).  it’s not tied into epic.  it feels like the app is 10 years behind any other health app out there.",2019-01-16 14:18:54
840,Updated version needs work,False,3,mothra3000,"updated version needs work. this app was great to organize my appointments, medicines, and lab work but after the recent update i can't access my information.",2017-06-17 23:39:18
841,It helps,False,5,M1ch L,it helps. this app helps me find lab results (and not misplace them).  i can see the doctors notes about my visits. i'm very pleased.,2017-09-12 14:11:09
842,Why can’t you import into Health?,False,3,wahwahthefirst,why can’t you import into health? have been using this app with no problems but don’t understand why the app is not available to import data and my records into the apple health app.,2018-11-04 16:49:51
843,Doctor not using,False,2,Key West Guy,"doctor not using. appears to be a good application if doctors use it. no visit summary information, no test results, no information except your appointment information. too bad doctors don’t use it.",2022-03-25 22:58:21
844,Awesome,False,5,DYSAUTONOMIA Warrior,awesome. being able to communicate with my doctor is awesome!!!,2022-03-15 19:04:47
845,Love y,False,4,Restless in New York,love y. having the ability to communicate with my doctor and see my records is great!!,2022-03-05 08:58:59
846,Trouble with app,False,1,MCMJM23,"trouble with app. the app does not show appointments, the medication section does not show all medicines, it freezes constantly. it does not have up to date medical records and this is really challenging when needing the information for specialists.",2022-01-27 14:49:57
847,Always a problem,False,2,mzperki s11,always a problem. i appreciate the convenience of the app but it is constantly buffering or not recognizing my credentials or timing out just a complete pain when my caregiver uses this to communicate due to covid,2022-01-04 22:24:03
848,Terrible,False,1,NancyMZ,"terrible. if you’re going to have a mobile app for use, make sure it works and supplies all information available from the doctor. only item this app shows is that i made an account. horrible app!",2021-09-21 00:02:17
849,Doesn’t work deleted.,False,1,K 🤬💯,doesn’t work deleted. just dld and deleted. no matter what password i put in it says to weak n will not let me confirm. i tried multiple xs with increasing long passwords. using numbers symbols n letters. same response! 🤬dislike time wasters. deleted as it appears to be useless.,2021-05-05 20:03:31
850,Messaging Feature Needs Work!,False,1,TeamHudson,"messaging feature needs work! overall, the app is helpful but the ui/ux needs serious work. also, please make it to where we can respond to messages instead of creating a new one for the same instance.",2021-04-30 17:35:53
851,Mark,False,1,Very Unhappy 2021,mark. this is the worst portal for being user friendly!  it is like going through a maze to get logged on and or finding on the internet apps.  chinese must be in on it!  who knows who is actually getting the info!  just my opinion.,2021-01-04 17:35:29
852,"Love this app, just one request for future update",False,4,CocoadeBleu,"love this app, just one request for future update. can you please add a function that connects the health app and apple watch tracker?",2020-09-21 11:23:10
853,Log In is infurating,False,1,Superdude223,"log in is infurating. i know they are stuck with hippa but logging in to view one’s children’s data is very confusing and frustrating and so far impossible. also, it does not seem set up well for co parents and other non traditional families",2020-09-12 13:59:28
854,Poor visibility,False,1,VirginianByAdoption,"poor visibility. for those of us who have vision limitations, this app is barely usable.  the text size is too small and cannot be increased (or i can’t see how to do it) and the low contrast between the white background and the aqua colored text makes the visibility even worse. please make this app 508 and wcag compliant.",2020-03-21 17:02:27
855,Very buggy,False,2,Snickus,"very buggy. this app has a lot of potential but it needs to work out some bugs that cause lab results not to render, for example. i got an error message even when i tried to report the error.",2019-10-25 04:20:47
856,So Much Potential Wasted,False,1,Djlaw610,"so much potential wasted. a very clean app that is easy to navigate and runs very smoothly. until you actually need any information about your records or messages.    messages are not formatted to the app correctly, making them irritating the view and navigate.   medical results do not always appear in results tab, making you struggle through the incorrectly formatted messages.   all the building blocks are in place for this app, all that is left is delivering the information to the user.",2018-12-10 23:21:01
857,Nonexistent support,False,2,Barbarosa Bullmastiffs,"nonexistent support. app is slow and clunky, support is not responsive, and overall right now it’s a waste of space. i will give it another chance since it may be the link to the dr’s office but i expect an app like this to be able to talk to the ehr at the dr’s.",2017-12-28 12:08:17
858,Useless,False,1,Root1969,"useless. if i needed my blood pressure raised to threatening levels, i would try to use this app! the fools who have 3 different apps for one patient should be fired! really…,dosher patient portal, healow and my care corner!! why?  if your medical care is as bad as your it, you need a mortuary . the dead don’t need a patient portal!!",2022-03-29 23:42:30
859,App really stinks,False,1,Carmike rewards app,"app really stinks. the online version is great, but the app does not mirror it. the app has potential and i love easier access through my phone but adding your physicians is entirely too cumbersome to be worthwhile. i’ll access it through safari.",2022-03-16 23:16:32
860,No Apple HealthKit support,False,3,csr.us,"no apple healthkit support. this app can work with random third-party trackers, but not the built-in health kit and apple watch. it would be able to provide so much more useful information if it supported those.",2019-11-05 05:38:02
861,Rate of app,False,4,miss lynne ann,rate of app. i like the app except i cannot figure out how to send a message to my doctor.,2022-03-03 19:46:31
862,Remove the iPhone facelock,False,1,krystle19922010,remove the iphone facelock. due to medical reasons my kids need to have access to my phone so i can not put a lock on it. i can’t use this app because it’s requiring not only a lock for the app but one for the phone itself!,2021-12-10 15:26:52
863,Extremely poorly designed and coded app,False,1,iPad Maniac,extremely poorly designed and coded app. this app is a disaster at nearly every level. if your doctor uses this let her know that the app reflects very poorly on her business.   overall an extremely frustrating and inoperative app,2021-05-11 20:38:50
864,Cannot do what I need to do,False,1,ba_nana_13,cannot do what i need to do. i logged on here to cancel appointments but apparently that is not a feature.  also wanted to leave messages another failure. i also had a very had time getting on to this app.  for me it is a complete bust.,2021-04-20 19:41:33
865,If I could give zero stars I would,False,1,Cybertheria,"if i could give zero stars i would. unfortunately i have several doctors using this for their portal, but no way for the app to integrate them at all. it only sees one and that practice no longer uses this application. it’s completely useless to me.",2021-04-07 18:21:56
866,Needs work,False,1,F Scott Kennedy,"needs work. of the 100+ logins i use, this is one may be the most dysfunctional and arcane. at this point in time “why?” seems like a reasonable question.  ”security” as an excuse/reason has long been unacceptably thin. other apps get it right, please do the same.",2020-12-12 11:27:30
867,Reset my account and no email yet,False,2,Mr Chipps,reset my account and no email yet. i’m not sure what’s going on with their system but i have yet to receive my password reset email. checked my spam folder.,2020-09-03 20:47:29
868,It’s making it very difficult to do something that should be easy,False,1,Calm creativity,"it’s making it very difficult to do something that should be easy. took forever to figure out how i could get in. when i did, it didn’t sync with records from another physician. i’m on ipad pro i feel like i’m running with one leg nailed to the floor.",2020-06-22 19:47:07
869,THIS APP IS SO FAR BEHIND IT’S PRE 1985,False,1,SuperScubaMan,"this app is so far behind it’s pre 1985. this app is mickeymouse. it doesn’t synchronize my ipad or any of my other idevices. healow app is way behind; it’ dark ages and have relatively few functions. there’s no scheduling, no health summaries. basically, it’s a portal for: emails and appointments. the provider don’t update ‘my records” or ‘medications”.  the link devices function is an insulting not funny joke.",2020-03-25 01:35:19
870,Wondering the Age,False,3,MFmare,"wondering the age. i am considering the app.  just from reading these few reviews i am wondering the ages of those reviews i read. thus, i am coming to the conclusion that both parties must be active in this app.......if not.....this angst.",2019-10-04 12:59:53
871,Please add functionality,False,3,nickainohio,"please add functionality. i would love to use this app to track physical activity and or diet, much like my app from livestrong. that may not be your primary focus but it would make it more useful",2018-12-29 17:06:41
872,This has potential.,False,3,S.Millet,this has potential. this portal has potential to be very good but it’s of no use if my doctors office doesn’t put anything in it.,2022-03-14 10:11:01
873,One way communication only,False,1,Ollie&evodia,"one way communication only. this app wants to be efficient, but i could not use it to communicate with my mds office. i think it should facilitate 2-way communication, not just doctor to patient, but patient to doctor. i spent a lot of time trying to figure out communication...couldn’t do it. therefore a waste of my time.",2018-06-05 16:29:16
874,"Right idea, Poor implementation",False,1,RealtyDoc,"right idea, poor implementation. color scheme difficult to see tiny fonts. no granular controls to adjust app. is not intelligent - requires city and state to both be entered for city. should use lookup database. poorly designed and implemented. and error msg for having an apostrophe. are you kidding me?",2022-03-25 23:04:32
875,"Unable to use the app, even after repeated tries",False,2,orlando fred,"unable to use the app, even after repeated tries. did not work for me.  other medical practices use other apps that are more user friendly and efficient",2022-02-09 18:20:32
876,No way to refill prescription,False,2,skittish,"no way to refill prescription. fairly useless in my opinion. why isn’t there a way to do something as basic as renew a prescription?  or if that gesture does exist, where is it hidden???",2020-07-16 14:52:36
877,It Used To Work Well,False,1,confirm it 1,"it used to work well. the app no longer works and now accessed my mic and camera all the time.  even when it says it’s off, i get a message telling me what’s off and on.  i just need to track appointments. i don’t need it on for telehealth so it seems sketchy.",2021-03-17 21:15:07
878,Causes high blood pressure,False,1,cccisme,"causes high blood pressure. the worst app ever developed - unless it was designed to sell blood pressure medication.  it loses passwords, changes user id  to email address - which it then says doesn’t exist - and invents it’s own security question.  sends irrelevant notifications. no time to list more.",2020-06-07 14:33:33
879,Awful app,False,1,screaming agnes,"awful app. no accessibility features. font is small, pale and illegible.:completely inappropriate for older users and anyone without perfect vision. throughout the current health crisis i have received multiple, long messages from my provider none of which i can read.",2020-04-28 10:04:10
880,Please make this app work with Apple Watch,False,3,JesusIGotTimeForThis,"please make this app work with apple watch. app is ok, can’t seem to easily request prescription renewal without sending full email. wish this worked with apple watch.",2019-06-18 01:25:40
881,Expand,False,3,UncleDean,expand. app works perfectly and would recommend you expand this app to the ipad. would give it a higher rating with the expansion.,2018-12-13 15:17:05
882,Frustrating!!!,False,1,Kayla's g'ma,frustrating!!! downloaded this app to access my husband’s lab report & cannot find any way to add his name!  we will vent our frustrations to our doctor asap!  the previous website used by our doctor had both of our records accessible easily and without an app!,2019-06-09 17:14:23
883,Where’s the users manual.,False,1,Jlws07,where’s the users manual. this app is extremely difficult to use. i have doctors showing in my list that i do not or have ever used and no instructions how to delete them. when i enter my doctor he’s not there. please make this easier to use or provide a help icon.,2018-12-17 16:20:09
884,Updates for iOS 11?,False,3,JTW0808,updates for ios 11? it worked well until recently. i cannot pull up info majority of the time now. it’s constantly “loading”.,2017-10-09 21:48:12
885,Can’t use an apostrophe?!,False,2,babsbny09,can’t use an apostrophe?! there seem to be some cool features available but my doctor doesn’t use them.   what really bugs me is that the app won’t let you use a “special character” and that includes an apostrophe!  huh?!,2018-07-30 22:25:09
886,Love love love,False,5,Country girl 😍😘,love love love. i love this app. i can always see when my appointment is and what medications they have on record.,2018-07-04 19:48:13
887,Is this some sort of joke?,False,1,Anip,"is this some sort of joke? just downloaded this so i could send my dr a message. it allows you to scroll down affiliated practices but only to the letter o (my office begins with p), or scroll down the drs names but only to the letter c (i need s)!  so i can’t actually send my doctor a message through it like any other patient portal. absurd!",2018-03-23 23:55:58
888,Very helpful app!!,False,5,Smith Leveille,very helpful app!! i like that it keeps track of my appointments and health information!!!,2017-11-11 17:51:52
889,Difficult,False,2,Nudeblue,difficult. it’s difficult to maneuver through and my information has been sent but can’t find it.,2022-04-28 15:44:35
890,Works very well!,False,5,bigdaddynyc2001,works very well! app works very well with no glitches to date.,2017-07-19 16:47:35
891,Messaging needs to improve,False,2,lilredfeather,messaging needs to improve. please make messaging function like a normal email application.  email and messaging is nothing new.   this app makes it too hard.,2022-01-12 22:21:06
892,Passcode issue,False,1,SaraFitz12,"passcode issue. it is ridiculous that i am forced to have a passcode to get into my iphone, just to be able to use the app. which requires a second passcode to get into anyway. this “feature” is a little overbearing.",2022-03-04 12:30:41
893,Can’t use it!,False,1,Electric groundhog,"can’t use it! i can’t use it! it won’t work unless i set my device to open with a passcode. i don’t want to secure the ipad that never leaves my house with a lock, either fingerprint or passcode. it’s a royal nuisance to unlock it every time i pick it up.",2022-03-02 19:18:52
894,App does not work,False,1,Biohazz111,"app does not work. this app is not opening once download, it crashes and just closes. i have uninstalled it and reinstalled it still not working. iam using an iphone 12 pro max running ios 15.3 this needs to be fixed",2022-02-10 21:37:48
895,Messages fonts are too tiny to read. Why is this?,False,1,subcriberxx,messages fonts are too tiny to read. why is this? messaging fonts are too small to read and cant open it to view it. there no rely feature. why is this,2021-11-08 21:25:41
896,Cannot connect to server,False,1,it.is.art,cannot connect to server. app is unusable. constantly get error message that it can’t connect to the server as i’m trying to do the initial setup.   very frustrating given the fact that it’s holding access to needed medical info!!!,2021-08-07 16:29:12
897,Terrible,False,1,DH58!,"terrible. not user friendly with more than one practisioner, does not use same password and would not recognize new password no matter how carefully i put it in or confirmed.  finally gave up, frustrated, and deleted app.!!!",2021-02-09 18:50:12
898,Bad update,False,1,Fedup in midwest,"bad update. after installing the update, this app wiped everything clean.  we can still get in on the computer patient portal, but this has been made useless on the app.  even trying to delete and reinstalling is useless.",2020-05-15 15:25:18
899,Disaster,False,1,Readeriowa,disaster. this app is way too hard to use.  it doesn’t allow for much “special characters” like an apostrophe!  what language does the developers speak that has no ‘ ?  it seems i have to try 4-5 times before my message finally gets to my medical provider.,2019-02-28 23:50:29
900,It's hard to use,False,3,Charleston patient,it's hard to use. it took a long time to set up with multiple conversations with doctor's office (who were very nice and helpful.) it is awkward to use for emails.,2017-09-17 11:02:58
901,WTH,False,1,Olivelookingforpopeye4life,"wth. i wanted this portal so i could contact my doctor. but it requires you to pick a facility. but gives you no options to choose from. so i can’t contact my doctor. and i did try to write an email and you can’t use punctuation at all. nothing. ok so make me look totally stupid, thanks. worthless app. to me.",2019-02-11 23:23:02
902,My two cents!,False,2,going to tge dogs,my two cents! i wish there was a compose email feature to send emails to my doctor. leaving a voice mail and waiting for a return phone call for many days seems archaic.  also i wish there was a feature to view  radiology reports. it stinks that i had to send an official written request and wait 5-7 days for the report.  can’t correct typos entered by receptionist.  there are many other patient portals that have these capabilities.,2018-11-25 17:23:24
903,Upset,False,1,LSLR Number 1,"upset. have had this app for months, but now it wants all my dr. info. cannot get the scale, which is why i bought it. i have no wish to enter this information in this app. i have contacts in other places. if this isn’t fixed soon will delete app. useless to me.",2018-07-22 13:55:46
904,Not great,False,1,10xTXgranny,"not great. maybe my problem is with the office staff. i do get appointment reminders by email along with information on downloading the app and registering. beyond that, the results are the first done after installing. i have other apps with various doctors that are always up to date.",2017-12-26 14:09:28
905,Sm app,False,3,Msdot53,sm app. very hard to use on an iphone.  why isn’t this available on ipad? as a sr citizen it is very hard to use. the print is extremely small.,2022-02-11 03:14:59
906,Easy to use,False,5,utoooh,easy to use. your own medical info at the tips of your fingers!  explore and learn to use app and it's awesome.,2017-06-15 12:54:55
907,Not helpful,False,1,Huckie Joad,"not helpful. there’s generally no useful info on this app. no one at jcmg seems interested enough to press upload on patient info to make it work. if i need a report or result, i go to the records department and get a hardcopy. (it’s not like the nurse line is really going to call w/ that info.)",2022-03-25 17:00:59
908,App is poor.,False,2,sang905,app is poor. very few services. what is there often doesn’t work. it seems only to be for keeping track of appointments.,2022-03-09 14:26:59
909,Sending messages,False,3,MUCtransplant,"sending messages. the app is ok buuuut... sending a message to a doctor is a nightmare! the app doesn’t allow apostrophes or certain symbols. autocorrect puts these automatically e.g. don’t or isn’t  the app won’t let you submit the message unless you remove the symbols. aka takes forever also, you can’t reply to a message, you have to start a new one. come on guys! this is basic, you can do better...",2018-07-31 12:11:01
910,Repeatedly crashing,False,1,Pschroeder89,"repeatedly crashing. can’t even open the app after the latest update, it immediately crashes. uninstalled and reinstalled and it still doesn’t work. iphone 13 pro max",2021-11-30 16:51:20
911,Horrible app sonfar,False,1,Russo23,horrible app sonfar. not able to book appointments. not able to communicate with my provider. he doesn’t even show up as the practice provider. not able to see results. in al. just works for my following appointment. and i jave the calendar app for that.  overall. usless app for me.,2020-02-12 11:38:28
912,Very Disappointed,False,1,Bud & JuJu,"very disappointed. i call my provider at least 4 times and never got anything resolved. one time their it was to call me back, never receive the callback. if the information was enter this apps would super but it don’t and there no support with my provider sentenel partners of camden sc too",2018-12-30 03:37:26
913,Limited usefulness,False,3,rhdhjfkvv,limited usefulness. i can see my upcoming appointments but not my past. test results are in one continuous run-on paragraph that is difficult to decipher,2022-03-01 19:21:53
914,Minimally Adequate,False,2,AMMagyar,"minimally adequate. communicates information. but clumsy. for example, i cannot copy a message from my doctor to my calendar. so if she sends me the name and practice of doctors for a consultation, i have to literally memorize it and rewrite it in my calendar program. that just makes no sense.",2018-05-25 09:57:06
915,No provision for “replying “,False,3,Arjun_Amit,"no provision for “replying “. you cannot reply to a message. you are literally forced to create a new message for every response, that’s an horrific flaw.",2022-02-21 18:08:38
916,Useless,False,1,Gthomsssss,useless. this is the most useless app i’ve ever had to use in my life. won’t let me login even tho i’ve reset my password then when i tried to reset my password again the email won’t come through for me to do so.,2022-02-22 21:26:11
917,Worst App Ever,False,1,cdm15555,"worst app ever. everything about this app is buggy. can’t search for my provider to login, lastpass can’t fill credentials, app on phone forgets credentials, can’t use chrome browser! it’s been like this for years so the company obviously doesn’t gaf.",2022-02-03 15:49:59
918,Security settings,False,1,2019bingo,security settings. why is your app suddenly forcing me to change my phone settings to 2-factor log on for my phone not your app before it will allow me to use your app???? this is intrusive?,2022-01-17 18:38:19
919,I think this is a phishing app,False,1,nehcjcndjdjdnbvcx,i think this is a phishing app. i was sent an email for this app around time i was expecting legitimate eportal update from a new physician. after going through the setup i got errors and upon further review think this is a tool for phishing info.,2021-12-30 01:26:52
920,Decent,False,3,Lux Libris,"decent. since i’ve had this app.. i can say that it’s not smoothly operating, but it does ok an hopefully they will have it running properly at active time soon.",2017-10-02 18:38:41
921,Forcing me to set passcode for my iPhone,False,1,jillywillywonka,"forcing me to set passcode for my iphone. every time i try to log in, it forces me to set up a passcode to unlock my iphone. which i do not want. won’t be using this app again until they fix it. i’d rather call my doctor.",2021-12-01 13:54:40
922,Useless.,False,1,OldAppWasBetter,"useless. useless, doesn't even have an online bill payment option. this is worse than their terrible online website, total joke. go to a real doctor.",2021-08-22 03:36:30
923,The worst,False,1,ShORtI bY naTuRE,the worst. i have to change my password every single time i try to login. the website is no better. i wish i organization would change from this app company. it’s the worst. i have never been able to use it.,2021-03-26 12:19:37
924,Very Poor Ap,False,2,Becky6000,very poor ap. 1. no notice if the dr received a message  2. doesn’t allow attachments to messages  3. medication section is very confusing  4. extra $$ to allow patient to make and change appointments,2019-02-16 16:38:29
925,Potential,False,2,kyo2651,"potential. this app has a good structure, but why are can’t you add data from the heath app or an iphone. why only the other devices? i believe the recent restructure of the apps interface is better than it was.",2019-01-04 13:00:28
926,no special characters??,False,1,skoopsidaisy,"no special characters?? it doesn’t make any sense how i cannot send a message to the doctor without using an apostrophe. they’re kind of important. it’s definitely not a special character and without proper grammar, how am i supposed to send a coherent message to our medical providers??",2018-09-28 12:45:51
927,Worst app ever!!!!!!!!,False,1,Bolderoff.tinker,worst app ever!!!!!!!! number one none of my medications transferred over. number two after your update my appointment no longer showed!!! i'm having a surgery and have to see my doctor. i had an anxiety attack! you need to get it together or not offer your services medically.,2017-05-17 20:03:00
928,Why build something that’s worse than others,False,1,Mrwferj,"why build something that’s worse than others. will work only if you have a pin on your device, have to reidentify yourself each time, can’t send attachments.",2022-05-05 14:45:54
929,Slow,False,2,BBoomerW63,slow. sometimes it starts buffering and screens never load. frustrating.,2022-03-30 18:49:32
930,Horrible,False,1,Zoso67,horrible. this app is horrible.  the messaging system is horrible. your provider can reply to your message but you cannot reply to theirs; you have to send a new message to reply to them  the font in the messaging section is very light and hard to read.   the appointment section is frequently broken and will not schedule an appointment even though it says it’s doing so  they wasted their money when they hired whoever developed this app.,2022-03-21 23:49:38
931,Absolute garbage,False,1,Everything's Taken,"absolute garbage. very limited in what it is supposed to do. extremely buggy. locked me out for no good reason and wanted me to reset password, but the button to accept it doesn’t work, so now i can’t use it any more.",2022-03-10 17:57:49
932,Total Crap,False,1,FranksG7,total crap. this app is useless. it crashes immediately when i open it. this is a health app with records that i need access to at all times. unacceptable performance and support from this company.  iphone 13 pro max 512gb storage running ios 15.2.1,2022-01-12 20:37:45
933,Scam!! Waste of time!!,False,1,why would i lie?,scam!! waste of time!! do not upload this app!! once you download and enter your information it’s just going to record that info and be able to hack your phone. do not enter your information into this app!!,2021-04-19 02:22:36
934,Have tried to download 5 times,False,1,Nickcinn,have tried to download 5 times. so frustrating. i gave up on this app several years ago but my doctor sent a message to me on it today. with some important information that i need. 😖,2021-02-20 03:23:21
935,Bogus,False,1,grsvjikngdyh,bogus. this has got to be the lamest health care app ever. if the health care provider sends a link to you wouldn’t you expect that they would use it themselves? if it has a messaging capability wouldn’t you expect it to get a message to them?,2020-09-12 04:41:04
936,User-hostile app,False,1,JohnnyV8,"user-hostile app. if you’re lucky enough to be able to actually login, it provides no way of rescheduling appointments. it's much quicker just to call the office, be placed on hold, then rescheduling. that way, you can at least a accomplish something while you wait.",2020-02-09 17:12:59
937,This app is atrocious,False,1,SmokysDad,this app is atrocious. i’ve been trying to log into my account for 2 days to retrieve a message from my doctor. no matter what i do it will not let me log in. it spends 5 minutes spinning before telling me it cannot reach the server. the website is equally atrocious and garbage.,2018-09-14 14:17:03
938,Good so far,False,4,TheEvilTwig,good so far. this app does give me my info that my doc enters but i really wish it could show me info from all my docs. 😕,2017-11-09 23:01:36
939,Frequent Yser,False,4,ThePhantomGuy,frequent yser. i would give it a 5 star but it listed my meds twice and some i could not erase. that is a real pain!,2017-10-26 02:22:47
940,Nice app but outdated,False,3,Griffadams,"nice app but outdated. it’s a nice app, but a tad outdated. it asks me to set up my fingerprint i’d, but my phone doesn’t have fingerprint id. it has had face recognition for a while now.",2021-06-22 01:17:02
941,Excellent,False,5,Acram38,excellent. love having my information in my hand,2017-08-23 03:58:03
942,Instant help!,False,5,Myveiw,"instant help! i love this app !!! my medication and appointments at my finger tips. easy to use, and a must for everyone.",2017-08-21 16:27:32
943,The staff and Dr. Are great.,False,4,SueSparks,the staff and dr. are great. they take the time to listen. to their patients and fring out an action plan the works for them.,2022-05-06 10:29:23
944,Waste of time and money,False,1,mac 1363,waste of time and money. what does it take to fix this app. you would think an important thing as your medical would have have some priority. who really recommended it what a waste of time and money.,2022-04-12 09:34:54
945,Does not work at all,False,1,Niknejm dat is not jet tejken,"does not work at all. useless. i do not need to enable camera and mic to check my blood results. without this, app will not start. thank you. back to old way of calling the doctor and using fax. real step forward :)",2022-03-29 13:09:06
946,Per my doctor this app is terrible,False,1,earl the pearl1,"per my doctor this app is terrible. per my 2 doctors at hinsdale hospital this app is truly garbage. the idea of a “thread” does not exist, every communication is a new email, and my doctor has to send separate emails because the portal is just truly sub par.  avoid & delete",2022-03-22 17:25:08
947,Confirm button doesn’t work,False,1,Ken6227,"confirm button doesn’t work. on registering, after entering passwords and verifying, and selecting and answering a security question, the confirm button doesn’t respond.  i saw there was an update and it might work now. the confirm button still doesn’t work.",2021-11-03 13:54:59
948,Can’t validate as user,False,1,MarksNicknameIsAlreadyTaken,"can’t validate as user. the “confirm” button at the very end of the validate user flow doesn’t do anything, with no errors thrown. waste of space on my phone, and worse, the app has my pii with no benefit to me. worse than useless.",2021-11-02 04:56:10
949,Great app easy to navigate,False,4,Jped93,great app easy to navigate. this is a great secure app to view your med records results messages etc. very nice interface. please add support for iphone face id access.,2018-09-24 19:31:38
950,This is why I avoid medical apps,False,1,FyrFytr998,this is why i avoid medical apps. multiple login attempts. multiple password resets. and every single time i reset it still said invalid despite having the correct information entered. i’ll get my records the old fashioned way.,2020-12-09 20:02:41
951,App is not functional,False,1,M. Willis,"app is not functional. i love this app.  however, it no longer seems to work correctly since the recent update.  i can’t login, and when i try, it can’t locate my doctors office stating there is a server issue.",2020-05-15 17:11:12
952,Pitiful,False,1,Phone addict 2100,pitiful. they should be less obsessed with monetizing your cell phone location and more on making the app work properly. a waste of time. doctors (and thus patients) being taken for a ride on this.,2020-05-15 15:02:55
953,Doesn’t work well,False,2,Johnw7127,doesn’t work well. patients say it doesn’t work well. they have trouble getting set up on it. takes our front office staff a long time to get them up and running.,2019-08-01 13:08:28
954,Needs to be better,False,2,Mel-nami21,"needs to be better. i can’t check my appointments, my doctors are not listed. every time i check it tells me that there was an error. still can’t schedule an appointment.   please fix this.   thanks",2019-06-25 13:18:15
955,Crashes,False,2,Welldoing,crashes. the app doesn’t load data 50% of the time also it lacks some functionality that you have in desktop,2019-01-03 14:47:31
956,Pro app and easy to use.,False,4,Key West Diver,pro app and easy to use. thanks for a great looking ui and also for making it intuitive.  good work!,2018-06-04 15:14:51
957,So far not impressed,False,2,jrylryll,so far not impressed. it does not update faster than my doctors office updates me. can’t get results in a timely manner. i really just started using it after two radiological tests and blood work. so far i’m not impressed,2018-09-20 18:17:56
958,Great AP,False,5,Bluehawk911,"great ap. this ap is easy to use, and better than the one my primary care physician uses.",2018-04-04 14:59:37
959,Doesn’t work with multiple providers,False,1,ml41782,doesn’t work with multiple providers. spent hours re entering providers only for them not to show and when they did it didn’t show the appointments. this was after an email from them stating i had an appointment.  waste of time. junk app!!!,2017-10-06 11:35:35
960,Works fine...once you get it setup,False,4,Sandy9999999,works fine...once you get it setup. i like it after i finally  connected.,2017-06-16 18:46:25
961,Heals,False,5,Dtech1,"heals. i really think this is an excellent app,i can check appointments,renew prescriptions and review summaries for each visit.  awesome app.",2017-09-07 14:49:19
962,Not very reliable,False,1,s4520,not very reliable. hard to use.  won't reliably link to my account.  have lost count of how many times i've tied to link my account and it just spins around trying to log in until i finally kill it.  not very user friendly either,2017-08-20 12:24:34
963,Not dependable,False,1,Jaclml,not dependable. my practice doesn't seem to be able to keep up to date information on the app meds are always wrong and they can't fix it even when they try still wrong.,2017-08-09 17:38:09
964,App shuts down,False,2,AlRNJ,app shuts down. i'm starting to use the app. i see errors in my meds and no way to edit/delete them. i write to their help desk and the app closes down as i am completing writing. that doesn't give much confidence in this app.,2017-08-05 21:23:12
965,Not so useful if you have memory issues,False,2,Sec57,"not so useful if you have memory issues. once again, another medical app that does not have the ability to set up a biometric sign in. is it too expensive?",2020-04-16 00:54:29
966,Needs serious work,False,1,Marissa1636,"needs serious work. this app is very poorly made. i’m a millennial in my 20s. i imagine the older generations would have even more problems figuring out how to use it. it’s not instinctive, and it borders on completely non-functional.",2022-04-13 11:46:39
967,Healow review,False,1,"Sam,129",healow review. i would give this a zero if i could. unable to access appointments. no reports concerning any procedure i’ve had.  no patient visit summary.  meds are wrong. unable to change them. no access to personal health records.,2022-04-12 17:50:18
968,Just not helpful,False,1,piglet2022,just not helpful. can’t call or able to write or leave a message. you call and call and anyone doesn’t help you or listen to you. unable to leave a message.,2022-01-20 15:15:04
969,Does not work with Apples latest upgrade,False,1,gayleg2,does not work with apples latest upgrade. i have had this app for quite some time but recently had to updat my iphone and now i can’t access the app to have access to my doctor and medical records.,2021-12-27 00:58:06
970,Ridiculous app,False,1,anynamexhatsoever,ridiculous app. says i can leave messages but there is no place to do that. the only thing i ever get is an rx list and appointments. i would love to be able to leave a message but can’t. this app is really useless to me.,2021-07-20 13:35:25
971,👎🏼,False,1,Patchless in Seattle,"👎🏼. i do like this app except for the fact that the day of an appointment via video, it doesn’t show that days appointment on a computer so i have to have the appointment boa my phone which is a huge frustration for me.",2020-11-11 02:28:12
972,Hard to sign in,False,2,X-Con5250,"hard to sign in. i have tried many times to sign in, and was only able to find any information a few times.",2018-10-11 11:01:10
973,Can only view in vertical mode on ipad,False,1,Newspaperreader6,"can only view in vertical mode on ipad. this is a very confusing app, as it can only be viewed in vertical mode on my ipad and i am unable to use my keyboard.  i will try again at a later date in hopes they fix this issue.  in the meantime, it is unusable for me.",2019-12-04 17:23:09
