text	factuality
http://www.allergyclinic.co.nz/guides/42.html.	NOT_LABELED
It wasn't until my daughter had an anaphylactic reaction from a plum (out of the blue) that her kean allergist suggested a blood test for Latex and it was very positive.	EXPERIENCE
Latex and foods .. people rarely connect the two!	FACT
Believe it or not, I've not had any problem with latex allergies, despite over 30 years of constant exposure.	EXPERIENCE
And I'm a fairly allergic person, with asthma, many drug allergies, cat allergies...just not latex.	EXPERIENCE
I've seen many of my coworkers develop it, though.	EXPERIENCE
Most of our gloves and supplies are latex free, now.	FACT
I find that to be very interesting.	OPINION
I didn't know there was a correlation between the proteins.	FACT
My daughter is allergic to latex, banana, kiwi, and avocado.	EXPERIENCE
She carries an epi pin due to the avocado allergy.	EXPERIENCE
I would strongly suggest your allergist tests for latex via blood (not skin) ...	OPINION
bet you my bottom dollar (although I'm not a doctor) she will show + to latex to some degree with her history.	OPINION
But, I hope not.	OPINION
If she is + avoidance is the key element to latex -- it never really gets better -- it can get worse with repeated exposure.	OPINION
And a medic tag is really important in emergency and/or hospital settings with latex all around.	OPINION
My daughter does not get eczema ..	EXPERIENCE
she gets anaphylaxis symptoms.	EXPERIENCE
(mild) The last time it was severe stridor and very scary but she was ok after our trip to the ER.	EXPERIENCE
Hindsight 20/20 we should have used the epi pen.	OPINION
Hidden nuts or plum juice in a peach gummy ring candy was the culprit when she never reacted to nuts like that before.	EXPERIENCE
My daughter with the plum and stonefruit has the latex connection ...and, of course, the hazelnuts being Class IV out of VI.	EXPERIENCE
My daughter is married and on her own now.	FACT
She found out the hard way about the latex allergy.	EXPERIENCE
Let's just say her first experience with a condom was a nightmare!	EXPERIENCE
LOL.	NOT_LABELED
Oh man, silly me --- I missed the first word in your dd's allergies LATEX!	OPINION
Where is that dummy icon I ask ?!	NOT_LABELED
Um uh on your other comment ..	NOT_LABELED
Oh, my.	NOT_LABELED
Yes, a condom ""incident"" can be awful.	OPINION
I have a long list of food intolerances--grains, diary, sesame, soy--and have reacted to band-aids and the latex in the collars and cuffs of turtlenecks and socks, so I'm pretty sure I have a latex sensitivity--I make it part of my medical record to be on the safe side.	EXPERIENCE
A couple of years ago I was began getting reactions to fresh fruits--first signs of mouth swelling, rashes.	EXPERIENCE
I was really bummed that I was losing another huge food group.	EXPERIENCE
Then I read somewhere that birch was a stong cross-reactor with latex and stone fruits, and realized the Tom's toothpaste I used three times a day was sweetened with xylitol made from birch bark.	FACT
Apparently xylitol also occurs in fruits (raspberries and plums are mentioned most often), mushrooms, and corn.	FACT
Maybe it was a coincidence, but I quit using the toothpaste and my reactions to fruit have mostly stopped, though I have to be careful not to eat too many raspberries.	EXPERIENCE
I can relate to the food sensitivities issue all too well myself.	EXPERIENCE
It can get really frustrating to deal with some days.	EXPERIENCE
Everything you said about stone fruits is what I was told one time in the hospital, too.	EXPERIENCE
I didn't know that it was xylitol that made raspberries a problem food for me, but now I know why they bother me.	EXPERIENCE
I used to love going to my grandparent's house and pick the fresh raspberries off of the vine, too.	EXPERIENCE
I definitely have the latex sensitivity myself, because it will definitely burn my skin.	EXPERIENCE
I know about some of the cross reactions.	FACT
You're right about it being a huge food group.	OPINION
All because of birch!	FACT
I make it a point to tell my doctors that I'm allergic to latex and band-aids every time they draw blood, too, because the lab techs don't always read the allergy bands that the hospital puts on my wrists.	EXPERIENCE
I still have to remind my primary care doctor about this one.	FACT
One that isn't always mentioned, but is still actually a stone fruit is avacado.	FACT
I was also told that bananas have the same protein in them as latex.	FACT
They're also ""binding"" for me.	EXPERIENCE
I didn't know mushrooms were in this category, I just knew I couldn't eat them either.	FACT
You're right, this pretty much wipes out the fruit category.	OPINION
Do you also have problems with mints and other herbs?	NOT_LABELED
I noticed that you already mentioned cinnamon.	FACT
All peanuts and tree nuts are out for me, too.	FACT
And, anything in the sunflower family, which is another huge family.	FACT
If you're allergic to sunflower oil and seeds, steer clear of calendula oil.	FACT
Calendula is a very close cousin to marigolds.	FACT
I found out the hard way that they're also in the sunflower family.	EXPERIENCE
Here's one I bet you didn't know: Lettuce, spinach and dandelions are all in the sunflower family, too.	FACT
Well, that explains why I'll get nauseous and throw up if I try to eat the stuff.	EXPERIENCE
I can't remember which forum I read, but I have found out that this huge laundry list of food sensitivities that is caused by the cross-reactions to birch is called Oral Allergy Syndrome.	FACT
I know about the mouth blisters inside of the mouth only all too well.	EXPERIENCE
I've always had some of these blisters from certain foods and substances, but I've noticed that some things are worse than others.	EXPERIENCE
Citrus is one of the worst ones as far as the blisters inside of the mouth.	OPINION
My lips don't like citrus either.	EXPERIENCE
I'll bet most of our food sensitivities are exactly the same because of that definite allergy to birch.	OPINION
It's funny how the food sensitivities tests all have come back negative, even though I know I have bad reactions to these foods and will be sick.	OPINION
But, I'm definitely allergic to birch, as in true allergy.	EXPERIENCE
So, that explains the laundry list of food sensitivities and the latex and band-aid sensitivities.	FACT
Thanks for the link to the allergy cross reactions page.	NOT_LABELED
I bookmarked this page for myself, too.	FACT
And, I'll pass on this link to a good friend of mine who has the same problem that we both obviously share here.	FACT
WOW ...I have to say I've learned a lot from these posts and have been dealing with latex allergy for 8 yrs now!	OPINION
The Xylitol is new to me and I will mention it to my daughter to be careful for that ingredient.	FACT
She is super allergic to birch pollen and mugwort which is a weed that cross reacts with raw carrots ..	EXPERIENCE
she gets huge swelling inside her mouth in the OAS you describe above.	EXPERIENCE
There is a small % of OAS that can migrate into Anaphylaxis so avoidance is key.	FACT
Hehehe.... My first experience with err latex was errr very embarrassing.	EXPERIENCE
I've been telling people about the Latex-avocado cross allergy for a while.	FACT
I'm a nerd, and typed all the things that bug me in the search on Google a couple years ago, and found out about it.	EXPERIENCE
I have a very mild reaction to latex, however my reaction to banana's and avocados is increasingly getting worse.	EXPERIENCE
My biggest fear is I'm pre-med, and allergic to latex.	FACT
I really really hope this will not affect my career!	OPINION
Interesting that some of you mention Xylitol as well.	OPINION
I mentioned in wannabenana`s post my son`s horrendous oral exzema that undoubtedly keeps happening when we use Xylitol products.	EXPERIENCE
I couldn`t believe it since it is 100% natural sugar but now it occurs to me that he ate tons of avocado around his first birthday and I am very allergic to birch pollen.	EXPERIENCE
Nowadays he hates avocado and banana.	EXPERIENCE
I wonder if there is a link.	OPINION
Latex is still okay though.	FACT
Our dental hygienist uses latex-free gloves, as she says not for her own sake but to avoid allergic reactions in patients` mouths.	FACT
You may want to have him tested (via blood) to know  because repeated expsosure must be limited or else it can get worse.	OPINION
Glad the dentist uses non-latex gloves, but with his history,it's probably best to know for sure.	OPINION
Well everyone can't believe I am posting this, after 36 years and literally probably 25 years of eating shrimp I had my first reaction to it 3 days ago.	EXPERIENCE
All I had was cocktail shrimp and cocktail sauce.	EXPERIENCE
The same sauce I used last week.	EXPERIENCE
This time I just ate more shrimp then I normally do.	EXPERIENCE
I had no sides or anything with the shrimp just cocktail shrimp.	EXPERIENCE
And literally 2 hours later I broke out in welts on my thighs and my upper arms.	EXPERIENCE
My throat started getting swollen but luckily not to the point where I couldn't breath.	EXPERIENCE
I took Benadryl that night and it helped with the rash but the symptoms have literally lasted about 3 days now.	EXPERIENCE
I have spoke to some people about this that have allergies and they have mentioned that I will now have to be concerned with Iodine.	EXPERIENCE
I remember when I got a cat scan back when I was like 18 or so they asked me if I was allergic to eggs before they injected the iodine.	EXPERIENCE
So should I also be concerned about my egg intake too?	OPINION
Hi Seattle, WOW ..that's scary.	OPINION
I'd be sure to stay away from shrimp and anything that shrimp comes in contact with including other shellfish.	OPINION
Definitely see an allergist for some skin and RAST tests to help identify your allergy and any other unknown possibilities, too.	OPINION
Iodine and shellfish I think are similar.	OPINION
Not a bad idea to carry a medic card and wear a medic tag in case of emergency and unable to speak re your allergy to the shrimp.	OPINION
Yep, unfortunately 3 days sounds about right ..	OPINION
if your rash persists you may want to see your Dr for prednisone added to your regime :(	OPINION
Your system sounds like its still reacting long after the allergen has been ingested.	OPINION
What you describe can manifest into an anaphylactic reaction with future/repeated exposure ..	OPINION
I'd see an Allergist ASAP or your family doc at the very least to obtain an Epi Pen prescription and carry two with you ..	OPINION
Seafood, nuts, and insects have a high likelihood of rebound where one injection isn't enough as you wait for EMS or enroute to the ER.	FACT
Hope this never happens again, but wanted to share some thoughts with you.	NOT_LABELED
Two of my daughters are anaphylactic to several things ..	EXPERIENCE
we've been in the ER 2-3X ..	EXPERIENCE
it's scary.	OPINION
Hang in there and others may have info for you re eggs ..	OPINION
am not sure on that at all.	OPINION
One other off the wall thought ..	FACT
The cocktail sauce may contain horseradish which is in the mustard family --- watch for future mustard family ingestions.	OPINION
Also, maybe use our food diary to track what you eat and reactions.	OPINION
Be well, C~	NOT_LABELED
Meant to also suggest the Allergy Tracker: Food Diary: My Diet Diary App.	FACT
And our latest is Pic Healthy where you can easily snap a photo and then list your reaction: C~	FACT
Thanks so much for this information ChitChatNine :)	NOT_LABELED
Yeah I definitely have to look into the eggs aspect and a concern with the iodine for future medical history.	OPINION
I don't think it is the horseradish because I have even used that alone on sandwiches as a spread.	OPINION
This is the first time I really ate a good helping of shrimp and had nothing else with it to maybe help absorb the allergen.	EXPERIENCE
Geez learn something new about my body all the time and I guess this is just one of them.	OPINION
Looking forward to my rash going away and the throat soreness.	FACT
It's getting better just amazing that it takes a while to get out of your system.	OPINION
Also meant to mention, too, that when you take Benadryl for a reaction like yours, you must be very very careful 6hrs later when the Benadryl wears off because sometimes you can have a rebound reaction because the antihistamine is no longer working in your body ..	FACT
and that rebound can be more serious than the original episode.	FACT
Our allergist told us about that rebound and when my dd had a serious reaction she insisted I sleep in the same room with her ..	EXPERIENCE
she was fine, thankfully.	FACT
Last night was the first night I did not take any Benadryl.	EXPERIENCE
I hate taking stuff :(	OPINION
I have taken it for the last 3 nights so wanted to see how I did with my hives.	EXPERIENCE
So I am glad you posted about rebound reactions because yes sure enough my welts have returned, not as bad as they first were but they returned.	OPINION
So I put Cortisone cream on them to see if this helps.	EXPERIENCE
That Benadryl spray just seems to burn and make my legs stick together :(	EXPERIENCE
How long can the rebound reaction last?	FACT
Forgot to ask that lol.	FACT
I can't answer that last question, but I do know this one for sure: Cross reactions must be taken seriously now.	FACT
So, no lobster and no crabs either.	FACT
And, since krill are also a related crustacean, you won't want to supplement with krill oil either, even though it's supposed to be superior to fish oil in the way of animal based omega 3 fatty acids.	OPINION
I don't have a true allergy to crustaceans, yet, but I watch it, since I've had a globus-like reaction the last few times I ate shrimp.	EXPERIENCE
Now, I'm scared to eat crustaceans myself.	OPINION
It's more of a food sensitivity, which is why I'm aware of the cross reactions.	OPINION
It's all the more important for you with a true allergy.	OPINION
I would continue to take the Benadryl every 6 hours or so until you reach a point of real relief.	OPINION
I believe ChitChatNine said about three days.	OPINION
So, clearly, you're out of the woods, so to speak, but I would keep taking the Benadryl for a couple more days.	OPINION
I know there is a consulting nurse line in Seattle that you can call, too, for answers.	FACT
There is a 24 hour number that your doctor's office should have given you for urgent care when you need to speak with a consulting nurse.	FACT
If not, you can call the 24 hour line connected with Harbor View.	FACT
You can find the number on this page: http://www.scn.org/crisis/medical.html  During the day time, you can also call 211 for the community information line.	FACT
Don't panic that you see the word ""crisis"" in the address.	OPINION
It's a general information page for the Seattle area.	FACT
It even has the number for Bastyr.	FACT
Furballs -- thanks so much for looking up that info for Seattle.	NOT_LABELED
This is what makes us such a special community ..	OPINION
really helping each other!	OPINION
Furball thank you that was perfect information!	OPINION
My hives have cleared up this week, but yes I am staying away from all shellfish.	EXPERIENCE
My husband had shrimp last night but I did not touch it or even handle the shells for that matter.	EXPERIENCE
Good point on the Krill Oil I would have never thought about that also being included in the list.	OPINION
I am definitely glad there are so many resources here in the Seattle area.	OPINION
Good to see you have improved.	NOT_LABELED
Allergic reactions can develop at any point of time.	FACT
It may help to maintain a food dairy and keep monitoring your symptoms.	OPINION
This will help to narrow the search.	FACT
Further allergic testing may be worth looking into.	OPINION
Here, the severity of the allergic reaction is tested and based on this the therapy is planned.	FACT
The dilution of the agent used and the course of therapy are planned according to the severity and with adequate monitoring the person is desensitized.	FACT
Hope this helped and do keep us posted.	NOT_LABELED
Thanks Paderla for the comment, I definitely think that I need to look into some of these reactions after my pregnancy.	OPINION
Right now I would be afraid to have any allergy testing performed in case there was something I had a severe reaction to.	OPINION
But yes keeping a food diary I think is the safest bet.	OPINION
These types of testing for severe seafood, milk, and latex as I understand are done only in a Doctor's office with rescue equipment and/or in the hospital as an outpatient.	FACT
I, too, was hesitant to have my daughter tested when we thought she had a shrimp allergy.	EXPERIENCE
In her case, it turned out to be a laryngospasm and not allergy as she was eating a dish cooked with shrimp!	EXPERIENCE
Actually, what I meant to say is that the above is done only in those settings when it's possible a person has outgrown the allergy and they are testing to see if they still are allergic.	FACT
To the best of my knowledge, as a side note, latex is rarely given subcutaneous to test, to those with documented allergy.	OPINION
That was what our allergist told us.	FACT
Very interesting follow up thank you!	NOT_LABELED
I have been reading more and more into my allergies to get a better understanding of them so this certainly helps :D.	OPINION
