text	factuality
12. Prolonged usage of aloe vera juice can increase the risk of constipation.	FACT
Also, intake of aloe latex can cause depletion of the potassium from the cells of the intestinal lining.	FACT
I too have Crohn's Disease.	EXPERIENCE
I've had it for 16 years.	EXPERIENCE
I went from the mildest case my Gastroenterologist has ever seen to, in his words, become his problem child.	EXPERIENCE
I have been on all the pills including Entocort with a daily Folic Acid.	EXPERIENCE
Crohn's affects everyone differently so the treatments do as well.	FACT
Unfortunately the treatments only work for a finite amount of time.	FACT
Your body will start to resist them.	FACT
Do your research.	OPINION
Talk to your Gastroenterologist.	OPINION
If you aren't being managed by one I strongly suggest going to see one.	OPINION
I have been on most of the biologics such as, Humira, Cimzia, Remicade.	EXPERIENCE
They do lower your immune system so you need to avoid people who are sick.	FACT
There are side affects but they are minimal compared to the side affects of Crohn's.	FACT
The best advice I could give is to watch what you eat, make a good diary of what you eat and when and how it makes you feel, also include how it affects your bowel movements.	OPINION
Write down if they are loose or hard, watery, what color it is, if there is an unusually foul smell, or if you notice any blood.	OPINION
Share this information with your doctor.	OPINION
Talk to a nutritionist to help with planning meals to get your vitamins.	OPINION
Hard thing to do when a person has Crohn's.	OPINION
Try to stay regular when it comes to your bowel movements.	OPINION
The more fibrous the food is will cause pain and constipation.	FACT
Try to avoid nuts, fresh fruit and vegetables, whole grains and dairy since lactose intolerance goes hand in hand with Crohn's.	OPINION
Don't let people convince you to try the latest fads around colon cleansing and probiotics.	OPINION
Always consult your doctor first and I can't stress this enough do your research.	OPINION
Get your rest.	OPINION
Drink lots of water.	OPINION
Limit anything with caffeine.	OPINION
Join a support group.	OPINION
If there aren't any in your area there are several groups on Facebook.	FACT
Tell them what you deal with.	OPINION
They, like me, will gladly try to help you.	FACT
We've all been there.	FACT
We don't want to see others make mistakes if we can help it.	FACT
Crohn's does not have a cure.	FACT
It can and will come back.	FACT
The best we can pray for us to be in remission and symptom free.	OPINION
This is a disease you must be mindful of for the rest of your life.	OPINION
Left untreated it will get worse.	FACT
Take care and good luck.	NOT_LABELED
If you want to talk to me or ask me questions I am on Facebook as Lori Spurgeon from Ottumwa, Iowa.	FACT
Just send me a message to remind me it's you so I will make sure to add you on my friends list.	FACT
The core of the problem is autoimmune, our immune keep atacking our body causes Ulcerative colitis or Crohn.	FACT
I got UC.	EXPERIENCE
Before my immune attacked knees joint, ankylosing spondilitis.	EXPERIENCE
I went to doctor but seems helpless because they kept trying to heal my joint.	EXPERIENCE
The problem is the auto immune.	FACT
It happened 10 years ago.	EXPERIENCE
Until I found mangosteen skin juice named xamthone (indonesia is my country) it helped a lot to control my immune and my joint healed by itself.	EXPERIENCE
I back to normal life and skip drinking xamthone mangosteen skin juice.	EXPERIENCE
3 months ago I got hemorrhoid and fistula, hurt so bad!	EXPERIENCE
I went to doctor and he heal me with 9 injection everyweek to my hemorrhoid and fistula, but he found there are puses in my colon and giving me antibiotics levaquin for 7 days if pus isnt gone yet he asked me to do endoscopy.	EXPERIENCE
Im so afraid what happened to me since I felt better after my hemorrhoid cure.	EXPERIENCE
Then I start search the internet and found that I got ulcerative colitis caused by auto immune.	EXPERIENCE
I start to drink that mangosteen juice anymore and feel better.	EXPERIENCE
Autoimmune causes UC, UC causes hemorrhoid and fistula.	FACT
Before i. Autoimmune causes joint disease ankilosing spondilitis.	FACT
So we need to control our immune and mangosteen skin juice help me (God Jesus showed me) I searched a lot and found that cabbage also helped.	OPINION
Some aloevera helped too..	OPINION
Control the autoimmune first!	OPINION
Go chek the diseases that caused by autoimmune.	OPINION
Hope it helps, Indonesia.	NOT_LABELED
For the past month now, I have had chronic diarreah.	EXPERIENCE
Everything I eat, gives me diarreah.	EXPERIENCE
It is extremely painfull.	FACT
I get cramps that radiate into my legs and down to my feet.	EXPERIENCE
I am litterally screaming in pain, in the bathroom.	EXPERIENCE
I have had this problem since I was a kid, and it seems to have gotten worse recently.	EXPERIENCE
I can't eat anything without getting bad cramps and diarreah.	EXPERIENCE
I have to drink half a bottle of pepto bismol, to keep myself from spending hours in the bathroom.	EXPERIENCE
When the Pepto wears off, I will get woken up at 7:30 am, with bad gas and cramping.	EXPERIENCE
Then the diarreah will start up again.	EXPERIENCE
It will hurt really bad, and then I'll have a movement.	EXPERIENCE
Then I feel ok, and then a minute later, the pain and another small movement comes.	EXPERIENCE
I now have a dull aching that shows up in my feet, right before the cramps and bowel movements start.	EXPERIENCE
The pain gets worse right before I have the movement.	EXPERIENCE
I can't take it anymore!	OPINION
This diarreah is controlling my life and making it very hard to do normal every day things.	EXPERIENCE
I'm stuck at home sometimes cuz I can't stop going to the bathroom.	EXPERIENCE
The pain is excruciating and nothing seems to make it go away.	EXPERIENCE
I take immodiums, but they're expensive and when they wear off, I feel like I wanna die.	EXPERIENCE
I have been to doctors for this same problem, minus the foot pain, and they give me the same line of bull.	EXPERIENCE
It's stress.	EXPERIENCE
It's not stress!	EXPERIENCE
I have nothing to be stressed out about!	EXPERIENCE
My life is pretty peacefull.	EXPERIENCE
I'm desparate for answers and some kind of relief.	EXPERIENCE
I'm hoping someone can help me out here.	OPINION
I've tried telling my friends and they tell me I'm insane an that it's all in my head.	EXPERIENCE
I just wanna scream when they say that to me.	EXPERIENCE
I feel like I'm all alone in this battle and there is no hope of winning it.	EXPERIENCE
Please, anyone, if anyone out there knows what's wrong, please tell me!!	OPINION
I have the same problem, though not as extreme.	EXPERIENCE
It has been getting worse the older I get.	EXPERIENCE
My mom has had the same problems since I can remember, so has my grandpa.	EXPERIENCE
If you find out the answer, I would like to know.	OPINION
I have had several tests and they all come back normal.	EXPERIENCE
I have AS, but I don't think that is a common denominator.	EXPERIENCE
Hi from London.	NOT_LABELED
I have similar stomach problems as those that you have described , I'm 44 years old and this problem started when I was 11 or 12 years old.	EXPERIENCE
I've recently been diagnosed with a condition named BILE SALT MALABSORBTION , Google it and see if it corresponds with your symptoms.	EXPERIENCE
Don't be fobbed off with useless doctors telling you that it's caused by stress , that doesn't help you at all does it.	OPINION
Good luck with it , it's not a nice problem to have and there's no real fix for it :-(  .	OPINION
I now take large quantities of a powder called COLESTYRAMINE (also know by different names).	EXPERIENCE
This powder does sometimes help settle it down , but as I have a particularly bad case of BSM the symptoms never totally disappear.	EXPERIENCE
When doctors fail to diagnose an ailment they often ascribe it to ""stress,"" or ""anxiety.	OPINION
or ""autoimmune,"" a term growing in popularity.	OPINION
I guess it hurts to say, ""I don't know what is wrong with you.	OPINION
Some of those on this forum may be suffering from a pathogen, in which case the most likely culprit is Candida albicans.	OPINION
There are cases of IBS, Crohn's and similar problems in my family.	EXPERIENCE
We are having early success by treating one of the sufferers for candidiasis.	EXPERIENCE
He is taking Lugol's solution since fungicides don't work and have serious side effects.	EXPERIENCE
I should mention that the proliferation of candida is often caused by sugar and starches, antibiotics, and prednisone and inhaled steroids.	FACT
Candidiasis is an under-diagnosed ailment.	OPINION
You have PROCTITIS, and Tenesmus which is very painful bowel-movements is a symptom of it.	OPINION
As the time goes by, the Proctitis just gets worse and worse, i.e., the pain during BM is just unbearable to the point that your toes and feet curl just like Bruce Willis did in Diehard..........................	EXPERIENCE
I had Proctitis for like 12 years and FIXED it with supplements that are Great for the brain which is a Big Bundle of Neurons because I reached the conclusion that I developed Proctitis from some really bad diahrea that I exposed myself to from Chinese food that I consumed for like 15 years.	EXPERIENCE
The explosive diahrea over the years caused my body to get DEFICIENT in some of those Micronutrients that are CRITICAL for neuronal health like Niacin, Magnesium, vitamin K2, etc.......	EXPERIENCE
The malfunctioning or INJURED nerves cause the immune system to attack JUST like it attacks other areas that are injured like a wrist when you sprain it, an infected cut, an insect bite, etc..	OPINION
To FIX those nerves you will need an account at swansonvitamins or any other supplement company to BUY:  Tripple Magnesium Complex 400mg/capsule, Balance B-100, Odor controlled garlic 500mg/capsule, Niacinamide 500 mg/capsule, Time-release vitamin c 1000 mg/capsule, vitamin k2, cayenne pepper capsule and any other supplement you feel like you will need like fish oil.........	OPINION
These are Great supplements for the brain and nerves, heart, bones, etc..  for example, google: ""vitamin k2 parkinson's"" or this one: ""vitamin k2 pancreatic cancer"" Start taking vitamin K2 to make sure YOU DON'T GET CANCER!	OPINION
Protocol for you to fix those nerves: -take 400 mg magnesium daily.	OPINION
take a B-100 capsule with each meal.	OPINION
take 2 of those 500 mg odor controlled garlic capsules with each meal if you can which comes out to some 6 capsules daily.	OPINION
Garlic is very important for fixing this so TAKE as much as you and others around you can tolerate.	FACT
Garlic is SULFUR and SULFUR IS NEEDED!	FACT
take at least 4 of those time-release vitamin c 1000 mg capsules daily so that your body can make the collagen that is needed in your skin.	OPINION
You may want to add L-Lysine to your vitamin-c so that your body can make Elastin which is also needed.	OPINION
take 3 vitamin K2 tablets every day and make sure to take a fish pill capsule every time you take a vitamin K2 capsule.	OPINION
You may consider vitamin k1 for this.	OPINION
Vitamin K2 is critical for the myelin covering nerves to be made in your body.	FACT
take 2 of those 500 mg Niacinamide capsules daily, one in the morning and other in evening after supper.	OPINION
experiment with just ONE cayenne capsule if you buy them but be sure to take it after one of your meals.	OPINION
Your body and nerves there in your colon took years to MALFUNCTION so DO NOT EXPECT RESULTS over night, but I do promise that the Garlic, sulfur, and other micronutrients will fix it IN less than 2 years, and you'll see results within weeks if you take as much of the micro nutrients as posted........	EXPERIENCE
It took my Proctitis about 2.5 years for me to declare myself healed with absolutely NO SYMPTOM.	EXPERIENCE
One more note, do you find yourself having cramps in your calf muscle like I did for years?????  I bet you do!	EXPERIENCE
This is a symptom of Magnesium deficiency!	OPINION
Also every time you go to your doctor your Heart rate is constantly above 90-near tachycardia.........This is also an indication of Magnesium deficiency.	OPINION
go to wikipedia and search: 'hypomagnesemia' then look at the symptoms, and I guarantee YOU WILL SEE THAT YOU ARE DEFICIENT IN JUST THIS ONE NUTRIENT!	OPINION
Niacin deficiency is characterized by 4 D's.... -Diahrea, dermatitis, dementia, death.	FACT
B6 and B12 and folate deficiency equals SHRUNKEN BRAIN which means you have lost Millions of Neurons.........	FACT
You are Deficient in B-vitamins, Magnesium, vitamin K2, VITAMIN C because of the daily diahrea!	FACT
TO fix the Neurons in the colon, you must take alot of these nutrients to counteract the effect of the diahrea so DO NOT DRINK caffeine or Alcohol during this period because these are diuretics and make you urinate alot so you urinate the micronutrients out, and YOU ALREADY HAVE A PROBLEM WITH THE DIAHREA DEPLETING your body of them.	OPINION
THE key to fixing these nerves is taking a bunch of those micronrutrients in my previous post JUST DO NOT take more than 400 mg of magnesium, any more than that and it will become a Laxative.	OPINION
To get more magnesium in your depleted body, Use Epsom Salt in your bathtub when you take a bath!!!!!	OPINION
They told me stress at 1st also!	EXPERIENCE
Turned out its Crohns Disease but I'm still screwed bc I was exposed 2TB when I was a Pharmaceutical Tech and the meds tht help Crohns I CANT TAKE BC OF THIS EXSPOSER 10+ YRS AGO IT REALLY ***** knowing whats wrong but still no help from my Gastro Dr!	EXPERIENCE
Look into LDN for Crohn's.......Buy a odor controlled garlic 500 mg/capsule from swanson because these will help you.	OPINION
taking those garlic tablets is like taking pure SULFUR!!!!! To convince yourself garlic plus all those supplements is what you need go to wikipedia and search ""Humira"" and look at the humira molecule to see all that sulfur...... http://en.wikipedia.org/wiki/Humira.	OPINION
allicin is one of molecules in garlic so look at the sulfur in molecule.... http://en.wikipedia.org/wiki/Allicin.	FACT
Try the garlic supplements to see how much they help with the inflammation, but you better add all the other supplements like I posted before you come down with problems like osteoporosis.	OPINION
Your problems could be from a variety of things.	OPINION
I had Achilles tendon surgery about two months ago and develop a weird symptom of having extreme foot pain when I need to have a bowel movement or during the bowel movement.	EXPERIENCE
It is a nerve issue.	EXPERIENCE
However, I do need to add that I also suffer from Ulcerative colitis (similar to Crohn's disease).	EXPERIENCE
The pain the legs and feet are from nerves but you need to be checked by a Gastrointestinal doc for Crohn's disease, ulcerative colitis, celiac disease..	OPINION
among others.	NOT_LABELED
Did your pain in your foot with bowel movement go away?	FACT
I had tarsal tunnel and plantar fasciitis surgery 4 weeks ago and 2 weeks ago, I began to have burning on the ball of the foot with bowel movement.	EXPERIENCE
It's pretty painful and the surgeon has no answers and has never heard of this.	EXPERIENCE
Please email me with update:  ***@****	NOT_LABELED
I have had Crohn's disease for about 3 years and I am having problems with vomiting and I don't know what to do!!	EXPERIENCE
If you have any advice please help, I feel lost!	OPINION
I have some problems swallowing and I frequently feel like there is something in my throat ready to come up.	EXPERIENCE
I was vomiting almost every night for about two weeks I then felt a little better and it only occurred every couple of days.	EXPERIENCE
Well right now I can't hold anything down.	EXPERIENCE
I'm afraid to eat, but I am hungry.	EXPERIENCE
I am now starting my days vomiting, sometime in the first couple of hours I wake up.	EXPERIENCE
I also started vomiting more than once a day.	EXPERIENCE
I went to the dr. last week with my son (mon.) I weighed 149.	EXPERIENCE
Today we went back for a med check for him and I weigh 139 (wed) I tried for a couple of years after the last steroids to lose weight but couldn't do it.	EXPERIENCE
So no its not normal.	OPINION
I have nausea and vomiting and I can't sleep at night.	EXPERIENCE
Any advice..............PLEASE HELP!	NOT_LABELED
Hi - can only suggest you see a gastro soon and perhaps have an upper endoscopy, and/or small bowel follow through to check for any obstructions which may be causing the vomiting and swallowing problems.	OPINION
What meds are you on for Crohn's?	OPINION
Azathioprine made me vomit and have diarrhea at the same time -	EXPERIENCE
I only took it for 2 days and was so ill a doctor had to come to my home - he gave me an anti-nausea shot and advised me to stop the drug immediately.	EXPERIENCE
Since then I have been on methotrexate injections weekly and doing fine.	EXPERIENCE
Sudden weight loss of that order really needs to be addressed quickly, as you will be become malnourished.	OPINION
Take care, Liz in Cornwall,England.	NOT_LABELED
Hi Liz, Thanks for the advice.	NOT_LABELED
I am taking Asacol right now.	EXPERIENCE
I took Azathiorine before and ya' I didn't care for it.	EXPERIENCE
Please keep in touch, its great talking to people who understand what I'm dealing with and who understand crohns.	OPINION
The closest support group to me is about 2 hours away And my poor husband and kids have never met anyone other than myself who has had crohns.	FACT
We are still learning so much.	OPINION
Thanks for your advice, its much appreciated!	OPINION
Hi there - not sure if I had Asacol, had so many different drugs over the past 38 yrs, as well as 30+ yrs of steroids - a no no now, but that was the only drug available to bring a flare into remission in those days.	EXPERIENCE
IBD drugs have come on in leaps and bounds in recent years, and although I am very stable on methotrexate there are some much newer drugs, anti-TNF biologic therapies, like Humira, Cimzia, Tysabril and Infliximab which gives one hope for the future.I don't know where you live, but believe these drugs are now available in the US but are still being trialled in the UK.	EXPERIENCE
My gastro said he has never known anyone tolerate methotrexate for 7 years without serious liver side effects, but guess I have always confounded general medical issues - didn't ""present"" normally with Crohn's - no pain, just severe diarrhea and weight loss, and when I got breast cancer 5 yrs ago, I had no palpable lump.	EXPERIENCE
It was found on a regular 3 yrly mammo, which is all we get here in England with our socialised health service.	EXPERIENCE
If I had known what I know now, I would have had private mammos in the intervening years, and perhaps the cancer would not have spread to my lymph nodes.	EXPERIENCE
Being a glass half full person, I try and find something positive in each and every day now, rather than dwelling on the past, or what may happen in the future.	OPINION
I do my research, am able to talk articulately to my doctors, and just so pleased to be alive, even with a somewhat curtailed lifestyle.	OPINION
Hope you get some relief soon for your symptoms - if I can help in any further way, just let me know.	OPINION
Take care, Liz.	NOT_LABELED
Hi again, just had a thought that may help you.	OPINION
When I was on FEC chemo for breast cancer, I was very sick (vomiting and diarrhea) and couldn't even eat a mouthful of home made vegetable soup with the solids strained out without rushing to the loo.	EXPERIENCE
My Oncologist prescribed a small daily dose of dexamethasone (a steroid) and got the hospital to send me a huge carton of Fortijuice - a vitamin and mineral juice type drink - 9 different flavours, all yucky, but I had to have some nourishment to stay alive.	EXPERIENCE
Each carton had 300 cals and I had to sip 3 cartons a day.	EXPERIENCE
Did the trick!	NOT_LABELED
I also had bad nausea, and found that any drink with ginger in it did quell it somewhat.	EXPERIENCE
I seemed to have drunk gallons of non alcoholic ginger beer (cloudy and fizzy) and ginger ale (clear and fizzy), plus the occasional treat of Stone's Green Ginger wine - slightly alcoholic, topped up with ice and ginger ale.	EXPERIENCE
These drinks stopped me from becoming dehydrated.	EXPERIENCE
I did lose some 28 lbs during the 4 months of FEC chemo, but have put it back on thankfully and am steady at 112 lbs.	EXPERIENCE
perfect for my small frame and height.	OPINION
Just a thought - many of my bc sisters have also found ginger very helpful in dealing with constant nausea.	OPINION
Li.	NOT_LABELED
Liz, Thank you so much.	NOT_LABELED
Your comments prompted me to get myself to the dr.	FACT
I feel so much better.	EXPERIENCE
I am able to eat (with limitations) but I am holding my food down.	EXPERIENCE
I haven't had any vomiting and very little nausea.	EXPERIENCE
I am still have a lot of joint pain and I need to go see the doc again re: that symptom.	EXPERIENCE
Do you suggest any meds with little side effects.	OPINION
The doc gave me percocet for the pain but that isn't working so well.	EXPERIENCE
I didn't want to go the standard route of steroids to cure the flair up and thankfully the doc is treating my symptoms individually.	EXPERIENCE
I hope you are doing well, I'm so happy to have found a crohns friends with the same ""happy to be alive"" feeling that I have.	OPINION
I feel good on this forum being able to talk about my disease without feeling like I'm complaining.	OPINION
My husband says I never tell him when I'm not feeling well.	FACT
But I'm so happy to be on this earth with my children that I don't like to complain about my crohns.	OPINION
thanks for all the advice.	NOT_LABELED
Hi - good to hear you are feeling a tad better and eating a little.	OPINION
Not sure which meds you want advice on - I take, on rising, one codeine phosphate (helps with the lower abdomen pain), one imodium, to slow down the motility, one folic acid (necessary when taking methotrexate) and inject myself with 12.5mg of methotrexate weekly.	EXPERIENCE
(I take other meds for breast cancer and osteopenia).	EXPERIENCE
Mtx can be very toxic to the liver especially, but I have monthly blood tests and am tolerating it well.	EXPERIENCE
I don't feel I have side effects at all from mtx, but have had to stop my bc med, Arimidex, which has caused severe joint pains (hips,hands & feet).	EXPERIENCE
Stopped 4 weeks ago and the pain has diminished somewhat.	EXPERIENCE
Seeing GP 28th May for referral to a new Oncologist as mine retired last year.	FACT
You are right to steer clear of steroids.	OPINION
When I was dx in 1970, the dark ages as far as Crohn's was concerned, the only med to bring a flare into remission was prednisone, and the thinking then was it would keep one in remission, which has now been proven to be inaccurate.	EXPERIENCE
I was on steroids, varying amounts, for 30 yrs and this has played havoc with my bone density, which is classed osteopenic after various DEXA scans.	EXPERIENCE
I take alendronic acid (a bisphosphonate) weekly, and daily Calcichew/Vit.D to strengthen my bones and prevent further loss.	EXPERIENCE
Nobody told me all those years ago that steroids did this, perhaps they didn't know, but even if they had, there was no alternative to steroids.	EXPERIENCE
Happily, there are so many new drugs now for Crohn's, it seems to be a question of trial and error to find one that keeps you in remission.	OPINION
Guess I discovered the holy grail when I found mtx on the internet and badgered my then gastro to prescribe it off licence.	OPINION
It is still not licensed in England for Crohn's as the mfrs feel there are too few patients to make the licensing costs worthwhile.	FACT
Are you on an immuno-suppressant?	FACT
I remember some years ago when the Crohn's & Colitis Foundation of America (CCFA) had a website where questions were answered foc by a retired gastroenterologist, Dr. Eugene May.	FACT
That forum is now defunct, due to legal problems, diagnosing/prescribing over the net.	FACT
However, Dr. May did say that Crohn's patients should always be on an immuno-suppressant (like mtx), because the disease is incurable.	FACT
I have not had a flare since taking mtx, except for a bad one when having FEC chemo for breast cancer and had to stop the mtx.	EXPERIENCE
Take care Li - always happy to share my own experiences with you if I can help at all.	OPINION
Liz.	NOT_LABELED
Hi Liz, Hope you had a great weekend.	OPINION
Im in the same boat!!	FACT
I wake up vomiting and cant hold anything down.... When its that sever it lasts about 2 weeks and then I'll go down to 2-3 times a week.	EXPERIENCE
Even if i just have some water in the morning I might vomit.	EXPERIENCE
I'm currently on pentasa, and going to start predisone in July.	EXPERIENCE
Im VERY nervous.	OPINION
I rather vomit then go threw all the side effects I've heard of!!!	EXPERIENCE
But vomiting is affecting my daily life.	EXPERIENCE
I think its been about 5 days since I last threw up and thats the longest of gone since probably November.	EXPERIENCE
Now its coming out the other end (I think is worse) Im going any where from 4-10 times a day and its not nice!	EXPERIENCE
So I dont think theres much you can do.	OPINION
Its just living with crohns!!	OPINION
Ive tried changing how I eat and even that hasnt made a difference.	EXPERIENCE
If you find anything that helps please let me know!!	FACT
The Dr. gave me compazine for the vomiting.	EXPERIENCE
I helped but I had to stop taking it because it made my joints hurt too much.	EXPERIENCE
How are you doing on the prednisone?	FACT
I am a former patient of Dr may and I have a question I need to ask him is he still available?	FACT
I've had Crohn's for 18 years, and I've had my share of meds.	EXPERIENCE
Prednizone, Sulfasalazine (Azulfidine), and more recently ENTOCORT EC (a nonsystemic corticosteroid)- basically works like a steroid without going into the bloodstream, so it has very limited side effects.	EXPERIENCE
My Crohn's has always been upper track, especially in the stomach.	EXPERIENCE
If my stomach is upset with stress, booze, or too much acid I get horrible stomach pains and usually vomit and dont eat for several days.	EXPERIENCE
My health insurace decided to stop covering my medicine for heart burn, Protonix, they want me to use over the counter digestive band aides.	EXPERIENCE
This stresses me out, so I get sick.	EXPERIENCE
I also manage my Crohn's with Canabis.	EXPERIENCE
When I first started smoking, my major symptom-appetite loss all but disappeared.	EXPERIENCE
Then I was able to start looking at other supplements and how to treat Crohn's with better eating.	EXPERIENCE
No more red meat, especially red meat that is fed with corn- this means no fast food, no mystery meat!	FACT
I had an almost immediate health turn around after making this change.	EXPERIENCE
No more corn!	OPINION
Especially processed corn, it destroys your insides by throwing off the natural fatty acid balance.	OPINION
Supplement with fish oil to help with this.	OPINION
When your DR prescribes antibiotics, make sure to take Probiotics to increase healthy micro-flora.	OPINION
Find out where you need nutrients and supplement wisely.	OPINION
Exercise exercise exercise!	OPINION
Seek counseling and find others who have the same troubles and talk about it.	OPINION
Better to get it out than hold in in your stomach!	OPINION
Be well.	NOT_LABELED
I am a 25 year old female.	FACT
I was diagnosed with Ulcerative Colitis almost a year ago after having a bad attack after pizza one weekend that never went away.	EXPERIENCE
It took about 3 months of extreme pain, biopsys, barium tests, and a colonoscopy to find out what I was sick with.	EXPERIENCE
I spent 3 months off of work resting at home because I became so sick and malnourishment and too many trips to the bathroom to count.	EXPERIENCE
The pain I experienced was horrible.	EXPERIENCE
I would get bundled over with abdomal pain and just start crying in front of my customers due to the insane pain.	EXPERIENCE
I was put on my first treatment of ENTOCORT EC for 4 months along with Protonix for the heartburn, and another pill for the nausea.	EXPERIENCE
I was able to return to work after 3 months but was still feeling very ill.	EXPERIENCE
Its been almost a year and I am not healing as suspected so I am on my second round of treatment with Entocort and protonix.	EXPERIENCE
I am struggling to find out what my body can eat and what it cant.	EXPERIENCE
I am still throwing up a few days in a row in the mornings no matter what it is that I eat and It seems that when I start to feel ill it last about a week.	EXPERIENCE
Everyday is a different story and that is frustrating in itself.	OPINION
This has taken a toll on my normal cheery self and the steroids give me horrible side effects including: depression, insomnia, weight gain, sweats, nausea, etc.	EXPERIENCE
The depression is the worst, I feel very angry that at 24 years old I have been handed this card and I am not able to live the life of a normal 25 year old right now.	EXPERIENCE
Its going to take some time to get use to the idea but I believe everything happens for a reason and we arent given more than we can handle...most of the time.	OPINION
I wish the best of luck to everyone and Its not an easy journey but you are a stronger person for doing it.	OPINION
Begin by only eating brown rice and soy yogurt.	OPINION
Make a record of food that make you sick.	OPINION
Basil and many spice made me sick.	EXPERIENCE
People think I am crazy but it works.	OPINION
Hi, my boyfriend got diagnosed with Crohn's disease last year and has been hospitalized around 6 times.	EXPERIENCE
He has been on a few different medications and all seem to do NOTHING.	EXPERIENCE
He has now been throwing for the last 2 days, trying to only eat what the Dr. told him (soup broth, ginger ale & crackers).	EXPERIENCE
The interesting thing is he isn't throwing up any food, its all acid & the last 2 days its been just about every 2 hours.	EXPERIENCE
He's taking 6mp right now & refuses to take the nausea meds cause it gives him a horrible migraine.	EXPERIENCE
Is there something the Dr. is missing, not giving him, or any other medications out there that work better in these cases?	OPINION
If so I would greatly appreciate some advice.	OPINION
Thank You!	NOT_LABELED
Hi All, I thought I would let some people know what my experiences were.	OPINION
I have Ulcerative colitis, and really from the start (3 - 4 years) i have had constant morning nausea.	EXPERIENCE
To be 100% honest, I get nausea and dry reaching / vommiting, but it is almost always when I get up, and before I eat, normally in the shower i have 5 - 10 mins of dry reaching.	EXPERIENCE
It is not effected by bowel movements, i.e I have not gone to the toilet or even after I still get it.	EXPERIENCE
I changed my meds from salfa to mesaline and that made a 10% difference, certainly not signifant but enough to offer a little relief.	EXPERIENCE
I have not found a solution to preventing something like this, and again being honest its something that I have almost gotten used to, its not something that I like to have to go through every morning, nor is it nice for my partner to listen to, but I certainly am getting used to it, and not eating before makes it a little easier, if i was to have breakfast then be sick, i would not be able to handle it, so I normally don't eat breakfast.	EXPERIENCE
Sorry its not a solution, rather another perspective.	OPINION
Just wondering if ant fellow crohnies out there have had kidney trouble.	OPINION
Like stones, chronic uti - bladder-kidney infections, urinating up to 20 times aday everyday?	FACT
if anyone has info or exprience please let me know.	NOT_LABELED
Thanks,Pro2675.	NOT_LABELED
Hello!	NOT_LABELED
Have any of you, who have problems with vomiting, tried this.	FACT
http://www.ancient-minerals.com/ Magnesium is not well absorbed if small intestine is affected, and deficiency can cause many problems.	FACT
Magnesium can be absorbed trough skin and this may help.	FACT
I'm having problems with absorbtion (just muscle spasms so far) Just to add - I'm at the beginning of road to Chron's (35 years, male).	EXPERIENCE
Scared to death, because It is in my small intestine.	EXPERIENCE
So far I have just had two nights of stomach pains.	EXPERIENCE
No meds at this time, doctors think I'm just another nut patient.	EXPERIENCE
Sometimes just wish to die, frustrated to the end.	OPINION
Sorry for my english, I come from Europe.	FACT
God bless you all!	NOT_LABELED
Primus75.	NOT_LABELED
I was dignosed with Crohns over the Christmas holiday 2011 after spending the night in the ER, with what I thought was a violent case of the stomach flu.	EXPERIENCE
I do not have medical insurance therefore have not been to my Primary Care Dr. for any follow up.	EXPERIENCE
I seem to get sick to my stomach ALL the time.	EXPERIENCE
I could be riding in the car and all of a sudden I have to throw up.	EXPERIENCE
I'm not one for taking ""Modern or Western medications""would love to treat this as homeopathically as possible.	OPINION
I go from feeling great to feeling like a have the flu in a matter of minutes sometimes.	EXPERIENCE
My husband just thinks I've turned into a complainer and has little to no sympathy, which is emotionally rough.	EXPERIENCE
Any thoughts or words of wisdom from any Crohns Vetrans?	OPINION
Heide.	NOT_LABELED
hi, my daughter has the same thin vomoting acid, she is on sulfolk anti inflamitrys and that is all	EXPERIENCE
she waz doing well on probiotics,everymorning, vitaminc with glutamine,and then red paw paw, mist a couple weeks while she waz in london and has now bin sick 4 over a month.	EXPERIENCE
in the last week and a half she has bin vomiting everytime she eats a little, but its like acid, water, bin to docs, nothing else has bin given, im a bit worried she has lost 4 kilo in three days.	EXPERIENCE
red paw paw is one food that is staying down.	EXPERIENCE
also gingerbeer mkes her feel betta.	EXPERIENCE
i dont agree with sterriods either, but would use for 3 days in an emergency, if i felt her bowls where gonna burst.	EXPERIENCE
this is something new for us, the vomoting thing, if anyone has any ideas would be great, she waz only diagnosed 4 months ago.	EXPERIENCE
x jade.	NOT_LABELED
Buy aloe vera juice, drink it before bed.	OPINION
Not the sugary drink but the stuff at the health food store.	OPINION
Cut out wheat from your diet....it inflames.	OPINION
Corn is also iffy.	FACT
Grains are hard on the system.	FACT
Ask your doctors to put you on the steroid treatment and good luck.	OPINION
Buy aloe vera juice, drink it before bed.	OPINION
Not the sugary drink but the stuff at the health food store.	OPINION
Cut out wheat from your diet....it inflames.	OPINION
Corn is also iffy.	FACT
Grains are hard on the system.	FACT
Ask your doctors to put you on the steroid treatment and good luck.	OPINION
Google wheat and how horrible it is on the body.	OPINION
Go glutten free and cut grains as low as possible.	OPINION
I agree with thr cannibis!	OPINION
Its the ONLY thing that helps me!	EXPERIENCE
Also yogurt and rice.	EXPERIENCE
I have been on Orednisone at high doses, for 30 years as I sit here, with 8 fractured vertebrae and 2 fractured Prlbis', I am MOW wondering if it was worth it!	EXPERIENCE
HOWEVER my Rheumy has dropped my Prednisone from 80 mg/ day, to 7 1/2/ day, and I feel HORRID!	EXPERIENCE
