text	polarity
Visit urgent care Sunday, he thought it might be reaction to pineapple, gave me steroid shot, no improvement yet, trying to follow up with PCP.	NEGATIVE
Hello again, You are very welcome.	POSITIVE
Just wondering , what is PCP ?	NEUTRAL
Eve.	NEUTRAL
Primary care physician.	NEUTRAL
Hi again, That's what I thought PCP stood for but wasn't sure.	NEUTRAL
I think it is a good idea that you are going to see your family doctor about this.	POSITIVE
I hope you are starting to feel better.	POSITIVE
Oh! Bad pineapple.	NEGATIVE
Hope you're okay by now.	POSITIVE
I'm not, doc thinks it may be thrush mouth due to antibiotics, been on Clotrimazole 10 mg Troche for fourth day, no change tho.	NEGATIVE
Not sure what's happening.	NEUTRAL
pls go and see an doctor for testing intolerances like fructose and histmaine.	NEUTRAL
Both intolerances are nowadays common, but the reason why it's going to be more ""popular"" as itself is unkown.	NEUTRAL
Mostly its a ""cross-allergy"".	NEUTRAL
Anyway, I don't know a lot about fructose and this stuff.	NEUTRAL
But I'm sensitive to histamine and that's why I know that fruits are high in histamine.	NEUTRAL
Maybe you will find your anwer with this ;)	POSITIVE
As soon as you get tested positive to histamine, I really can recommend Daosin.	POSITIVE
It's easy to take.	POSITIVE
You eat one cap right before you eat, and it's avoiding the allergic reaction.	POSITIVE
That's it, you'll be fine with that.	POSITIVE
Best of luck!	POSITIVE
I thought I'd kick off a very short post about latex allergies.	NEUTRAL
It is becoming increasingly common, and one way we screen people for potential latex allergies in the hospital is by asking about food allergies.	NEUTRAL
Because some proteins in rubber are similar to food proteins, some foods may cause an allergic reaction in people who are allergic to latex.	NEUTRAL
The most common of these foods are banana, avocado, chestnut, kiwi fruit and passion fruit.	NEUTRAL
If you've ever eaten these foods, and have a funny ""tingly"" feeling in your mouth, or rash around your mouth after eating them, mention this to your doctor the next time you go.	NEUTRAL
You may be latex-sensitive.	NEUTRAL
Peek, are you okay with contact latex from glove exposure through the years?	NEUTRAL
Here is a good website on Cross Reactions (Latex - Food) I have in my bookmarks.	POSITIVE
Allergic Cross Reactions - Latex, Fruit, Nuts, Pollen, other -- Good information with % of possible incidence.	POSITIVE
http://www.allergyclinic.co.nz/guides/42.html.	NOT_LABELED
It wasn't until my daughter had an anaphylactic reaction from a plum (out of the blue) that her kean allergist suggested a blood test for Latex and it was very positive.	NEUTRAL
Latex and foods .. people rarely connect the two!	NEUTRAL
Believe it or not, I've not had any problem with latex allergies, despite over 30 years of constant exposure.	POSITIVE
And I'm a fairly allergic person, with asthma, many drug allergies, cat allergies...just not latex.	NEGATIVE
I've seen many of my coworkers develop it, though.	NEGATIVE
Most of our gloves and supplies are latex free, now.	POSITIVE
I find that to be very interesting.	POSITIVE
I didn't know there was a correlation between the proteins.	NEUTRAL
My daughter is allergic to latex, banana, kiwi, and avocado.	NEGATIVE
She carries an epi pin due to the avocado allergy.	NEUTRAL
I would strongly suggest your allergist tests for latex via blood (not skin) ...	POSITIVE
bet you my bottom dollar (although I'm not a doctor) she will show + to latex to some degree with her history.	NEGATIVE
But, I hope not.	NEUTRAL
If she is + avoidance is the key element to latex -- it never really gets better -- it can get worse with repeated exposure.	NEGATIVE
And a medic tag is really important in emergency and/or hospital settings with latex all around.	NEUTRAL
My daughter does not get eczema ..	POSITIVE
she gets anaphylaxis symptoms.	NEGATIVE
(mild) The last time it was severe stridor and very scary but she was ok after our trip to the ER.	NEGATIVE
Hindsight 20/20 we should have used the epi pen.	NEUTRAL
Hidden nuts or plum juice in a peach gummy ring candy was the culprit when she never reacted to nuts like that before.	NEGATIVE
My daughter with the plum and stonefruit has the latex connection ...and, of course, the hazelnuts being Class IV out of VI.	NEUTRAL
My daughter is married and on her own now.	NEUTRAL
She found out the hard way about the latex allergy.	NEGATIVE
Let's just say her first experience with a condom was a nightmare!	NEGATIVE
LOL.	NOT_LABELED
Oh man, silly me --- I missed the first word in your dd's allergies LATEX!	NEGATIVE
Where is that dummy icon I ask ?!	NEGATIVE
Um uh on your other comment ..	NEUTRAL
Oh, my.	NOT_LABELED
Yes, a condom ""incident"" can be awful.	NEGATIVE
I have a long list of food intolerances--grains, diary, sesame, soy--and have reacted to band-aids and the latex in the collars and cuffs of turtlenecks and socks, so I'm pretty sure I have a latex sensitivity--I make it part of my medical record to be on the safe side.	NEGATIVE
A couple of years ago I was began getting reactions to fresh fruits--first signs of mouth swelling, rashes.	NEGATIVE
I was really bummed that I was losing another huge food group.	NEGATIVE
Then I read somewhere that birch was a stong cross-reactor with latex and stone fruits, and realized the Tom's toothpaste I used three times a day was sweetened with xylitol made from birch bark.	NEUTRAL
Apparently xylitol also occurs in fruits (raspberries and plums are mentioned most often), mushrooms, and corn.	NEUTRAL
Maybe it was a coincidence, but I quit using the toothpaste and my reactions to fruit have mostly stopped, though I have to be careful not to eat too many raspberries.	POSITIVE
I can relate to the food sensitivities issue all too well myself.	POSITIVE
It can get really frustrating to deal with some days.	NEGATIVE
Everything you said about stone fruits is what I was told one time in the hospital, too.	NEUTRAL
I didn't know that it was xylitol that made raspberries a problem food for me, but now I know why they bother me.	NEGATIVE
I used to love going to my grandparent's house and pick the fresh raspberries off of the vine, too.	POSITIVE
I definitely have the latex sensitivity myself, because it will definitely burn my skin.	NEGATIVE
I know about some of the cross reactions.	NEUTRAL
You're right about it being a huge food group.	NEUTRAL
All because of birch!	NEGATIVE
I make it a point to tell my doctors that I'm allergic to latex and band-aids every time they draw blood, too, because the lab techs don't always read the allergy bands that the hospital puts on my wrists.	NEGATIVE
I still have to remind my primary care doctor about this one.	NEGATIVE
One that isn't always mentioned, but is still actually a stone fruit is avacado.	NEUTRAL
I was also told that bananas have the same protein in them as latex.	NEUTRAL
They're also ""binding"" for me.	NEGATIVE
I didn't know mushrooms were in this category, I just knew I couldn't eat them either.	NEUTRAL
You're right, this pretty much wipes out the fruit category.	NEGATIVE
Do you also have problems with mints and other herbs?	NEUTRAL
I noticed that you already mentioned cinnamon.	NEUTRAL
All peanuts and tree nuts are out for me, too.	NEUTRAL
And, anything in the sunflower family, which is another huge family.	NEUTRAL
If you're allergic to sunflower oil and seeds, steer clear of calendula oil.	NEUTRAL
Calendula is a very close cousin to marigolds.	NEUTRAL
I found out the hard way that they're also in the sunflower family.	NEGATIVE
Here's one I bet you didn't know: Lettuce, spinach and dandelions are all in the sunflower family, too.	NEUTRAL
Well, that explains why I'll get nauseous and throw up if I try to eat the stuff.	NEGATIVE
I can't remember which forum I read, but I have found out that this huge laundry list of food sensitivities that is caused by the cross-reactions to birch is called Oral Allergy Syndrome.	NEUTRAL
I know about the mouth blisters inside of the mouth only all too well.	NEGATIVE
I've always had some of these blisters from certain foods and substances, but I've noticed that some things are worse than others.	NEGATIVE
Citrus is one of the worst ones as far as the blisters inside of the mouth.	NEGATIVE
My lips don't like citrus either.	NEGATIVE
I'll bet most of our food sensitivities are exactly the same because of that definite allergy to birch.	NEUTRAL
It's funny how the food sensitivities tests all have come back negative, even though I know I have bad reactions to these foods and will be sick.	NEGATIVE
But, I'm definitely allergic to birch, as in true allergy.	NEUTRAL
So, that explains the laundry list of food sensitivities and the latex and band-aid sensitivities.	NEUTRAL
Thanks for the link to the allergy cross reactions page.	POSITIVE
I bookmarked this page for myself, too.	NEUTRAL
And, I'll pass on this link to a good friend of mine who has the same problem that we both obviously share here.	NEUTRAL
WOW ...I have to say I've learned a lot from these posts and have been dealing with latex allergy for 8 yrs now!	POSITIVE
The Xylitol is new to me and I will mention it to my daughter to be careful for that ingredient.	NEUTRAL
She is super allergic to birch pollen and mugwort which is a weed that cross reacts with raw carrots ..	NEGATIVE
she gets huge swelling inside her mouth in the OAS you describe above.	NEGATIVE
There is a small % of OAS that can migrate into Anaphylaxis so avoidance is key.	NEUTRAL
Hehehe.... My first experience with err latex was errr very embarrassing.	NEGATIVE
I've been telling people about the Latex-avocado cross allergy for a while.	NEUTRAL
I'm a nerd, and typed all the things that bug me in the search on Google a couple years ago, and found out about it.	NEUTRAL
I have a very mild reaction to latex, however my reaction to banana's and avocados is increasingly getting worse.	NEGATIVE
My biggest fear is I'm pre-med, and allergic to latex.	NEGATIVE
I really really hope this will not affect my career!	NEGATIVE
Interesting that some of you mention Xylitol as well.	NEUTRAL
I mentioned in wannabenana`s post my son`s horrendous oral exzema that undoubtedly keeps happening when we use Xylitol products.	NEGATIVE
I couldn`t believe it since it is 100% natural sugar but now it occurs to me that he ate tons of avocado around his first birthday and I am very allergic to birch pollen.	NEUTRAL
Nowadays he hates avocado and banana.	NEGATIVE
I wonder if there is a link.	NEUTRAL
Latex is still okay though.	POSITIVE
Our dental hygienist uses latex-free gloves, as she says not for her own sake but to avoid allergic reactions in patients` mouths.	NEUTRAL
You may want to have him tested (via blood) to know  because repeated expsosure must be limited or else it can get worse.	NEUTRAL
Glad the dentist uses non-latex gloves, but with his history,it's probably best to know for sure.	POSITIVE
Well everyone can't believe I am posting this, after 36 years and literally probably 25 years of eating shrimp I had my first reaction to it 3 days ago.	NEGATIVE
All I had was cocktail shrimp and cocktail sauce.	NEUTRAL
The same sauce I used last week.	NEUTRAL
This time I just ate more shrimp then I normally do.	NEUTRAL
I had no sides or anything with the shrimp just cocktail shrimp.	NEUTRAL
And literally 2 hours later I broke out in welts on my thighs and my upper arms.	NEGATIVE
My throat started getting swollen but luckily not to the point where I couldn't breath.	NEGATIVE
I took Benadryl that night and it helped with the rash but the symptoms have literally lasted about 3 days now.	POSITIVE
I have spoke to some people about this that have allergies and they have mentioned that I will now have to be concerned with Iodine.	NEUTRAL
I remember when I got a cat scan back when I was like 18 or so they asked me if I was allergic to eggs before they injected the iodine.	NEUTRAL
So should I also be concerned about my egg intake too?	NEUTRAL
Hi Seattle, WOW ..that's scary.	NEGATIVE
I'd be sure to stay away from shrimp and anything that shrimp comes in contact with including other shellfish.	NEUTRAL
Definitely see an allergist for some skin and RAST tests to help identify your allergy and any other unknown possibilities, too.	NEUTRAL
Iodine and shellfish I think are similar.	NEUTRAL
Not a bad idea to carry a medic card and wear a medic tag in case of emergency and unable to speak re your allergy to the shrimp.	NEUTRAL
Yep, unfortunately 3 days sounds about right ..	NEUTRAL
if your rash persists you may want to see your Dr for prednisone added to your regime :(	NEGATIVE
Your system sounds like its still reacting long after the allergen has been ingested.	NEGATIVE
What you describe can manifest into an anaphylactic reaction with future/repeated exposure ..	NEUTRAL
I'd see an Allergist ASAP or your family doc at the very least to obtain an Epi Pen prescription and carry two with you ..	NEUTRAL
Seafood, nuts, and insects have a high likelihood of rebound where one injection isn't enough as you wait for EMS or enroute to the ER.	NEGATIVE
Hope this never happens again, but wanted to share some thoughts with you.	NEUTRAL
Two of my daughters are anaphylactic to several things ..	NEGATIVE
we've been in the ER 2-3X ..	NEGATIVE
it's scary.	NEGATIVE
Hang in there and others may have info for you re eggs ..	POSITIVE
am not sure on that at all.	NEUTRAL
One other off the wall thought ..	NEUTRAL
The cocktail sauce may contain horseradish which is in the mustard family --- watch for future mustard family ingestions.	NEUTRAL
Also, maybe use our food diary to track what you eat and reactions.	NEUTRAL
Be well, C~	NOT_LABELED
Meant to also suggest the Allergy Tracker: Food Diary: My Diet Diary App.	NEUTRAL
And our latest is Pic Healthy where you can easily snap a photo and then list your reaction: C~	NEUTRAL
Thanks so much for this information ChitChatNine :)	POSITIVE
Yeah I definitely have to look into the eggs aspect and a concern with the iodine for future medical history.	NEUTRAL
I don't think it is the horseradish because I have even used that alone on sandwiches as a spread.	NEUTRAL
This is the first time I really ate a good helping of shrimp and had nothing else with it to maybe help absorb the allergen.	NEUTRAL
Geez learn something new about my body all the time and I guess this is just one of them.	NEUTRAL
Looking forward to my rash going away and the throat soreness.	NEGATIVE
It's getting better just amazing that it takes a while to get out of your system.	POSITIVE
Also meant to mention, too, that when you take Benadryl for a reaction like yours, you must be very very careful 6hrs later when the Benadryl wears off because sometimes you can have a rebound reaction because the antihistamine is no longer working in your body ..	NEGATIVE
and that rebound can be more serious than the original episode.	NEGATIVE
Our allergist told us about that rebound and when my dd had a serious reaction she insisted I sleep in the same room with her ..	NEGATIVE
she was fine, thankfully.	POSITIVE
Last night was the first night I did not take any Benadryl.	POSITIVE
I hate taking stuff :(	NEGATIVE
I have taken it for the last 3 nights so wanted to see how I did with my hives.	NEUTRAL
So I am glad you posted about rebound reactions because yes sure enough my welts have returned, not as bad as they first were but they returned.	NEGATIVE
So I put Cortisone cream on them to see if this helps.	NEUTRAL
That Benadryl spray just seems to burn and make my legs stick together :(	NEGATIVE
How long can the rebound reaction last?	NEUTRAL
Forgot to ask that lol.	NEUTRAL
I can't answer that last question, but I do know this one for sure: Cross reactions must be taken seriously now.	NEGATIVE
So, no lobster and no crabs either.	NEUTRAL
And, since krill are also a related crustacean, you won't want to supplement with krill oil either, even though it's supposed to be superior to fish oil in the way of animal based omega 3 fatty acids.	NEGATIVE
I don't have a true allergy to crustaceans, yet, but I watch it, since I've had a globus-like reaction the last few times I ate shrimp.	NEGATIVE
Now, I'm scared to eat crustaceans myself.	NEGATIVE
It's more of a food sensitivity, which is why I'm aware of the cross reactions.	NEGATIVE
It's all the more important for you with a true allergy.	NEUTRAL
I would continue to take the Benadryl every 6 hours or so until you reach a point of real relief.	NEUTRAL
I believe ChitChatNine said about three days.	NEUTRAL
So, clearly, you're out of the woods, so to speak, but I would keep taking the Benadryl for a couple more days.	NEUTRAL
I know there is a consulting nurse line in Seattle that you can call, too, for answers.	NEUTRAL
There is a 24 hour number that your doctor's office should have given you for urgent care when you need to speak with a consulting nurse.	NEUTRAL
If not, you can call the 24 hour line connected with Harbor View.	NEUTRAL
You can find the number on this page: http://www.scn.org/crisis/medical.html  During the day time, you can also call 211 for the community information line.	NEUTRAL
Don't panic that you see the word ""crisis"" in the address.	NEUTRAL
It's a general information page for the Seattle area.	NEUTRAL
It even has the number for Bastyr.	NEUTRAL
Furballs -- thanks so much for looking up that info for Seattle.	POSITIVE
This is what makes us such a special community ..	POSITIVE
really helping each other!	POSITIVE
Furball thank you that was perfect information!	POSITIVE
My hives have cleared up this week, but yes I am staying away from all shellfish.	POSITIVE
My husband had shrimp last night but I did not touch it or even handle the shells for that matter.	NEUTRAL
Good point on the Krill Oil I would have never thought about that also being included in the list.	POSITIVE
I am definitely glad there are so many resources here in the Seattle area.	POSITIVE
Good to see you have improved.	POSITIVE
Allergic reactions can develop at any point of time.	NEUTRAL
It may help to maintain a food dairy and keep monitoring your symptoms.	NEUTRAL
This will help to narrow the search.	POSITIVE
Further allergic testing may be worth looking into.	NEUTRAL
Here, the severity of the allergic reaction is tested and based on this the therapy is planned.	NEUTRAL
The dilution of the agent used and the course of therapy are planned according to the severity and with adequate monitoring the person is desensitized.	NEUTRAL
Hope this helped and do keep us posted.	NEUTRAL
Thanks Paderla for the comment, I definitely think that I need to look into some of these reactions after my pregnancy.	NEUTRAL
Right now I would be afraid to have any allergy testing performed in case there was something I had a severe reaction to.	NEGATIVE
But yes keeping a food diary I think is the safest bet.	POSITIVE
These types of testing for severe seafood, milk, and latex as I understand are done only in a Doctor's office with rescue equipment and/or in the hospital as an outpatient.	NEUTRAL
I, too, was hesitant to have my daughter tested when we thought she had a shrimp allergy.	NEUTRAL
In her case, it turned out to be a laryngospasm and not allergy as she was eating a dish cooked with shrimp!	NEGATIVE
Actually, what I meant to say is that the above is done only in those settings when it's possible a person has outgrown the allergy and they are testing to see if they still are allergic.	NEUTRAL
To the best of my knowledge, as a side note, latex is rarely given subcutaneous to test, to those with documented allergy.	NEUTRAL
That was what our allergist told us.	NEUTRAL
Very interesting follow up thank you!	POSITIVE
I have been reading more and more into my allergies to get a better understanding of them so this certainly helps :D.	POSITIVE
