title,isEdited,rating,userName,review,date
Review,False,4,Cardinal love,It is a lot easier to use then before. I am happy so far.,2018-05-21 16:40:40
Great app,False,5,Dragonsmom,Really helpful app. Very appreciative of the information it tracks for me,2017-11-14 02:56:30
Great!,False,5,BombBarBoom,This is easy to use & navigate. Works very well.,2017-08-02 10:51:24
Usability,False,2,Drashish123456,Years and usability still not improved.  I want to see my scanned documents and be able to send photos of a rash and text my doctors,2017-06-30 18:16:26
Not worth the trouble anymore,False,1,ludig'ng,I can log in and see my doctor office but have yet to find anything that the office is supposed to be sending to me.,2022-05-02 19:26:46
Billing statement? Where??,False,2,Bk9net,Just got an email that a billing statement is available. Where? It’s not obvious. There’s a big disconnect between email notifications and Healow.,2022-04-22 21:31:18
It’s okay,False,2,solidensnake,"This app is past it’s prime.
- Can’t delete old conversations.
- The UI is old and clunky.
- No dark mode, or system mirroring.
- Info doesn’t link with  health app.
- Most of the app isn’t used, not streamlined.
- Appointments don’t link to  wallet or calendar.

Work on the 6 points above, then will do another review relative to this app and it’s effectiveness.",2022-04-22 16:13:17
Worthless,False,1,Ariseixas,This app is a disgrace to a medical practice. It simply does not work for families with children. It is impossible to link accounts. To login is a nightmare. It is ridiculous how many practices insists in using this trash app.,2022-04-15 14:51:46
App forces an Apple passcode error,False,1,katanadriver,Used to love this app but recently needed to use it again but when I tried to log in it forces me to add an Apple passcode to my device. I never use a passcode so now the app is useless.,2022-04-06 23:47:50
No place to signin,False,1,jenn000001,"I have an account already and the app only wants me to make a new account. There is no place to sign in. If there is, it is not evident or user friendly.",2022-03-11 17:00:17
Can’t sign in!,False,1,Padi847,"I have had this app on my iPhone for ages. Now when I go to sign in, it states that I must set a passcode on my device ( iPhone).  I don’t want a passcode on my phone! The app is now worthless to me.",2022-02-19 12:29:16
Ehh,False,2,rockinjenn,Does not work as well as other providers apps. Will not maintain memory when editing info- and precheck I’m unavailable,2020-09-11 02:13:52
Not  easy,False,1,Pam. J,"I just got the app  to look up my medical lab results from my doctor , this is not easy to do it won’t take my info  and I’m a new patient  I can’t do this I want to talk to a human",2021-01-22 13:56:43
Doesn’t Work,False,1,Commonsenseiseverything,Tells me that I can’t use it with a modified version of IOS... even though I’m not using a modified version of IOS. Would give zero stars if I could... really shouldn’t exist.,2021-01-18 21:53:05
Terrible,False,1,MimiNicole3,I can’t check my note summary from the doctor office.  The app isn’t user friendly.   Sending and receiving messages are horrible.,2021-01-09 05:38:17
Ok,False,2,Stuart1949,"I think this could be a good app. All we need is for the information to be added, which isn't happening too quickly",2018-10-14 16:22:28
Get rid of last update,False,1,supercalafragulisticexpialdis,"The last update screwed up the hole app now I sign in and it lost all my appointments, all my information you completely f&cked it up worst app I have ever seen",2020-05-15 01:35:33
Awful,False,1,MBA 999,"One of the worse apps that I have ever seen. Completely unusable. The tutorial was laughable in its brevity and bad communication. 
The app that I had used before this one was straightforward and easy to use. This app is an abomination!!",2020-05-10 21:44:48
What happened??,False,1,Zsuzsaf69,This app used to work really well. All of my doctors refer me to it to use. Only now the only thing it does is show my some of my upcoming appointments. This is really frustrating. Is anyone trying to fix it?,2017-09-25 16:55:49
"It is OK, but ...",False,3,mbg1955,This app would be better if it had a bill-pay feature.,2017-05-18 01:15:24
Personal Health Record stopped working-,False,3,shishkah,Error reading. Please fix.,2021-11-05 13:46:09
NASCAR/Homestead Diva,False,1,5nascardiva5,This app needs an update.  I should not have to put a PIN number in my phone to use this app.  I’ll decide what needs a PIN number on my phone not an app.  I’ll be reinstalling the app to try to debug.,2022-05-09 12:29:55
The app requires a text to my phone to validate,False,1,Gennaker,"I’ve never received a text, so now my account is locked. If I have to call my doctor, what is the app used for?",2022-04-11 15:19:51
The worst have I have ever seen,False,1,Jim-the-Inventor,"Their search mechanism doesn’t ever return an answer. Has a convoluted sign on approach, and it requires me to set up my cell phone and ways I don’t want.",2022-03-14 23:34:14
Poorly designed,False,1,OMGsomuchmoney,This app is a pain in the neck to navigate. Why isn’t there a tab for refills? You’d think it would be in the medicine tab but nope. The previous app made more sense.,2022-02-25 08:09:12
Broken,False,1,DK_____,Basic features like logging in and creating a password have tons of bugs,2022-01-02 22:53:52
Can’t create an account.,False,1,DustiSue,"I’ve tried on several occasions to create an account, but it never has been able to find my clinic.",2021-11-27 08:55:01
"Decent app, but one big drawback for me",False,3,BrokenEngrish,Please please please connect to Apple HealthKit so I can have all my records in one place.,2021-01-13 15:33:49
Incomplete,False,1,mspvag,This is an unfinished app. I can read messages from my doctor’s office. But I cannot reply to them in the app. I need to use the web site to reply to messages.,2021-09-16 12:59:43
Two thumps down,False,1,ORBEARWORKAG,One of the worst apps ever!! No way to review  lab results or read Drs notes after an appointment. Absolutely impossible to send a message to your Dr.  Don’t bother not worth the frustration.,2021-08-09 10:54:03
just bad,False,1,fuzzywuzzywaza,"It would be hard so say enough bad things about this app without it being a rant. Suffice to say if anyone had a choice to not use this app, they wouldn’t.",2021-06-21 16:07:59
Needs updating.,False,3,Trey.E,Needs updating to support iOS/device updates.,2018-06-21 14:21:48
Awful,False,1,Bet.123,Sends you in circles. My dr office that pushes you to use it isn’t even listed. Poor quality graphics on the iPhone. Completely useless sign in/on process. Booooooo.,2020-07-13 15:00:36
What happened?,False,2,Marsgonzo,"It used to work great, but now I can’t view “visit summaries” any more, I keep getting an error message.",2020-02-19 04:38:40
Have given up,False,1,terriPast,I am in two other medical portals without experiencing any problems. This one does not recognize me and continually asks to reset the password. Was only successful once in accessing. Not at all helpful.,2020-01-05 13:09:51
Convoluted,False,2,willg5311,"Unable to log in or retrieve password. Links get emailed that aren’t valid. Texts never get sent. So far unable to even speak to its functionality. Get with it, Healow.",2019-11-02 23:38:38
Great App,False,5,Angela🍀,"I like the way it is set up !!!
Quick results!!",2019-05-02 13:36:54
Accessibility,False,2,Nancy.lc.,Many buttons and fields are unlabeled. Voiceover does not work well with this app. Please follow apples accessibility standards to make this app useful to the people who need it. It will make it better for everyone.,2019-02-09 14:59:32
Never works,False,1,Zachrwd40,This is a terrible app. I have never been able to get it to work. Whenever I click on an icon it says error. It will not load messages from my physician.,2017-06-06 12:52:24
Payment records,False,3,JoeBlutz,Then”portal administrator” messaged me to check my account for a statement.  There is no link on the app to do this.,2022-05-04 20:34:47
Bug,False,1,elisuzukigill,"After validating phone number, ""confirm"" button doesn't work to reset password and set a security question.",2022-04-01 00:38:26
iPhone users,False,1,kelly1213,I just downloaded the app and I already dislike it. Cannot use unless you have a passcode. No passcode=no access. Guess I won’t be using this app.,2022-03-30 23:51:14
Useless,False,1,David Robert Farmerie,I just downloaded the app and installed it on my phone. I can’t even get it to set up my account there are so many glitches in it!,2022-01-10 22:06:32
Horrible app,False,1,Rabest,My doctor has used this app as my connection to him for the last 7 years.  It has NOT worked once.,2022-01-08 00:52:09
Used to work ok…just ok.,False,1,Bbigsy,But now the keyboard is sideways over top the message screen so you can’t see what you are typing.   Gotta be a better way to communicate to the Doc.,2021-10-14 09:53:41
Broken,False,1,exzerothree,This app does not work at all. I have the latest version of iOS and I can’t get through the account setup. Broken and unusable.,2021-03-16 20:09:38
Worst app I’ve ever seen,False,1,brpthy,5 emails back and forth from their support which is obviously on another continent and I can’t even log in for the first time. Goodbye,2020-07-29 08:26:24
Company needs to fix ASAP,False,1,rukiddng,"App updated, now I can’t even get the app to open without it force closing to review any of my records, appointments, blood work results, etc.",2020-06-01 13:25:59
Debacle,False,1,die waiting,"The absolute worst web site ever , what a calamity this debacle is , don’t even think this works because it does not ! Just make an appointment with your physician & forget this thing .",2020-04-08 13:19:04
App is fixed,False,5,Appgirl12674,App is fixed now.,2019-10-13 23:24:01
Apple health,False,2,champiej,Would be great if I could add in Apple Watch for tracking purposes. A bit frustrating that there are limited options,2019-05-20 18:28:39
Poor piece of software. Not user friendly,False,1,W78007,"After three years of trying to use this app I am deleting it from my phone and ipad.
It is poorly written and not very functional.",2019-05-03 17:45:07
Doesn’t work,False,1,ososmom,Spent 15 minutes trying to sign in & keep getting messages that my info is wrong.   Keeps wanting me to reset my password. Don’t waste your time as you won’t get access,2018-11-01 11:15:52
Dr Esquivel,False,5,Hdc1945,My wife and I love Dr Esquivel and her staff. Been with her for years. Dr Esquivel is very caring and listens to you and your problems.,2018-09-20 12:58:30
Help - Contact Us,False,2,Montico Bear,"There is no way to contact then for general questions.  

In the pictures says compatible with Garmin, but no Garmin devices are listed to connect to.",2017-06-20 00:58:26
Missing integration with Apple Health app,False,3,RyanJohnstone,Surprised that it’s not a current feature!,2021-11-01 19:56:54
Locking your app should be a personal choice,False,1,Nodnylsknab,I refuse to use the app because someone stupidly changed it so your phone has to have a passcode to access the app how stupid!,2022-04-15 01:33:22
Awful now,False,1,GoldenNik,It worked great when I downloaded it. Now it’s awful. None of my appointments come up or anything in my chart. It’s annoying,2022-04-04 18:07:42
Messaging could be improved,False,1,svdhydvshs,Please add a Reply feature to messaging. It’s inconvenient to create a new message every time I reply back to the doctor.,2021-09-27 15:14:17
It’s just okay,False,3,rufshittingme,"Can you fix the bugs! 
I can’t see my records.",2021-06-22 14:59:20
Messages doesn’t work,False,1,Bill263,"I have received notices that I have messages from my Doctor and to go to the app to read them.

App says I have no messages.",2021-07-25 16:12:07
Just ok,False,3,Jamie-burch,So you can’t use any hyphens or apostrophes in the text message to your doctor. Also there is no Face ID to unlock the app.,2018-09-21 23:45:37
Fix this app,False,1,Doasone,Healow App is not working since the last update. There’s no where info to troubleshoot. This app is essential for meeting with my doctor and it is not working.,2021-04-21 17:35:09
Horrible,False,1,JackPinn,Worst App ever. Simple Login does not work. Must have other info but when put into search for group or dr or phone none work. 2 hours now,2020-05-20 17:13:13
Really. Dumb. Stuff.,False,1,Lovesummers,"No ipad version, no way to change email address. When the system gives a temporary password, it is an image which can’t be copied and pasted into the password box.",2019-07-20 19:25:59
Worst ever,False,1,Sammathur,"I downloaded the app but can't login in to it to see my medical records. It keeps giving me a message: ""invalid login"" even after I have reset my password as per their instructions. Quite a useless app.",2019-01-11 19:41:41
Hate it,False,1,dehaughted,Shows useless info instead of important things.  Can't even request doc to send refill prescription to pharmacy other than just sending a general inquiry!,2019-01-10 05:35:30
No longer shows my info,False,1,Yesthafeys,The app stop showing all the info from your portal. I cannot see my appointments or my children’s appointments. I reinstalled the app 3 times already. Before it was perfect.,2018-10-15 22:04:57
Nice App for Quick Access,False,3,Jayjacutes,I would really love to see this app update and work with the apple health app however.,2018-05-31 15:44:57
App use difficult,False,2,1clirmom,Hard to use app. Can not remove wrong practice. Linking new office not possible,2020-11-04 17:32:26
Do not trust this App,False,1,suncityjon,Does not sync to HealthKit. Does not let you add an Apple Watch as a tracker. Does not provide any developer support. Does not function properly for adding or removing medications. Does not send messages to your doctor. Does nothing.,2018-01-20 20:51:13
App Review,False,5,Beaker The First,Great seeing all your doctor’s review and lab results!,2018-01-07 00:41:12
I like it,False,5,Christine2335,This patient portal app is very easy to use.,2017-10-16 19:31:20
NIGHTMARE ON STEROIDS,False,1,Itwasgrace,"Worst health app EVER. I have never been sure of accessing my patient portal. Now it tells me I have no records, although ever since 2015 it has been giving me the same nurse message to check my lab results. So frustrating! Avoid this like the plague.",2017-06-10 01:44:25
Useless,False,1,Krinkx42,This app is virtually useless compared to any other medical records app I have had with medical providers.  Even mail is virtually impossible.  Medical tests results show no details and on and on,2021-10-27 07:43:23
It just doesn’t work,False,1,Darth Dmitry,"I made 5 attempts to register… 

After pressing AGREE button it just throws an error and I have to start from the beginning…

Trash.",2021-10-17 23:40:05
CANNOT CONNECT ACCOUNTS WITH FAMILY MEMBERS,False,1,angelicaDove22,"Total waste of time.  I have tried to connect myself to Healow where my son is already a part of. It says I am connected but, no! It won't show my account. Please fix!!!",2021-10-12 15:57:17
Sorry App,False,1,jonnnieblaw,This app is pathetic. I’ve tried four times to set it up and I still can’t get into it. Wouldn’t recommend wasting your time with it.,2020-10-25 18:24:20
Horrible app,False,1,Jimgpayne,This is the worst app I have ever seen on an iPhone. The registration process is prehistoric requiring multiple logins and two different 4 digit text codes. There is no real help function and overall ease of use requires a PhD.,2020-05-05 17:43:18
RX not complete,False,3,MC DUN,It seems a bit difficult to navigate.  Things seem to move on Rx side. Great for getting lab reports.,2019-03-17 14:42:18
Worse most confusing app I’ve ever used,False,1,madre and padre,Not user friendly at all....very confusing. Very difficult (or not possible) to link multiple children.,2020-03-25 12:08:55
Healow integrated app. Access portal,False,1,alicereeg,"Unable to access my account with Dr Ralph Pagano, portal for health records, despite many changes in passwords, no access to live contacts for assist,  repeated  requests for change, password, , for identical information.",2020-03-20 20:53:22
Televisit,False,2,MAC-Mini-c150,"They claim this app is cutting edge, it's far from it. Maybe it is my provider but spent three hours, three browsers, iPhone, iPad, laptop and desktop and could not get Televisit to work.",2020-03-12 23:53:42
Font size too small,False,2,Zipadee41,Why is there no option to increase size of text? Too small👎🏻,2020-02-03 03:51:27
Horrible App,False,1,Dar Iphone Acct,If you switch phones it’s a nightmare to get your permissions to switch. I have had a new phone for 2 months and still can’t it to work. No support offered on the app.,2019-11-02 10:38:29
Needs Apple Health,False,3,Go UVa,"Definitely a step up from what my doc had before, but PLEASE add Apple health syncing - especially the new records sync!",2018-04-18 01:58:22
Need to improve,False,3,Suga aka rogue,Need to show every appointment not just medical And all results and meds,2017-06-25 13:46:23
Great app,False,5,pastor clint,"This app tracks my appointments, my labs, my med's, and is great to have it all in one app. This great.",2017-12-24 18:16:04
Useless,False,1,Doug32148,Doesn’t show scrips or labs even though they show on the website. Keeps prompting me to link my account but then gives an error “already linked”.,2017-10-30 22:25:58
Touch ID,False,4,Dayvidpriddy,"App needs to support Touch ID, who needs another password to remember?",2017-07-31 13:51:51
Awful,False,2,Shanimal1,"Too many glitches. 
Please fix. Can’t sign in,
Keeps freezing.",2021-05-21 11:57:13
So Useless,False,1,GarderGirl,This is one of the worst health apps I have seen. Information is either difficult to obtain or uselessly listed. Hate that my doctor’s office switched to this app,2022-05-06 12:31:46
Can’t Access Healy Record,False,1,Cheryl's iPhone 6 Plus,I’ve never been able to access my health record or labs in this app. Trying BBB to track support is impossible.,2022-03-23 16:21:58
Not for vision-impaired,False,1,neal_fan,"The color choices used by the developer for this app render it almost impossible to read! 

For a healthcare app, this is unbelievable!

Fix the app to support Apple’s vision accessibility features!",2022-01-20 01:36:56
It was good,False,1,Pjstevenson68,This was a great app. It was easy to log in and get my test results. BUT now it will not open on the iPhone unless you put a passcode on your iPhone. Totally useless now!,2022-01-08 21:01:03
No customer service #,False,1,Madgamer2012,"Can’t add my children to the app, the app is not user friendly & there is no phone number to contact anyone to help.",2021-12-02 20:01:20
Don’t waste your time.,False,1,Lennoxer,"I have tried for over an hour and it won’t take any password.
Terrible app.  We need an app for our records that works!",2021-08-20 13:21:53
Suggestion for improvement,False,1,ndjshwhfhhahhdv,Please make microphone and camera optional to be turned upon communication.  No need for access to mic and camera to view lab reports.,2020-07-03 12:01:02
Stinks,False,1,Axsilotl@&$)(123,"There may well be an app worse than this one, but I have had the good fortune never to have encountered any other which approaches this one in genuine, Byzantine agony.  Probably the worst thing for my health I could imagine.",2020-01-28 16:15:54
Mediocre app at best,False,2,bigdawg7299,"App is clunky, not user friendly nor very modern.  Now it won’t even open properly.",2021-09-24 01:34:58
Healow,False,1,smarydann,I’ve been trying for 3 years to get into portals for different doctors I see. It’s a great idea but impossible to get into   I find it very frustrating after being so hopeful each time I try   Onemary,2020-01-15 19:54:01
Needs Help,False,1,"Loren in Middleton, ID",Can’t find my provider in the search function. I have messages from them in the app but when I search no one in the office is found.,2019-03-26 03:08:23
Wow what a disappointment,False,1,Sgluek,"Can’t verify appointment, can’t update health history, can’t do much. An EMR that doesn’t make managing this stuff any easier. In fact I have a packet full of paperwork to fill out every visit.  Is it 1990?",2019-01-27 15:24:23
The worst healthcare app I’ve ever used!,False,1,PickAnotherGame,"Limited information, lab data is difficult, if not impossible, to understand.  Doesn’t offer appointment scheduling.  Communication with providers is difficult to figure ou.",2018-12-01 00:31:20
Worst app,False,1,Jennierdh,This is the worst app ever when you forget your password. They take forever to send an e mail to reset it and when they do the link is expired because it took so long !!,2018-09-22 11:14:55
Useless,False,1,isthereanamenotyettaken?,I can’t login with the same user name and password that worked before and the password reset option won’t let me reset.  So the whole app is rather useless.,2018-06-22 14:09:57
Useless,False,1,Not a Tech Newby,"I’m not happy at all with the app. I know I have appointments scheduled, but when I look on the app it says I have no appointment. Same thing with other app functions. I find it frustrating & useless.",2018-06-05 12:00:49
Denise Huggins,False,5,Breathforme,The staff at Ozark Medical and Pediatric Clinic are the best! They respond to questions and refill requests very promptly through The Healow app!!,2018-05-01 18:37:10
One of the most difficult apps,False,1,Easyjing,This is the least customer friendly app I ever downloaded. I wouldn't go to the healthcare provider who send me bills through this app anymore.,2018-03-28 12:27:50
Unusable,False,1,Aboz0519,"I haven’t been able to use the app since iOS 11 came out. My phone is up to date, as well as the app. If I try to open it, it immediately crashes.",2018-01-04 05:22:40
Needs a lot of work,False,1,jmsdallas,"If you have more than one provider and access via multiple devices, the setup is impossible. Worthless in the real world!",2017-09-30 16:38:41
Review,False,1,karma214,"This app is ok. Unfortunately all my drs use it, and I can only access one. Either the app can’t find them or accept the other drs codes for it.",2022-05-06 16:07:38
Difficult app,False,1,LuvCilla,I just installed the app and found it difficult to understand how it worked.  I didn’t like it and will uninstall the app.,2022-03-29 05:48:56
Upset,False,1,pedie68,"At first the app was working just fine for reminding me of my appointments, then suddenly all my appointments erased and I missed doctors appointments. The clinic is horrible, some workers are very rude and no consideration for patients .",2022-03-24 03:31:16
Terrible accessibility,False,2,NuclearVee,"It’s so hard to read all the tiny text and white text on yellow and teal colors. Very bad accessibility of the app, poorly made.",2021-03-08 22:29:10
Not a fan,False,1,Hfcufvjyghu,"If you have more than one provider, the app can not handle. Right now it keeps giving errors",2021-09-23 19:58:44
Won’t let me sign up,False,1,Jhhhjjjjjjjjjjjj,I tried to register with this app however it would not let me create a password. Waste of my time,2021-09-02 02:01:03
Basic stuff does not work,False,1,w12jarjar,Unable to login as self and with a child’s account. Really disappointed.,2021-07-15 11:31:39
Does not work. Does not send text to set up,False,1,Yamamax,This app is a waste of time. Don’t attempt to use as there is no way to set up. Don’t know why my clinic uses this app for portal.,2021-04-12 20:02:21
Needs optimized for iPhone X,False,3,christianhansonn,Use of the entire screen for the iPhone X is really needed. App works fine just an eye sore,2018-07-30 01:51:59
App is the worst,False,2,Yesibabez,My results never get updated neither do my appts. Update this app. Its ridiculous how some offices pay for a service that isnt working to its best standard,2019-12-07 02:56:19
Poorly designed,False,1,ml⛷🎿⛷2.0🏆🥇,Cannot even reply to your doctor’s messages. Have to start a completely new thread and in the process lose the context already established.,2019-07-24 03:25:36
Could be better,False,3,New iPhone 6s Plus user,I don't get any notifications unless I opened the app.,2017-06-08 19:49:42
iPhone only???,False,1,LowBFlat,I love to type on my iPad with the screen sideways. And during said typing I used an apostrophe. Sorry no possessive nouns allowed. This app could have been useful with a better programming team.,2018-06-17 15:31:28
Good idea needs work,False,2,lotsomedstotake,The app would great if they could get the med scheduler working. Another app like pill alert must be used to manage dose times and re ordering.,2018-04-27 08:29:20
Apple Health Integration,False,4,chardeman,Are there any plans to integrate our health records into the Apple Health app. Would love to see Healow have auto integration.,2017-09-28 16:56:26
Wonderful App,False,4,Vanevar,Excelent App. I am able to see my labs result as soon and they posted.,2017-07-06 13:38:04
Need Apple Health sync,False,3,rcbinyon2324,"Decent app, but needs to be updated to include the ability to sync with Apple health",2021-10-25 13:50:30
Exceedingly Poor,False,1,MSHthe1st,"One of the worst I have ever used. Lots of dead-ends, invalid entries, very slow response time. All my doctors use portals, and they work smoothly and efficiently. This one does not.",2022-05-04 23:47:00
Terrible,False,1,Twittawit,"This app is terrible. There are no coherent instructions and it is not intuitive, especially if you have more than one Dr that uses it.",2022-03-02 17:14:12
"Convenient for the Doctor, Not for the patient",False,1,...N0..,Had to download the app in order to communicate with the doctor. Took forever. Not worth it.,2022-01-27 22:38:06
Missing Apple Watch Support,False,3,Ambassador Joss,This app loses significant functionality do to not supporting the Apple Watch as a health data tracker.,2019-07-24 21:59:10
Worse than useless,False,1,Zzzopfgb,Neither the ios or Mac versions function.  I wish my clinic would use anything else.  This is a disgrace!,2021-09-02 03:14:33
Does not go past loading screen,False,1,jolieah,Completely froze my phone.,2020-06-24 20:15:27
App ok but Novant app much much better,False,1,mtnboundcricket,"This app is not user friendly at all. Poor execution and use. Look at Novant’s app very very very good. 

This app is outdated and Catawba system, Should look at better vendors for hire execution.",2020-06-05 14:42:58
Ebdhaa traverse city’s office,False,1,Cathedral boy,"Unable to get in. The instructions are too complicated
something simple stupid. Unable to load even with 
following instructions over and over.",2019-12-17 20:16:45
Logon Issues,False,3,WEB@,"Good app but have to reset password every time I want to logon. Very annoying, please fix.",2019-06-04 09:19:22
Needs Apple Health Support,False,2,bcourtade,"I’ll give a star for its potential, but it really needs Apple Health support.  You are leaving out a large segment of the population’s health data without it.",2019-03-09 17:10:15
Beautiful and easy to use,False,5,zellelly,Beautiful,2018-07-25 21:34:15
Apple Health App,False,3,CBanksRN,"Not a bad app, but would like to be able to port over my lab work and vitals to the Apple Health app for better  tracking.",2018-01-27 16:26:26
Not bad,False,4,Nofacebookpls,I don't think it's too bad but should be updated!,2017-06-27 08:41:14
Works,False,4,Fred j mugs,No problems,2017-06-24 18:12:45
Excellent,False,5,Bluesuds,Works quite well.,2017-05-27 11:32:50
Awful UI and navigation,False,1,Sgdcover,It’s the worst designed app I’ve ever seen. It’s should be a SSO to log in then a simple selection of what office/dr you want to access. So confusing.,2022-04-26 18:17:26
Mostly works,False,1,cw537899,"Great to connect with doctors, but many of lab results don’t display at all. Have asked numerous times for it to be looked into and they can’t resolve it.",2022-02-23 14:41:30
Should Be an easy to use app,False,1,alessandro1511,Instead for the 1st login you have to provide some details that I do not have. No wonder it has 3.3 stars. Simplify things guys.,2022-02-07 03:08:37
Kind of workthless,False,1,EliMFCash,"Impossible to find doctor using name, phone number and address. Installed and deleted twice now.",2021-10-25 00:25:51
Horrible,False,1,eeekkelelke,Awful user interface. Incredibly hard to log in,2021-03-12 15:40:00
What’s the point when information is never available,False,1,dakini writer,Useless app,2020-07-04 14:07:41
What weed smoking idiot wrote this app,False,1,NoTexanCowboy,"Without a doubt, this app has a clumsy slow interface. Officer managers who went for this need to be fired. The worst office app over ever encountered. What a complete waste of time to download. Do this if you're bored.",2020-03-13 00:48:11
Not landscape,False,1,CuteHarleyChick,"I use an iPad..I use apps only in landscape view mode..when this is corrected, I will use it..sorry but it is inconvenient in portrait mode..can you change this?",2020-01-05 14:05:48
Went from Great to Worst,False,1,Hammerdog4508,"First I love the app. Easy to use, loads of information. For 6 months it has no longer open when connected to WiFi. Works only on cellular?????",2019-05-16 09:49:09
Healthy,False,1,Reed62,This application will not let you chose your state.  It automatically selects Alabama for your state.  Won’t allow you to go forward to even get to customer support.  Worthless to me.!!!,2019-03-17 18:41:59
Not quite,False,2,crabwtf,It would be nice if it all actually worked!,2021-06-05 01:12:22
Can’t Register in the app.,False,1,MC in Tempe,Downloaded it and have spent 20 minutes wasting time trying to register.  Give up!,2022-04-26 13:53:36
Garbage app,False,1,Cute dragons,Login to see the lab results and keep saying login error all other functions working but not showing lab results.,2022-01-03 23:55:25
Why?,False,1,Buf Dude,Why does this app only work on an IPhone? It has zero function on an IPAD. Are the only people that use this do not have tablets? Poor design,2021-07-09 00:56:05
No old UI testers,False,1,DrMike666,Apparently the user interface for this application did not have any testers with sub optimum vision. I find it difficult to use even with a magnifying glass.,2021-06-08 16:33:21
Does not stock dairy product needed,False,1,Central People,The milk supplier refuses to leave enough 1% milk to take care of the needs of this community. Many people on reduced fat diet drink 1% milk. This forces many to shop somewhere else.,2021-05-20 18:21:42
Can’t connect Apple Watch or Health app as trackers,False,2,WCBOUND,"It allows you to connect trackers like Fitbit but not the Apple Watch or Apple’s Health app. 
Not expected for an iOS app.",2020-09-28 13:35:35
Horrible search,False,1,Kemicones,Worst search I have ever seen. Terribly misleading tutorial as well. Took 12 tries to finally find the practice I was looking for.,2020-11-22 13:26:43
Make it useable,False,1,Summerbarefooting65,"I can open the app but all it says is Unable to open when I I hit a section 
of any medical button. That renders it useless to me.",2020-10-05 20:15:52
Needs work,False,2,Swilss,App could be better,2022-05-06 06:33:56
Nonfunctional,False,1,jhulz_hry657,I used to like this up but now you can’t even read your message. It’s like completely blank.,2020-09-21 13:52:14
Doesn’t work,False,1,Puaamom2,"Half the time the app will open, but not from the email, but then nothing in the app works.",2020-09-01 18:57:58
Incorrect Demographic information,False,1,Cnewq,I am not sure how useful this app can be since the demographic information  is incorrect. They changed the spelling of my name and my birthdate.,2020-05-16 11:44:03
Dysfunctional App,False,1,ghkjlajf,App automatically erased my information and now isn’t working at all to let me link my accounts anymore.,2020-05-15 16:34:12
Worst app ever,False,1,def247698346,Most people have more than one doctor on this app. When I stopped seeing one doctors the app deactivated my account and won’t allow me to start fresh with a new doctor.,2019-01-16 14:14:04
Totally useless,False,1,FrankH47,This app is useless.  The medical facilities state they have nothing to do with it.  I has listed appointments for me that I do not have and does not list appointments that I do have.  Very confusing and worthless.,2018-10-06 15:37:05
Cannot review files,False,1,sellwithease,"I have the app downloaded and the only thing that I can view is my medicine list. The last time I was at this Dr. I could view my records, but this time nothing.",2018-08-10 23:12:41
Doesn’t work.,False,1,PS4guy!,App has a lot of issues with it and is not really worth using until they get those fixed.,2018-07-01 01:32:49
Issues,False,2,tashflem,I’m having issue with signing in and won’t let me find my dr,2020-05-15 01:53:49
Privacy stealing app,False,1,Hshucksk,"Can’t use app without allowing access to microphone and photos, I don’t think so. My privacy is with more than medical records.",2021-01-31 15:34:11
Reset password broken,False,1,dhron,Can’t reset my password to log in. Completely broken,2020-12-29 17:53:02
Outdated,False,1,wmsditntjxpqnqkxhfjrcnxnaqkkf,"This app is outdated. it’s clumsy and took me forever to login and I use all types of apps. It asked me if I wanted to use fingerprint ID, doesn’t even have facial recognition. Absolutely pathetic!",2020-09-09 20:49:40
Needs fixing,False,2,Rose**,This app isn’t working. After the logging in it goes to a blank screen.,2019-04-21 05:52:14
Healow,False,1,dennis therocket,"Very dense hard to quickly succinctly view anything
Too time consuming slow poorly formatted
Not user friendly
Results broken up in small parts which over and over again
Beach out insignificant protocols dates times places people
Etc which is of no use to the end user
A good example of nerds not knowing reality is and not interested in people",2018-03-30 04:02:35
There has to be a better way,False,1,Ellens25,This is how my doctor's group practice has chosen to communicate with me. She is knowledgeable and friendly. The app is ridiculous and poorly designed. An insult.,2017-06-11 12:11:39
Healow app,False,1,0p0o664d,Can download app but will not let me into the app without setting a device passcode which I do not choose to do. Will not let me advance beyond that,2022-05-03 19:09:22
Won’t work,False,3,Einghram,Why can’t I view appointments,2020-06-04 22:02:07
Bad app,False,2,miks1945,Certain things won’t load or respond like bills and receipts,2022-04-07 14:51:42
App fails login after iOS 15 upgrade,False,1,P-Yaz,I am now unable to access the app. It continuously asks for login info and then fails.,2021-10-01 14:29:23
trash,False,2,itskingchey,the app worked great maybe the 1st month but ever since then when i log into my account it gives me a white screen and keeps saying ‘unable to process. please try again.’ it’s been doing that for weeks now.,2021-09-28 05:59:58
Note intuitive,False,1,Rcslayd,This is the most disappointing app. Does not recognize doctors or location of well established health community in my area.,2021-08-12 16:07:47
Not User Friendly,False,1,Kai3400,Healow is not user friendly at all.  If I could give it a 0 I would.  I am pretty sure there will be mixed reviews but for me it’s a no.,2021-01-17 11:14:59
Can’t do refills...,False,3,RR-Mac Mini,"It would be nice if someone could teach me how to refill my prescriptions with it. As is, it’s useless to me.",2019-03-04 16:29:46
Pathetic,False,1,Tubby Arnot 2B,"Try searching for your doctor. They had better be in Alabama, because that is the only option. This app is not ready.",2019-03-28 00:33:48
