title,rating,isEdited,review,userName,date,body,id,modified
Billing,5,False,It needs some work!,Jpbjr1245,2018-10-18 19:17:08,,,
Change bk to previous opening screen,1,False,"I only have this app to view my patient info. 
I don’t want to have to sort through an opening screen of “health magazine” articles.",MSKS09,2018-04-25 12:02:42,,,
Needs Moore Development,2,False,Very slow doesn’t show information such as billing and documents. Much better prior to recent update,Sam Smigh,2018-10-07 03:26:02,,,
Nondescript app,1,False,"The whole updated design of this app is just blah and confusing, especially the appt schedule.
The list view was very legible and easy to follow. Having to swipe to the left to see the next appt is ridiculous.",Yeodawn,2019-12-31 01:35:08,,,
Terrible app,1,False,If the app could work on occasion it would be very helpful. I have not been able to sign in in months. Not helpful when it’s about the only way to communicate with drs,Shanny the Nanny,2019-11-05 23:02:00,,,
CinXwb,3,False,Sometime app works. Most times it doesn’t work. Can’t access anything most times.,CinXwb,2019-09-11 21:19:14,,,
V4.4 Bugs IOS 12.0,2,False,"Unable to create new email messages. Email body, subject line, contact list, keyboard, cursor prompt are gone. Previous  version was 5 star.",Frustrated 4.4,2018-10-15 20:38:09,,,
GREAT APP,5,False,Does everything I need and more helpful tips too.,MacPro2006,2017-09-10 17:42:46,,,
App,1,False,App keeps crashing for the last 2 weeks. This is the only thing that makes the process bad.,"010101010101""""10101""1""112@",2022-04-07 12:52:49,,,
Notes & documents,1,False,Notes & documents have not worked for months &  NO response from anyone,denise dulian,2021-05-19 04:38:02,,,
It’s a mess,1,False,This app is a dumpster fire just go to the actual website. Nothing works right or is where you think it would be located,Old_Jerk,2021-03-18 20:20:16,,,
APP,5,False,"Our family loves Mayo and the APP makes life much easier. 

Maybe a larger font and in bold for Mayo patients ID number. 

I wish every Hospital in the world would duplicate Mayo in every way. This is how health care should be. 

Rick and Gloria Plaisted",Glo and Rick,2019-09-11 21:12:49,,,
MAYO APP,2,False,Very hard to navigate and find Documents or information that you try and hide. Can’t PRINT information ( i.e. COVID immunization record ),Mayo0327,2021-03-23 00:42:23,,,
Not user friendly,1,False,"Unable to access what is needed to learn about upcoming surgery, extremely frustrating",Lion master 917366291,2022-03-10 15:47:35,,,
What year is Mayo IT dept. in huh?!?!?!,1,False,Mayo gets 1star because you my HC provider. Not because of app I say 0 stars why? Because I/we here patients in LX/Ona still unable to use app to schedule appts. What’s the delay with this anyway?!?!,bak711,2022-02-16 18:28:04,,,
No longer displays RADIOLOGY RESULTS,3,False,"The radiology reports show what was ordered and the date of service but x-rays, MRIs—etc., radiologist’s report, are no longer visible.",Dognilla,2020-04-29 19:58:12,,,
I’m a retired MC Physician. I worked 27 years and retired January 2011,2,False,Needs to be more user friendly for us old folks. I’m 71 y/o. I’d be happy to sit in the usability laboratory and give feedback like I did when I was on staff!,Cobport,2018-08-22 20:45:08,,,
Horrible with many bugs,1,False,Have to change my password almost every sign in… and I’m using fingerprint. Horrible app. Free is free… shame on them.,varble,2022-04-19 16:03:46,,,
Still broken,1,False,The 8.7 update made it impossible to log in. The 8.8 update did not fix the issue,TyroUser,2022-04-17 02:06:02,,,
This is an awful website!,1,False,This is an awful website,pokeyj2404,2021-08-26 18:54:11,,,
Message return,1,False,Poor it should notify you that you have a message. You have to keep going in to check your messages.,suecurt,2018-09-07 13:33:48,,,
Horrible,1,False,I am Unable to open any medical records since update.  I am unable to send an email to request assistance with app so I can access my medical records.,MareRN,2021-11-30 20:22:53,,,
Very Good,5,False,Easy to navigate!,Crnkovich,2021-02-01 12:55:27,,,
Cannot connect to health app,2,False,Cannot connect to apples health app anymore.  If there is a fix let me know this was a useful feature,mamelt3,2020-01-04 05:48:54,,,
Frustrated patient,2,False,The new format is not an improvement. Not user friendly at all,househunter@65,2019-12-24 03:54:41,,,
No access to my medical records.,1,False,This app is bogus. Needs to have a feature where you can sign in with your email. Login credentials are way to strict for old people that need this app,adam feinglass,2019-02-13 19:59:56,,,
Patient Bill HIeb,5,False,Thank you,makazinga,2021-03-15 11:39:26,,,
Mayo app,1,False,Bring back the old format.  Too much “nonessential “ things to go through.  Do not like.  Like the “summary of lab data” like it was.  Making it too difficult to find and follow.,49creativenana,2018-04-17 13:55:13,,,
Worst app,1,False,Created an account and I’m not aloud to sign into it went only line told me to contact the clinic like why have an app Or a recover account if it doesnt work,absolute bs bs bs,2020-06-26 10:22:56,,,
Web changes,1,False,Too difficult and can’t get into for an important posting. Not user friendly piece of trash.,Colonel O-6,2018-04-23 03:07:55,,,
Latest Version 6.2 is rubbish,1,False,"Thanks to the latest update you no longer have access to medical images...  

Very disappointing!!!",FutureRide,2020-01-07 04:09:50,,,
Previous update was easier,1,False,New menu at the bottom of the mayo app is too small and too light of color for most patients eyes with medical conditions.,FloridaIrish82,2018-04-16 22:18:22,,,
Please fix it,1,False,Once you log on and enable Touch ID or biometric. The next time you start the app the spinner just keeps spinning saying it’s Authenticating. You basically have to reinstall.,K9iphone,2018-01-05 18:02:09,,,
Too Much Trouble,1,False,Put app on phone. Received email to verify set up. Never got any farther than that. Constant error messages. Not worth it. Already deleted app from phone.,54Powder,2017-08-03 13:47:59,,,
No access due to your update!,1,False,Access denied without warning and no way to re register🤮,bigdpdc,2020-09-30 14:16:07,,,
Mayo app,4,False,"Good app , Touch ID doesn’t always present itself at signin.",SSMarizona,2018-11-01 13:17:38,,,
Very helpful app.,5,False,This is a very useful a helpful application.,Hunter_q8,2018-05-14 16:33:15,,,
New update not working well,2,False,Cannot retrieve any radiology results since the latest update resulting in a lapse in my care. Not acceptable!!!,Hot please,2020-01-01 16:24:29,,,
Hard to Navigate,2,False,Hard to navigate and schedule appointments.,EastMallory,2018-10-11 11:43:57,,,
Scam,1,False,"They are using you for your money , they won’t let you cancel a subscription and customer service is poor",azecygjjtdw235,2019-01-08 22:49:35,,,
Novice user Here!,4,False,Thank you for this application. It takes awhile for a novice like me but WELL APPRECIATED!,DAnneS19,2019-02-21 15:54:12,,,
Update password,3,False,"I am Patricia V Kisley and I’d like to update 
My account & passwords since I don’t remember the last one.",pkisley,2018-10-24 17:12:57,,,
Setting up...,1,False,Won’t even let me get as far as setting up an account due to my email? Slightly disappointed.,Dasjavu,2018-06-15 01:13:42,"Dasjavu, we’re sorry the account creation isn’t working well for you.  If you send us an email with a short description of this issue we can try to troubleshoot this issue and help you get it fixed.  It might help us improve the app for other users that are also having similar issues.  Our email is mcmobileapps@mayo.edu.  Thanks so much.",3915629.0,2018-06-20T20:15:27Z
Mayo app,1,False,"I’m told I have a questionnaire to complete.  Go to : Patient On Line Services
WHERE is this found??  I can’t find it and there’s no place to go for questions, guess I’ll complain here.",Pretty Grandma,2018-04-29 13:21:02,Sorry you're having trouble finding questionnaires.  Once you sign into the app Questionnaires can be found in the Patient section of the app - scroll down to find Questionnaires.,3423701.0,2018-05-10T15:38:57Z
Just average,3,False,Should be better.,wrongwy,2019-10-21 06:50:07,,,
No help,1,False,"This app is the worst app I have used! Constant change, phone assistant not helpful. I never write poor reviews but the Mayo App is the Worst!",kimberlyadestin,2022-04-25 16:38:15,,,
Boy Mimi 4,5,False,Awesome app easy to set up and navigate,Boy Mimi 4,2019-10-16 22:32:40,,,
Worthless,1,False,No data . No functionality,Grandma Ginger246,2018-05-16 11:27:05,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3544655.0,2018-05-21T19:04:51Z
Superb app.,5,False,Best medical record app I have used.  No surprise.  The Mayo  Clinic is a superb medical facility.,Tdhdle,2017-07-22 00:31:36,,,
Worthless,1,False,Never seen such a useless app i my life. Only rated a 1 because they won’t let me rate it a 0,stupid MHC,2021-12-28 15:25:49,,,
You went from 5 to 1,1,False,All of my images from tests are gone.  Thanks for nothing.,Save Timeless,2020-12-21 18:28:31,,,
Bad Update,1,False,"After updating yesterday, neither my husband nor I can sign in.  Never had a problem before!!",Irishwfhnd,2019-07-17 16:34:20,,,
Insurance,1,False,Asked to update insurance and there is no place to do it on app.  Should be able to take photo and upload to record,no ins,2018-10-28 20:06:30,,,
Maybe it’s me,1,False,I am not a patient but my minor aged daughter is. How do I link to her info?? The app provides no help and at this point seems to be be totally useless to me.,birdietune,2019-01-07 04:27:05,,,
Failure,1,False,This app seems like it is always authenticating. It used to work a lot better not sure what they did but it’s horrible app,Brenner341,2017-11-02 14:20:38,,,
Need disease/treatment library,3,False,"Having a patient library for disease, tests, and treatments would be helpful.",Better-Now,2017-10-08 22:58:27,,,
Mr Ted,3,False,I would give this an app 5 stars if there was a print app for medications,Tybee Time,2021-06-24 17:59:56,,,
Use website instead,1,False,Terrible does not do what the website can.,mwinb,2020-03-11 00:35:29,,,
Highly difficult to use,1,False,This app is hard to understand and use....,chris guthrie,2018-07-15 22:02:13,chris guthrie - we’re sorry that you were disappointed! The updated Mayo Clinic app includes content for everyone.  Patients have access to all of the patient features you’ve become used to. If you’d like to send us a note with your username and let us know what exactly you find hard to understand we can look into things further.  Our email is mcmobileapps@mayo.edu.  Thank you.,4258714.0,2018-07-16T17:27:12Z
Beyond Impressed!,5,False,Absolutely 100% The PERFECT MODEL for how the Medical Field Should Operate....WOW!!!!,I am Al,2020-06-30 08:50:15,,,
I can’t get into my patient portal! It is now worthless .,1,False,The changes have rendered the patient portal worthless.,kmbphx,2021-06-25 19:18:53,,,
No touch ID,3,False,I'm disappointed that this app does not have touch ID.,slam32384,2019-10-08 20:40:51,,,
Never,1,False,You’ll never get an appointment. I keep getting worse and no help.,akb123!,2021-06-19 00:04:51,,,
Crap ap.,1,False,Beyond frustrating right from email on.,bcsop,2021-02-27 01:41:50,,,
Rj,5,False,"Great, user friendly app",Lightship1,2018-06-01 14:30:28,Rj - thanks!  🤗  We’re always working on improving the Mayo Clinic apps user friendliness.  If you ever have and issue or a suggestion for improvement - drop us a note.  Our email is mcmobileapps@mayo.edu.  Thanks so much.,3930978.0,2018-06-21T20:03:37Z
rating app,5,False,excellent and easy to use,Ksgsw,2021-12-02 21:49:00,,,
Much improved from Jan 2018,5,False,👍👍👍👍,Mike655,2019-03-03 05:51:58,,,
Zero that's what you have done!!,1,False,"Can't even find how to send a message to my doctor on the Portal.
  AND THE SCREEN IS STILL VERTICAL -- which means it keeps falling out of the Log Tech Keyboard on the IPAD!!!
  HOW DO YOU SEND MESSAGES?????",ROBERT KYLE,2018-06-15 17:05:34,"ROBERT KYLE, sorry for that issue.  We think that issue is isolated iPads that are running iOS version 10.  We’re still working on making the app work well on iOS 10.  One workaround would be to update the iPad to iOS 11 if that is a possibility for you.  If you’d like to reach us directly - feel free to email us.  Our email is mcmobileapps@mayo.edu.  Thank you.",3915606.0,2018-06-20T20:11:24Z
Rate the app,1,False,"Liked old app better! Easier to get to test results, etc.",DeeDeeMaynard,2020-12-14 18:25:12,,,
Not easy to do.,1,False,Unable to maneuver through.,luey1,2022-04-20 20:06:29,,,
Latest update broke it: can’t log in via app but can via website,1,False,The title says it all.,CrashyAppy,2020-02-25 04:54:16,,,
Bad app,1,False,I’m not able to e-check in I had my appointments changed twice and no phone call.,smnmwilson,2019-11-13 05:52:25,,,
Hard reset password  impossible,1,False,Very disappointing,trying to find out,2019-05-27 14:23:53,,,
Not happy,2,False,Loved the old app.  The new one isn’t user friendly at all.,love_life!,2018-05-07 13:06:24,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3423744.0,2018-05-10T15:44:48Z
App,1,False,"Don’t like the way you can get around the app. Easier to log in,but not much else.",dory miller,2018-04-19 02:13:40,,,
New update,3,False,Not obvious how to request a video appointment.,Fijfd,2019-07-29 14:39:23,,,
Very slow to update with new radiology exams,2,False,Becoming frustrating to depend on.,Itstome,2018-07-28 15:41:46,,,
Messages,1,False,Keep getting emails I have a new message.  Red mark in ap by messages vut no new message.,Izrh,2021-09-22 17:34:48,,,
Mayo Jacksonville,5,False,Outstanding,Bbrryyccre,2021-10-26 10:09:02,,,
James A Wells,5,False,Works fine with no abnormalities.,jnjwe,2019-06-07 22:12:19,,,
Mayo Clinic,1,False,"I already commented directly to the,  horrible and confusing site for folks that are sick and need to directly communicate with the staff",K9 Boss,2018-04-18 13:01:56,,,
Excellent,5,False,Thumbs up,franklinslts,2017-07-22 01:45:43,,,
Patient,1,False,I hate this app:   Not enough time to work your feedback doesn’t work,Sad in Jacksonville,2018-04-30 14:02:38,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3423734.0,2018-05-10T15:43:26Z
Worst app ever,1,False,"Locks you out, won’t let you change your password",Petrou610!;,2019-07-15 01:07:17,,,
Underwhelming,1,False,Less functionality,TTB-Bayside,2018-07-16 18:17:13,TTB-Bayside - our most recent release of the Mayo Clinic app was our biggest release ever.  There is a lot of functionality packed into each tab of the app.  We do understand that the redesign is different for people. If you email us with your username and a short description of where you feel like there is less functionality - that will help us improve the app in future releases.  Our email is mcmobileapps@mayo.edu.  Thank you.,4430608.0,2018-07-28T01:50:59Z
online payments,1,False,Tried 4x today to pay my bill through this Mayo app to no avail. Totally bogus.,melbamae,2018-06-25 01:28:31,"melbamae - We do realize how frustrating it is when things don’t behave properly.  The billing feature of the app is a feature that is hosted by the app, but unfortunately not developed and supported by the app team.  I’ve passed your comments and feedback along to the team at Mayo Clinic that supports that billing feature so that in the future they can improve that experience and fix any bugs.  If you’d prefer - please send us an email with your username and a brief description of what’s happening and we can pass that along to the support team to troubleshoot these issues better.  Our email is mcmobileapps@mayo.edu.  Thanks so much.",4061839.0,2018-07-02T18:40:19Z
Excellent,5,False,Programmers really did a Great job. Ya’ll outdone yourselves. 🖖,lane4x4,2018-05-13 03:35:36,,,
Tedious,2,False,Was difficult to figure out how to work the app.,CRNAtraveler,2018-06-25 19:41:16,Oh no! Sorry that isn’t working well for you.  If you send us an email with your username and a short description of this issue we can try to troubleshoot this issue and help you get it fixed.  It might help us improve the app for other users that are also having similar issues.  Our email is mcmobileapps@mayo.edu.  Thanks so much.,4061826.0,2018-07-02T18:39:02Z
Mayo Clinic,1,False,Not enough information to print from this app,ganny67,2021-05-19 18:10:00,,,
Updates have broken the app,1,False,An  in April 2022 makes the app unusable,ShadowcatKP,2022-04-07 16:06:06,,,
"Patient schedule,",1,False,Cannot print?,sylamex,2019-09-11 17:34:28,,,
Liked the old one better.,1,False,I liked the old one better.,Holy Roller2,2018-07-17 16:21:30,Holy Roller2 - sorry you’re having trouble with the new changes.  We work on improving the app with every release.  Our 4.0 release was a pretty major change to the user experience so we would understand if that would cause some frustration.  If you email us with your username and a short description of the changes you don’t like - that will help us improve the app in future releases.  Our email is mcmobileapps@mayo.edu.  Thank you.,4430596.0,2018-07-28T01:49:24Z
Can’t get it to update,1,False,"Just spins, won’t update. So I deleted it and tried to add it back. Still just spins.",bmj5454,2020-04-27 04:27:43,,,
Took away prescription dosage,1,False,The old app would tell me what dosage I needed to take each day. The new one dose not.,derf2255653268,2018-05-12 13:22:54,,,
Patient,1,False,"Very complex and takes way, way to much time and disorienting!",lpc1717,2018-11-27 06:12:24,,,
Mrs. P. Torkelson,3,False,"Diseases/symptoms missing 

I’m sure with time I’ll get use to the present app.",15149primary,2018-06-13 20:02:37,"Mrs. P. Torkelson, sorry you didn’t find the disease or condition you were looking for information on.  We’re working on improving our search capabilities within the app for future releases.  If you email us with a short description of what you’re looking for we can improve the search results in the future and if we find what you’re looking for we’ll forward it onto you.  Our email is mcmobileapps@mayo.edu.  Thank you.",3930776.0,2018-06-21T19:25:48Z
Unable to log off,1,False,Unable to log off,CBD95,2018-06-22 17:39:51,"Sorry about that!  If you’d like to sign out of the app - please go to the Profile tab, select Settings, then select Sign out. Feel free to drop us a note any time with other suggestions or feedback. Our email is mcmobileapps@mayo.edu. Thank you.",4061874.0,2018-07-02T18:43:07Z
Teleconference,5,False,Worked Great!,Teleconference,2020-04-07 18:05:02,,,
Mayo,1,False,Mayo and their privacy policy is a joke. As far as insurance goes they put everything out there!,"bull $&""!",2019-01-26 07:28:40,,,
Mayo Clinic Patient Services,5,False,Excellent,Cowboy hat boots,2019-10-29 14:37:39,,,
Empty App,1,False,"There is no info in my app.  The info from messages, labs and more that are in my portal are not in the app.  Frustrating.",GPS Only,2018-09-27 20:28:50,,,
Mayo Clinic Rocks!!!,5,False,"Mayo is the best hospital, has the best doctors and the best app!!!",billyntara,2019-04-04 19:09:32,,,
iOS,2,False,"Does not work well with iMac, iPhone or iPad",Oaken firs,2018-06-19 13:44:32,"Oaken firs, oh no - we’re sorry.  We know how frustrating it is when something doesn’t work well.  We’re still working to make the app as great as possible on iPhone and iPad.  If you email us with your username and a short description of the trouble you’re having we can try and troubleshoot -- hopefully this will help us find a better solution in the future. Our email is mcmobileapps@mayo.edu.  Thanks so much.",3915487.0,2018-06-20T20:00:47Z
Mayo Clinic app,2,False,This app is down or unavailable more than it is operable.,zyltrazzo,2020-02-18 01:52:08,,,
This WAS a good app...,1,False,"Now you can't even send them feedback through their feedback link to let them know about ALL the issues that need to be fixed!!! Ugh!!! About the ONLY thing it did correctly tonight was helping me reset my password because I couldn't remember it since I hadn't been on it (the app) in so long! 

IF they care (& read these reviews), HERE'S the ""feedback"" message that I tried sending to them/you...

I don’t like the fact that every time I viewed past PDF billing statements & had to click “close” to close them out I had to to completely re-select billing, choose the right location, and then choose to view statements ALL OVER AGAIN! There SHOULD be a way to close the PDF without closing out of the entire billing page! I am also going to go out on a limb here and guess that I am not going to be the ONLY one who is disappointed with the fact that I was unable to pay my bill through the app! I tried, several times, and EVERY time I received the same “invalid session” message! It DID occur to me that it was possible the app was just “getting ahead of itself”, in a way, and maybe I just needed to click the “choose payment type” button but that didn’t solve the problem. It didn’t matter how quickly, how often, or where on the button I clicked...”invalid session”...every time! Like I said, I tried repeatedly/several times! Now Arizona Mayo Clinic will have to wait for a check in the mail if I’m unable to process the payment online (but that’s going to have to wait until morning, now,since it’s gotten very late here and I’m tired) since the app doesn’t work!",dd2b4ever2,2018-05-23 05:12:36,"Dd2b4ever2, we’re really sorry things aren’t working for you in the app.  We do care and we do read each and every review and feedback that gets sent.  We do realize how frustrating it is when things don’t behave properly.  The billing feature of the app is a feature that is hosted by the app, but unfortunately not developed and supported by the app team.  I’ve passed your comments and feedback along to the team at Mayo Clinic that supports that billing feature so that in the future they can improve that experience and fix any bugs.  If you’d prefer - please send us an email with your username and a brief description of what’s happening and we can pass that along to the support team to troubleshoot these issues better.  Our email is mcmobileapps@mayo.edu.  Thanks so much.",3931080.0,2018-06-21T20:17:57Z
Trash,1,False,Not user friendly at all,Miguel Benjamin,2019-02-10 18:20:30,,,
Junk,1,False,I can never get logged in to my patient portal,deeremann,2018-09-17 16:44:07,,,
Security,1,False,Security seems weak when there is no obvious sign out.,mnbjgstbl,2018-06-28 02:44:12,"We’re sorry that you were disappointed! Security is very important to us.  All of your data is very secure.  If you’d like to sign out of the app - please go to the Profile tab, select Settings, then select Sign out.  Feel free to drop us a note any time with other suggestions or feedback. Our email is mcmobileapps@mayo.edu.  Thank you.",4061822.0,2018-07-02T18:38:39Z
Review,2,False,I’m not sure what the point was or is.,Rochester native,2018-07-19 00:42:40,Rochester native - we’re sorry that you were disappointed! The updated Mayo Clinic app includes content for everyone.  Patients have access to all of the patient features you’ve become used to.  But we’ve also included health articles and a search capability to provide a wide range of health information from Mayo Clinic.  Feel free to drop us a note any time with other suggestions or feedback. Our email is mcmobileapps@mayo.edu.  Thank you.,4430587.0,2018-07-28T01:48:39Z
Receipt,1,False,No easy way to print or send a receipt.,lgbiggs,2019-05-07 18:47:51,,,
Face recognition,2,False,What happened to face recognition whit this app?,Mnhockeyone,2019-06-10 12:37:55,,,
No Patient Info,1,False,None of my info is there anymore.,Arizona Janet,2018-12-01 14:44:03,,,
Undecided,1,False,Difficult to navigate and schedule appointments.,Hihilks,2019-07-30 21:24:28,,,
Garbage,1,False,If I could give negative numbers I would.,BubbaDawg61,2018-11-01 19:57:51,,,
Rateing,1,False,Form to hard to fill out!,holmes@9141,2020-10-31 16:41:50,,,
Billing,3,False,Make live and statement match.,eyell1,2019-11-27 14:46:47,,,
Waste of my time.,1,False,Does not take me to my test result.,Asthe world turns,2021-12-21 19:49:10,,,
OVERKILL with security,2,False,"Once logged in, it’s not readily apparent how to log out‼️",YasgursFarm,2019-07-29 18:45:32,,,
This app is as poorly designed as the kiosk,1,False,And should be corrected,louis opinion,2019-08-23 12:32:06,,,
testing1,5,False,testing,iFly180,2021-04-20 14:21:09,,,
Prescription refill ????,1,False,Can’t figure out how to renew a prescription,Journey.1,2018-05-13 13:13:28,,,
Can’t navigate your app.,1,False,Help!!!!,GratefulGloM,2022-03-06 20:45:44,,,
"Buggy, amateurish, confusing",1,False,Need to test and debug...,nonic20th,2019-12-09 22:12:39,,,
Mayo App,1,False,This app is awful - Can’t make head or tail of it.,Stocks free,2018-10-12 02:39:28,,,
Portal System & everything associated with The Epic System !,1,False,SEE ABOVE,P. H. Kyle,2018-08-08 19:32:47,,,
Medicare for All,1,False,Private health insurance should be abolished.,Ozzyman99,2020-08-08 19:44:31,,,
Anna,5,False,Awesome app,AEM1991,2021-09-19 20:55:20,,,
mayo clinic,1,False,new and improved will not connect,Richard Lenderman,2021-09-26 15:26:48,,,
Mayo hospital,5,False,Love it,micka jones,2019-05-19 09:27:16,,,
"The magical souls international, LLC",5,False,Zak Hoss,Zak_Hoss,2019-10-18 06:49:50,,,
Please help,1,False,Help with my app,llyrdy,2022-01-05 01:33:39,,,
Ms,5,False,Helpful,Jhumur Haqe,2019-12-19 11:30:28,,,
updated app,1,False,the new patient guide and app is horrible!,i miss my lolita1205,2018-07-03 15:28:55,lolita1205 - sorry you’re having trouble with the new changes.  We work on improving the app with every release.  Our 4.0 release was a pretty major change to the user experience so we would understand if that would cause some frustration.  If you email us with your username and a short description of the changes you don’t like - that will help us improve the app in future releases.  Our email is mcmobileapps@mayo.edu.  Thank you.,4133546.0,2018-07-07T16:46:48Z
Terrible,1,False,Zero,ghgffffgg,2018-10-04 13:27:30,,,
App,1,False,Your app is a joke,billybobtherev,2019-12-27 20:00:37,,,
"So Far, Impressed",4,False,"My husband is at Mayo for the first time and I discovered this app while we were trying to navigate the campus buildings and make appointments on time. I don't have much experience with the app just yet but so far I am impressed with the ease of use and the information it contains already about my husband's statistics and appointments. It even showed me a new appointment we didn't have on our printed schedule. I do understand some of the ""helpful"" criticisms in the other reviews, but I anticipate future improvements in the areas of ability to send messages to specific people (but maybe not since every CEO has a team of front people who sort out the necessary from the time-wasting) and in the area of billing. With the current structure, however, I am initially very impressed by its immediate usefulness to a new patient.",mizzaka,2016-09-27 13:42:35,,,
Mayo Clinic,4,False,Since I am not a patient certain features of this application are closed to me but just as a normal non affiliated user the Mayo Clinic can still be beneficial. For one the app can be used to view videos that focus on the treatment and technologies used by the prestigious facilities to treat patients. The app even allows users to request an appointment. The app can also be used to get directions to any of the three clinics in the United States. I did not see a daily health news section as a non user but since the app allows you the option to create an account that feature as well as others will most likely become available.,D. Hill,2016-10-17 11:10:49,,,
Love the Apple watch app,5,False,"Simple and to the point. I flew to Mayo clinic from out of state for a series of tests and exams for a surgery. The watch app provided just enough information for each appointment and where I needed to go for these appointments. 
Mayo Clinic building complex is pretty big and can be a bit overwhelming. The watch app made my Mayo experience a sweat-free one. If I could be extra picky, then it would be to bring users directly into the appointment swipe view if it is the only thing that they have. I have to tap the only button ""appointments"" on the home screen every time I come into the watch app, even though it was the only option available to me.

I also love the support for Touch ID on the phone app for signing in.",vinpsf,2015-05-28 16:41:35,,,
What an app should be!,5,False,"Like the title says this is what an app should be. This app compliments your visit to Mayo Clinic both before and after. It allows you see all of your health record and to communicate with your care teams - it's a must for anyone visiting a Mayo Clinic site. You can really tell that the team that works on this app takes a lot of pride in developing a quality product - kudos to the team. 

P.S. I wish all apps that were put out by Mayo Clinic were made this well. I downloaded both the diet app and the book app and they both were done very poorly. It looks like those apps were not developed by Mayo Clinic and subsequently not done very well. I expect more out of an institution like Mayo Clinic.",BruceBrody,2017-01-17 22:16:39,,,
STAY away - lost data & messaging broken,2,False,"For over a year now, the Mayo Clinic iPad Application will not let you create a message.  It opens the keyboard and you can type away - but it never appears on the screen.

There are also cases where messages from the clinic have the entire message stripped off, so all you can see is the title and sender.  These messages appear fine in their web version.

I've seen this on iPad Air v1/2 and older iPads.  It is across all the current iOS updates from today 10 June 2015 back a full year, AND the latest App Releases going back a year.

I've even called their IT group for help, which they said 'would be investigated'

This is just very basic functionality.  The fact they miss this in testing - repeatedly - makes me question the accuracy of everything else they are reporting.  Missing part or all of a message from your physicians can be life threatening.  For me, it messed up post spine surgery care.   That's not trivial.

My advice is to STAY AWAY and use the web interface, which is accurate, has more functionality, and extremely robust.

I suppose this was out-sourced off country to save money, but Shame on Mayo for not testing their SW better and Shame on them for letting it slide.",untakennickname337,2015-06-11 17:14:00,,,
Phenomenal. Mayo never ceases to be the best,5,False,"I normally don't take time to send feedback or reviews, but I have to say (given, I'm biased, having worked for Mayo) this app is phenomenal. Sure, there are little things to improve (e.g., it would be nice to have information to propagate to the Health app's emergency card, but I realize this probably gets tangled in HIPAA to some degree), but this app and Mayo's approach are clearly the future of healthcare. As someone whose career is majorly directed toward trying to develop these same technological advances for mental health and illness and self-monitoring and treatment, I wholly appreciate this app both as a consumer and professional. THANK YOU!",whatisakeagan,2014-10-02 07:17:29,,,
Awesome App,5,False,"I read through a few reviews and it appears that others have already expressed my joy with the Mayo app.  It is so intuitive and has every feature I could think of with the exception of being able to print my vitals from mobile app. I don't see an option for printing. ???
Note:  For the reviewer (Inconsistent) that is having issues with log in, connection, etc., I have never experienced these problems on my iPhone or iPad, but I can imagine the frustration.",Docs Christian wife,2016-04-13 17:02:45,,,
Good App When It Works,2,False,"I believe the app has good intentions but still needs to improve. I can not send messages more times than not, I can't access ER records which should be part of notes and documents as there is pertinent patient information in these visits, and it takes too long for radiology and pathology reports to show up, after  they have been finalized. 
More information should be shown related to labs when there are notes related to them. Mayo has greatly improved in the transparency process, but still could improve. The surgical side of Mayo outshines the medical side  in all aspects of patient information, speed of contact, and assistance when needed. I've had first hand experience with this.",M&PW,2016-07-20 22:12:45,,,
Great,5,False,"This app is the most comprehensive patient portal I have ever seen. Mayo gives you access to everything, doc notes, vitals, meds, and even the images from radiology scans! While I was in the Mayo ER two days ago I was able to see the results of my blood work on the app even before they came back in and told me them. 

Very helpful app in managing your appointments and everything you have going with Mayo. It integrates with your calendar to save appointments if you want it too as well.",Bnl0,2015-02-11 14:48:48,,,
Wonderful app that seems to keep getting better,5,False,"The ability to see appointments, reports and labs AND to provide feedback to the various care teams advances the Mayo lead over other providers by a huge amount. For those of us that wish to share the results with others, it has been made easy. Feedback to doctors and staff is simplified.  Labs results plotted over time makes it amazingly easy to observe trends and treatment effects. The app is truly transformative.",*Dick*,2016-12-14 21:01:05,,,
Back to the best medical facility app now that ios9 bug is fixed,5,False,This app is the best app I have ever seen for keeping track of medical appointments and can even see your X-rays and other scans. I would still fire their app developer for not being ready for ios9 upgrade. I depend on this app for my appointments and with it down it is very frustrating. But it's working again and is actually something that makes me want to go to mayo over closer hospitals,mletnau,2015-09-28 16:36:46,,,
What you expect from Mayo,5,False,"This app makes receiving and requesting, especially personal, information seamless. I have been a very satisfied patient of Mayo's for almost four years. Yesterday I used this handy app to schedule an appointment. This morning I received a call from Mayo with my appointment time and it had been entered in the app. 
In addition all your records and pertinent information is always available and easy to retrieve.",Larry in AZ,2017-05-03 20:15:49,,,
